Numer iteracji;Najlepszy;Sredni;Najgorszy
0;46;64;85
1;46;62;82
2;46;60;76
3;46;59;78
4;46;57;68
5;46;57;73
6;46;55;67
7;46;57;68
8;46;55;64
9;46;57;72
10;46;56;68
11;46;57;72
12;46;55;64
13;46;56;70
14;46;56;73
15;46;56;66
16;46;55;63
17;46;55;63
18;46;55;64
19;46;56;67
20;46;57;71
21;46;56;69
22;46;56;74
23;46;56;69
24;46;55;65
25;46;56;69
26;46;56;69
27;46;56;71
28;46;55;68
29;46;56;65
30;46;55;65
31;46;55;63
32;46;55;65
33;46;55;67
34;46;56;66
35;46;55;67
36;46;56;70
37;46;57;73
38;46;55;64
39;46;55;68
40;46;56;71
41;46;57;69
42;46;55;65
43;46;55;65
44;46;55;68
45;46;55;65
46;46;55;66
47;46;55;65
48;46;56;69
49;46;55;66
50;46;55;65
51;46;55;66
52;46;55;63
53;46;56;65
54;46;56;66
55;46;56;66
56;46;57;76
57;46;56;70
58;46;56;67
59;46;56;72
60;46;56;69
61;46;56;67
62;46;56;67
63;46;55;67
64;46;57;71
65;46;56;68
66;46;56;69
67;46;55;65
68;46;55;69
69;46;56;72
70;46;56;69
71;46;55;64
72;46;56;69
73;46;56;69
74;46;56;69
75;46;56;66
76;46;55;67
77;46;55;64
78;46;56;74
79;46;56;71
80;46;55;70
81;46;56;67
82;46;55;67
83;46;55;64
84;46;56;69
85;46;56;69
86;46;55;66
87;46;56;70
88;46;56;67
89;46;55;63
90;46;56;70
91;46;56;70
92;46;56;66
93;46;55;64
94;46;56;71
95;46;56;70
96;46;55;66
97;46;55;67
98;46;56;72
99;46;54;62
100;46;56;67
