Numer iteracji;Liczba iteracji;Wynik
0;100;47
1;100;50
2;100;51
3;100;49
4;100;47
5;80;44
6;100;48
7;100;46
8;100;49
9;100;49
10;100;47
11;75;44
12;100;49
13;100;53
14;100;46
15;100;46
16;100;49
17;100;53
18;100;55
19;100;50
20;100;49
21;100;49
22;100;50
23;100;54
24;100;50
25;100;55
26;100;51
27;100;47
28;100;53
29;100;52
30;100;47
31;100;51
32;100;46
33;100;52
34;100;53
35;100;51
36;100;53
37;100;55
38;100;47
39;100;51
40;100;47
41;100;51
42;100;51
43;100;46
44;100;47
45;100;52
46;100;47
47;100;50
48;100;47
49;100;51
50;100;47
51;100;49
52;100;51
53;100;51
54;100;51
55;100;50
56;100;49
57;100;46
58;100;47
59;100;48
60;100;50
61;100;53
62;100;47
63;100;49
64;100;50
65;100;46
66;100;49
67;100;47
68;100;51
69;100;51
70;100;54
71;100;49
72;100;52
73;100;50
74;100;50
75;100;49
76;100;52
77;100;47
78;100;49
79;100;47
80;100;53
81;100;47
82;100;49
83;100;49
84;100;51
85;100;49
86;100;50
87;100;51
88;100;55
89;100;47
90;100;55
91;100;49
92;100;55
93;100;49
94;100;46
95;100;55
96;100;49
97;100;49
98;100;49
99;100;50
100;100;51
101;100;51
102;100;47
103;100;57
104;100;47
105;100;47
106;100;46
107;100;47
108;100;51
109;100;53
110;100;50
111;100;50
112;100;51
113;100;53
114;100;50
115;100;47
116;100;49
117;100;47
118;100;55
119;100;51
120;100;51
121;100;49
122;100;51
123;100;46
124;100;52
125;100;50
126;100;55
127;100;51
128;100;53
129;100;56
130;100;48
131;100;49
132;100;47
133;100;49
134;100;54
135;100;47
136;100;51
137;100;50
138;100;47
139;100;55
140;100;47
141;100;51
142;100;49
143;100;50
144;100;51
145;100;52
146;100;46
147;100;51
148;100;54
149;100;49
150;100;49
151;100;47
152;100;54
153;100;51
154;100;47
155;100;49
156;100;50
157;100;49
158;100;46
159;100;47
160;100;53
161;100;49
162;100;50
163;100;50
164;100;50
165;100;50
166;100;47
167;100;47
168;100;46
169;100;47
170;100;47
171;100;47
172;100;49
173;100;47
174;100;50
175;100;47
176;100;47
177;100;50
178;100;49
179;100;51
180;100;49
181;100;47
182;100;49
183;100;50
184;100;48
185;100;47
186;100;58
187;100;55
188;100;55
189;100;46
190;100;49
191;100;51
192;100;47
193;100;49
194;100;50
195;100;47
196;100;50
197;100;47
198;100;51
199;100;50
200;100;49
201;100;49
202;100;50
203;100;53
204;100;50
205;100;50
206;100;47
207;100;47
208;100;55
209;100;47
210;100;47
211;100;49
212;100;46
213;100;50
214;100;51
215;100;49
216;100;47
217;100;54
218;100;49
219;100;55
220;100;47
221;100;47
222;100;47
223;100;49
224;100;52
225;100;54
226;100;53
227;100;51
228;57;44
229;100;50
230;100;46
231;100;49
232;100;49
233;100;53
234;100;56
235;100;49
236;100;52
237;100;49
238;100;49
239;100;48
240;100;54
241;93;44
242;100;51
243;100;46
244;100;52
245;100;51
246;100;48
247;100;50
248;100;47
249;100;52
250;100;49
251;100;46
252;100;50
253;100;46
254;100;47
255;100;51
256;100;53
257;100;47
258;100;55
259;100;47
260;100;46
261;100;50
262;100;51
263;100;46
264;100;50
265;100;46
266;100;50
267;100;55
268;100;53
269;100;50
270;100;50
271;100;52
272;100;49
273;100;46
274;100;46
275;100;50
276;100;49
277;100;48
278;100;49
279;100;50
280;100;53
281;100;47
282;100;48
283;100;54
284;100;51
285;100;47
286;100;53
287;100;46
288;100;53
289;100;49
290;100;47
291;100;50
292;100;49
293;100;49
294;100;51
295;100;49
296;100;47
297;100;51
