parametr prawdopodobienstwa;srednia;wariancja;min;dolny kwartyl;mediana;gorny kwartyl;max;moda;moda procent;procent poprawnych
0.1;4,322;27,097;0;1,000;3,000;6,000;42;0;21,100;100,000
0.2;3,502;14,579;0;1,000;2,000;5,000;32;1;19,400;100,000
0.5;2,030;3,669;0;1,000;2,000;3,000;11;1;26,300;100,000
0.8;1,749;2,498;0;1,000;1,000;2,000;10;1;30,300;100,000
1.0;1,723;2,056;0;1,000;1,000;2,000;12;1;33,400;100,000
1.5;1,519;1,381;0;1,000;1,000;2,000;9;1;37,000;100,000
2.0;1,497;1,279;0;1,000;1,000;2,000;6;1;33,300;100,000
5.0;1,474;1,183;0;1,000;1,000;2,000;6;1;38,100;100,000
8.0;1,483;1,247;0;1,000;1,000;2,000;6;1;40,500;100,000
