parametr prawdopodobienstwa;srednia;wariancja;min;dolny kwartyl;mediana;gorny kwartyl;max;moda;moda procent;procent poprawnych
0.1;5,478;28,014;1;2,000;4,000;7,000;42;1;21,546;100,000
0.2;4,340;14,430;1;2,000;3,000;6,000;32;1;24,040;100,000
0.5;2,573;3,253;1;1,000;2,000;3,000;11;1;33,333;100,000
0.8;2,239;2,100;1;1,000;2,000;3,000;10;1;38,796;100,000
1.0;2,106;1,706;1;1,000;2,000;3,000;12;1;40,831;100,000
1.5;1,866;1,048;1;1,000;2,000;2,000;9;1;45,455;100,000
2.0;1,883;0,882;1;1,000;2,000;2,000;6;1;41,887;100,000
5.0;1,806;0,848;1;1,000;2,000;2,000;6;1;46,691;100,000
8.0;1,802;0,940;1;1,000;2,000;2,000;6;1;49,210;100,000
