Numer iteracji;Najlepszy;Sredni;Najgorszy
0;46;65;85
1;46;63;82
2;46;63;82
3;46;63;83
4;46;63;79
5;46;62;80
6;46;63;83
7;46;62;80
8;46;62;79
9;46;62;79
10;46;62;78
11;46;62;79
12;46;61;75
13;46;62;77
14;46;61;80
15;46;61;77
16;46;62;77
17;46;62;78
18;46;61;76
19;46;61;83
20;46;62;81
21;46;61;77
22;46;61;76
23;46;61;76
24;46;61;76
25;46;60;75
26;46;62;80
27;46;61;78
28;46;61;77
29;46;61;77
30;46;61;78
31;46;61;77
32;46;61;81
33;46;62;78
34;46;61;76
35;46;62;77
36;46;61;79
37;46;61;75
38;46;61;77
39;46;61;79
40;46;61;77
41;46;62;80
42;46;62;80
43;46;62;81
44;46;61;77
45;46;62;79
46;46;61;77
47;46;61;79
48;46;61;82
49;46;62;81
50;46;62;84
51;46;62;81
52;46;63;81
53;46;62;82
54;46;62;80
55;46;63;82
56;46;62;78
57;46;63;82
58;46;61;82
59;46;62;79
60;46;62;84
61;46;62;79
62;46;62;80
63;46;61;83
64;46;62;80
65;46;62;80
66;46;62;79
67;46;61;76
68;46;62;79
69;46;62;79
70;46;61;78
71;46;62;79
72;46;61;77
73;46;61;80
74;46;62;85
75;46;61;75
76;46;63;79
77;46;62;82
78;46;63;85
79;46;61;82
80;46;62;79
81;46;63;79
82;46;62;82
83;46;62;78
84;46;62;82
85;46;61;76
86;46;62;77
87;46;62;80
88;46;62;78
89;46;62;80
90;46;61;79
91;46;61;77
92;46;62;79
93;46;61;82
94;46;62;78
95;46;61;81
96;46;61;80
97;46;62;77
98;46;61;77
99;46;61;75
100;46;62;79
