Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;50;59;70;57;57
1;47;57;67;47;47
2;46;51;57;50;47
3;47;52;60;53;47
4;49;54;63;50;47
5;47;52;60;47;47
6;46;51;57;50;47
7;47;52;60;47;47
8;46;51;57;50;47
9;47;52;60;47;47
10;46;51;57;52;47
11;47;54;62;53;47
12;48;54;63;59;47
13;53;58;69;53;47
14;48;54;63;48;47
15;47;51;58;51;47
16;48;53;61;48;47
17;47;51;58;47;47
18;46;51;57;46;46
19;47;51;56;49;46
20;46;51;59;46;46
21;47;51;56;56;46
22;46;56;66;53;46
23;49;54;63;58;46
24;53;58;68;61;46
25;51;59;71;51;46
26;46;54;61;52;46
27;47;54;62;53;46
28;48;54;63;56;46
29;51;56;66;53;46
30;48;54;63;52;46
31;47;54;62;53;46
32;48;54;63;59;46
33;53;58;69;62;46
34;52;60;72;52;46
35;47;54;62;47;46
36;46;51;57;57;46
37;47;57;67;62;46
38;52;60;72;52;46
39;47;54;62;55;46
40;50;55;65;57;46
41;52;57;67;54;46
42;49;56;64;49;46
43;50;53;59;54;46
44;49;56;64;55;46
45;50;56;65;50;46
46;49;53;60;53;46
47;49;54;63;58;46
48;53;58;68;61;46
49;51;59;71;58;46
50;53;58;68;55;46
51;50;56;65;55;46
52;50;56;65;60;46
53;55;59;70;70;46
54;60;67;80;80;46
55;70;76;85;70;46
56;60;67;80;65;46
57;55;64;75;70;46
58;60;67;80;71;46
59;61;68;81;61;46
60;56;60;71;56;46
61;51;56;66;54;46
62;49;56;64;57;46
63;52;57;67;55;46
64;50;55;65;58;46
65;53;58;68;55;46
66;50;55;65;65;46
67;55;63;75;68;46
68;58;66;78;73;46
69;63;70;83;68;46
70;58;66;78;78;46
71;68;74;83;68;46
72;58;66;78;65;46
73;55;63;75;75;46
74;65;72;80;65;46
75;55;63;75;68;46
76;58;66;78;65;46
77;55;63;75;75;46
78;65;72;80;65;46
79;55;63;75;60;46
80;50;59;70;63;46
81;53;61;73;53;46
82;50;54;63;56;46
83;53;56;66;55;46
84;52;55;65;52;46
85;49;53;62;49;46
86;46;51;59;54;46
87;49;55;64;51;46
88;46;54;61;54;46
89;49;55;64;55;46
90;50;55;65;57;46
91;52;57;67;58;46
92;53;58;68;68;46
93;58;65;73;71;46
94;61;68;76;61;46
95;51;59;71;64;46
96;54;62;74;59;46
97;49;59;69;69;46
98;59;68;74;68;46
99;58;67;73;69;46
