Numer iteracji;Liczba iteracji;Wynik
0;0;9
1;3;9
2;1;9
3;4;9
4;4;9
5;0;9
6;1;9
7;2;9
8;2;9
9;2;9
10;2;9
11;3;9
12;0;9
13;1;9
14;2;9
15;1;9
16;1;9
17;2;9
18;3;9
19;0;9
20;1;9
21;1;9
22;1;9
23;2;9
24;0;9
25;0;9
26;1;9
27;0;9
28;1;9
29;1;9
30;4;9
31;2;9
32;1;9
33;1;9
34;0;9
35;2;9
36;2;9
37;0;9
38;1;9
39;4;9
40;2;9
41;2;9
42;0;9
43;1;9
44;0;9
45;1;9
46;5;9
47;12;9
48;3;9
49;4;9
50;0;9
51;2;9
52;3;9
53;5;9
54;1;9
55;1;9
56;1;9
57;5;9
58;4;9
59;2;9
60;2;9
61;1;9
62;2;9
63;1;9
64;4;9
65;2;9
66;1;9
67;6;9
68;1;9
69;1;9
70;1;9
71;1;9
72;1;9
73;1;9
74;2;9
75;1;9
76;3;9
77;1;9
78;1;9
79;1;9
80;1;9
81;0;9
82;1;9
83;1;9
84;3;9
85;4;9
86;2;9
87;2;9
88;0;9
89;2;9
90;0;9
91;0;9
92;1;9
93;2;9
94;1;9
95;2;9
96;2;9
97;0;9
98;2;9
99;2;9
100;3;9
101;4;9
102;3;9
103;1;9
104;2;9
105;1;9
106;2;9
107;1;9
108;3;9
109;2;9
110;1;9
111;4;9
112;0;9
113;4;9
114;1;9
115;3;9
116;3;9
117;2;9
118;1;9
119;2;9
120;1;9
121;3;9
122;0;9
123;0;9
124;1;9
125;1;9
126;4;9
127;1;9
128;5;9
129;0;9
130;0;9
131;4;9
132;5;9
133;5;9
134;0;9
135;2;9
136;1;9
137;1;9
138;1;9
139;7;9
140;3;9
141;4;9
142;5;9
143;1;9
144;0;9
145;8;9
146;6;9
147;2;9
148;0;9
149;2;9
150;0;9
151;0;9
152;4;9
153;2;9
154;0;9
155;2;9
156;3;9
157;3;9
158;5;9
159;1;9
160;6;9
161;3;9
162;1;9
163;3;9
164;0;9
165;9;9
166;0;9
167;2;9
168;3;9
169;1;9
170;0;9
171;5;9
172;5;9
173;3;9
174;3;9
175;4;9
176;1;9
177;1;9
178;3;9
179;1;9
180;0;9
181;4;9
182;1;9
183;5;9
184;4;9
185;1;9
186;3;9
187;0;9
188;4;9
189;6;9
190;4;9
191;1;9
192;1;9
193;3;9
194;3;9
195;6;9
196;2;9
197;1;9
198;2;9
199;1;9
200;2;9
201;1;9
202;3;9
203;4;9
204;2;9
205;0;9
206;0;9
207;0;9
208;2;9
209;2;9
210;2;9
211;3;9
212;3;9
213;7;9
214;0;9
215;2;9
216;1;9
217;2;9
218;5;9
219;1;9
220;1;9
221;4;9
222;1;9
223;2;9
224;2;9
225;2;9
226;2;9
227;2;9
228;2;9
229;4;9
230;1;9
231;3;9
232;1;9
233;1;9
234;2;9
235;3;9
236;4;9
237;1;9
238;3;9
239;0;9
240;3;9
241;1;9
242;10;9
243;6;9
244;1;9
245;2;9
246;2;9
247;2;9
248;2;9
249;2;9
250;2;9
251;3;9
252;1;9
253;0;9
254;4;9
255;1;9
256;1;9
257;4;9
258;0;9
259;3;9
260;1;9
261;6;9
262;4;9
263;1;9
264;2;9
265;1;9
266;2;9
267;0;9
268;4;9
269;6;9
270;2;9
271;1;9
272;2;9
273;4;9
274;2;9
275;4;9
276;1;9
277;0;9
278;3;9
279;0;9
280;0;9
281;0;9
282;3;9
283;2;9
284;9;9
285;4;9
286;0;9
287;1;9
288;8;9
289;2;9
290;5;9
291;1;9
292;2;9
293;1;9
294;2;9
295;2;9
296;0;9
297;2;9
298;2;9
299;3;9
300;2;9
301;4;9
302;2;9
303;3;9
304;1;9
305;11;9
306;2;9
307;3;9
308;1;9
309;0;9
310;2;9
311;0;9
312;3;9
313;1;9
314;2;9
315;0;9
316;2;9
317;4;9
318;3;9
319;3;9
320;1;9
321;2;9
322;0;9
323;2;9
324;1;9
325;2;9
326;2;9
327;2;9
328;2;9
329;3;9
330;0;9
331;2;9
332;0;9
333;3;9
334;0;9
335;2;9
336;2;9
337;1;9
338;0;9
339;0;9
340;1;9
341;2;9
342;1;9
343;5;9
344;1;9
345;3;9
346;3;9
347;0;9
348;7;9
349;2;9
350;4;9
351;3;9
352;1;9
353;1;9
354;2;9
355;2;9
356;3;9
357;3;9
358;0;9
359;4;9
360;0;9
361;0;9
362;2;9
363;1;9
364;3;9
365;1;9
366;3;9
367;0;9
368;1;9
369;2;9
370;2;9
371;4;9
372;0;9
373;1;9
374;1;9
375;3;9
376;3;9
377;1;9
378;3;9
379;1;9
380;3;9
381;1;9
382;2;9
383;1;9
384;3;9
385;6;9
386;1;9
387;2;9
388;3;9
389;3;9
390;0;9
391;5;9
392;2;9
393;3;9
394;0;9
395;1;9
396;1;9
397;2;9
398;6;9
399;1;9
400;0;9
401;2;9
402;0;9
403;3;9
404;0;9
405;0;9
406;1;9
407;3;9
408;0;9
409;3;9
410;0;9
411;1;9
412;0;9
413;1;9
414;1;9
415;1;9
416;0;9
417;2;9
418;5;9
419;1;9
420;7;9
421;4;9
422;1;9
423;3;9
424;0;9
425;3;9
426;2;9
427;1;9
428;1;9
429;0;9
430;1;9
431;4;9
432;0;9
433;5;9
434;2;9
435;2;9
436;3;9
437;5;9
438;3;9
439;4;9
440;2;9
441;4;9
442;0;9
443;3;9
444;0;9
445;3;9
446;1;9
447;1;9
448;2;9
449;2;9
450;5;9
451;6;9
452;4;9
453;3;9
454;2;9
455;2;9
456;1;9
457;3;9
458;5;9
459;5;9
460;2;9
461;2;9
462;6;9
463;5;9
464;0;9
465;3;9
466;4;9
467;2;9
468;7;9
469;4;9
470;4;9
471;6;9
472;2;9
473;2;9
474;1;9
475;1;9
476;1;9
477;1;9
478;2;9
479;1;9
480;2;9
481;0;9
482;1;9
483;13;9
484;1;9
485;2;9
486;1;9
487;0;9
488;5;9
489;0;9
490;1;9
491;1;9
492;1;9
493;2;9
494;0;9
495;2;9
496;0;9
497;1;9
498;2;9
499;1;9
500;0;9
501;1;9
502;3;9
503;1;9
504;0;9
505;3;9
506;2;9
507;0;9
508;3;9
509;0;9
510;6;9
511;4;9
512;7;9
513;3;9
514;0;9
515;3;9
516;2;9
517;2;9
518;0;9
519;1;9
520;0;9
521;1;9
522;0;9
523;0;9
524;2;9
525;4;9
526;2;9
527;3;9
528;1;9
529;6;9
530;0;9
531;1;9
532;0;9
533;1;9
534;3;9
535;1;9
536;0;9
537;1;9
538;5;9
539;2;9
540;4;9
541;0;9
542;6;9
543;1;9
544;1;9
545;3;9
546;1;9
547;1;9
548;4;9
549;8;9
550;4;9
551;16;9
552;2;9
553;0;9
554;2;9
555;1;9
556;0;9
557;9;9
558;2;9
559;2;9
560;0;9
561;0;9
562;4;9
563;4;9
564;1;9
565;1;9
566;3;9
567;5;9
568;1;9
569;4;9
570;1;9
571;1;9
572;3;9
573;1;9
574;3;9
575;1;9
576;1;9
577;1;9
578;5;9
579;3;9
580;4;9
581;1;9
582;3;9
583;7;9
584;4;9
585;3;9
586;2;9
587;2;9
588;3;9
589;2;9
590;1;9
591;1;9
592;3;9
593;3;9
594;1;9
595;0;9
596;1;9
597;3;9
598;2;9
599;2;9
600;4;9
601;4;9
602;0;9
603;6;9
604;3;9
605;3;9
606;2;9
607;1;9
608;2;9
609;1;9
610;1;9
611;4;9
612;2;9
613;1;9
614;0;9
615;2;9
616;3;9
617;2;9
618;1;9
619;1;9
620;6;9
621;1;9
622;6;9
623;1;9
624;4;9
625;0;9
626;4;9
627;2;9
628;1;9
629;2;9
630;2;9
631;1;9
632;2;9
633;4;9
634;4;9
635;2;9
636;0;9
637;2;9
638;1;9
639;3;9
640;1;9
641;2;9
642;0;9
643;4;9
644;3;9
645;0;9
646;2;9
647;1;9
648;1;9
649;1;9
650;1;9
651;1;9
652;1;9
653;0;9
654;3;9
655;0;9
656;3;9
657;1;9
658;0;9
659;5;9
660;4;9
661;4;9
662;2;9
663;4;9
664;3;9
665;1;9
666;3;9
667;2;9
668;2;9
669;0;9
670;0;9
671;0;9
672;1;9
673;1;9
674;4;9
675;0;9
676;4;9
677;4;9
678;1;9
679;0;9
680;2;9
681;5;9
682;1;9
683;4;9
684;2;9
685;1;9
686;6;9
687;1;9
688;1;9
689;3;9
690;0;9
691;0;9
692;1;9
693;0;9
694;2;9
695;0;9
696;2;9
697;3;9
698;1;9
699;0;9
700;0;9
701;2;9
702;0;9
703;1;9
704;0;9
705;2;9
706;3;9
707;3;9
708;1;9
709;1;9
710;1;9
711;0;9
712;2;9
713;2;9
714;2;9
715;1;9
716;3;9
717;2;9
718;0;9
