Numer iteracji;Najlepszy;Sredni;Najgorszy
0;9;12;15
1;9;12;15
2;9;12;15
3;9;12;14
4;9;11;13
5;9;12;14
6;9;11;13
7;9;12;14
8;9;11;13
9;9;11;12
10;9;11;12
11;9;11;12
12;9;11;12
13;9;11;13
14;9;11;13
15;9;11;12
16;9;11;13
17;9;12;14
18;9;11;12
19;9;11;12
20;9;11;12
21;9;11;13
22;9;11;12
23;9;11;12
24;9;11;12
25;9;11;13
26;9;11;12
27;9;11;12
28;9;11;13
29;9;11;12
30;9;11;12
31;9;11;12
32;9;11;12
33;9;11;12
34;9;11;12
35;9;11;12
36;9;11;13
37;9;11;12
38;9;11;12
39;9;11;12
40;9;11;12
41;9;11;12
42;9;11;13
43;9;11;12
44;9;11;12
45;9;11;12
46;9;11;12
47;9;11;13
48;9;11;12
49;9;11;12
50;9;11;12
51;9;11;12
52;9;11;12
53;9;11;13
54;9;11;13
55;9;11;12
56;9;11;13
57;9;11;13
58;9;11;12
59;9;11;12
60;9;11;12
61;9;11;12
62;9;11;12
63;9;11;12
64;9;11;12
65;9;11;12
66;9;11;13
67;9;11;12
68;9;11;13
69;9;11;12
70;9;11;12
71;9;11;12
72;9;11;12
73;9;11;12
74;9;11;12
75;9;11;12
76;9;11;12
77;9;11;13
78;9;11;13
79;9;11;14
80;9;11;13
81;9;11;14
82;9;11;13
83;9;11;12
84;9;11;12
85;9;11;13
86;9;11;12
87;9;11;13
88;9;11;12
89;9;11;13
90;9;11;12
91;9;11;12
92;9;11;12
93;9;11;12
94;9;11;12
95;9;11;13
96;9;11;13
97;9;11;13
98;9;11;12
99;9;11;12
100;9;11;13
