Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;76;90;102;83;83
1;65;81;94;82;82
2;64;80;94;64;64
3;53;66;82;64;64
4;55;66;82;61;61
5;52;64;79;52;52
6;49;58;70;49;49
7;47;57;69;47;47
8;47;55;67;50;47
9;47;57;70;47;47
10;47;55;67;49;47
11;47;55;67;51;47
12;49;56;71;57;47
13;51;60;75;57;47
14;51;61;75;51;47
15;49;57;71;71;47
16;51;71;85;51;47
17;49;57;71;49;47
18;49;56;69;49;47
19;47;57;69;52;47
20;49;58;70;50;47
21;47;56;70;67;47
22;50;68;87;51;47
23;47;57;67;51;47
24;49;57;67;54;47
25;51;59;71;51;47
26;50;57;70;50;47
27;47;56;70;51;47
28;49;57;68;49;47
29;47;56;67;47;47
30;47;56;67;63;47
31;47;66;83;83;47
32;63;81;103;83;47
33;63;81;103;83;47
34;63;81;103;83;47
35;63;81;103;63;47
36;51;66;83;63;47
37;54;66;83;54;47
38;50;58;70;60;47
39;52;63;77;60;47
40;51;63;77;60;47
41;47;62;77;62;47
42;47;63;77;62;47
43;58;65;77;62;47
44;58;66;80;60;47
45;58;65;80;58;47
46;52;63;76;52;47
47;47;57;72;52;47
48;47;57;72;53;47
49;50;58;72;57;47
50;53;62;77;68;47
51;57;68;76;57;47
52;53;62;77;70;47
53;57;69;77;64;47
54;58;67;84;64;47
55;60;68;84;64;47
56;58;67;84;65;47
57;59;68;85;64;47
58;58;67;84;66;47
59;58;68;84;79;47
60;66;77;91;67;47
61;56;68;82;67;47
62;56;68;82;64;47
63;56;67;79;76;47
64;64;76;91;64;47
65;56;67;79;68;47
66;63;69;82;72;47
67;64;72;82;68;47
68;63;69;82;66;47
69;62;68;82;65;47
70;58;68;82;65;47
71;58;68;82;62;47
72;58;66;82;58;47
73;53;61;78;58;47
74;49;61;78;58;47
75;51;62;78;58;47
76;52;62;78;58;47
77;51;62;78;69;47
78;58;71;86;82;47
79;62;80;102;62;47
80;58;66;84;58;47
81;51;62;78;58;47
82;49;62;78;58;47
83;53;62;78;55;47
84;49;59;68;49;47
85;47;55;69;47;47
86;46;54;64;64;47
87;47;66;79;55;47
88;51;60;72;51;47
89;51;58;71;53;47
90;51;59;71;69;47
91;53;71;87;69;47
92;62;71;87;69;47
93;62;72;87;68;47
94;63;71;86;84;47
95;64;82;102;64;47
96;57;67;84;57;47
97;52;62;75;57;47
98;52;62;75;52;47
99;49;58;70;49;47
