Numer iteracji;Liczba iteracji;Wynik
0;3;9
1;0;9
2;2;9
3;1;9
4;1;9
5;3;9
6;2;9
7;5;9
8;0;9
9;3;9
10;0;9
11;2;9
12;1;9
13;3;9
14;2;9
15;0;9
16;0;9
17;2;9
18;3;9
19;0;9
20;2;9
21;1;9
22;4;9
23;2;9
24;2;9
25;1;9
26;2;9
27;1;9
28;1;9
29;1;9
30;1;9
31;4;9
32;0;9
33;2;9
34;2;9
35;2;9
36;0;9
37;0;9
38;2;9
39;2;9
40;1;9
41;1;9
42;4;9
43;2;9
44;1;9
45;0;9
46;1;9
47;1;9
48;1;9
49;1;9
50;2;9
51;1;9
52;3;9
53;2;9
54;1;9
55;0;9
56;1;9
57;2;9
58;2;9
59;1;9
60;1;9
61;1;9
62;0;9
63;6;9
64;2;9
65;1;9
66;0;9
67;1;9
68;3;9
69;2;9
70;3;9
71;2;9
72;1;9
73;1;9
74;1;9
75;3;9
76;4;9
77;1;9
78;2;9
79;3;9
80;2;9
81;2;9
82;3;9
83;1;9
84;3;9
85;0;9
86;1;9
87;1;9
88;2;9
89;1;9
90;4;9
91;2;9
92;1;9
93;1;9
94;3;9
95;3;9
96;1;9
97;0;9
98;0;9
99;0;9
100;0;9
101;2;9
102;1;9
103;3;9
104;0;9
105;5;9
106;8;9
107;1;9
108;2;9
109;2;9
110;0;9
111;2;9
112;0;9
113;0;9
114;1;9
115;1;9
116;4;9
117;0;9
118;1;9
119;0;9
120;3;9
121;2;9
122;3;9
123;1;9
124;2;9
125;3;9
126;2;9
127;0;9
128;2;9
129;1;9
130;0;9
131;1;9
132;1;9
133;3;9
134;1;9
135;2;9
136;3;9
137;2;9
138;1;9
139;1;9
140;1;9
141;1;9
142;3;9
143;0;9
144;0;9
145;2;9
146;2;9
147;4;9
148;2;9
149;1;9
150;0;9
151;0;9
152;5;9
153;4;9
154;1;9
155;1;9
156;3;9
157;0;9
158;1;9
159;2;9
160;2;9
161;2;9
162;2;9
163;1;9
164;5;9
165;1;9
166;2;9
167;1;9
168;2;9
169;2;9
170;2;9
171;3;9
172;7;9
173;2;9
174;0;9
175;1;9
176;5;9
177;3;9
178;0;9
179;2;9
180;0;9
181;4;9
182;1;9
183;0;9
184;1;9
185;2;9
186;3;9
187;0;9
188;2;9
189;1;9
190;3;9
191;1;9
192;2;9
193;2;9
194;3;9
195;2;9
196;0;9
197;1;9
198;3;9
199;1;9
200;1;9
201;0;9
202;0;9
203;1;9
204;0;9
205;0;9
206;2;9
207;2;9
208;5;9
209;1;9
210;2;9
211;0;9
212;3;9
213;0;9
214;1;9
215;3;9
216;2;9
217;0;9
218;3;9
219;5;9
220;1;9
221;6;9
222;1;9
223;3;9
224;4;9
225;3;9
226;0;9
227;1;9
228;2;9
229;1;9
230;2;9
231;0;9
232;1;9
233;1;9
234;1;9
235;1;9
236;4;9
237;2;9
238;1;9
239;2;9
240;4;9
241;1;9
242;2;9
243;0;9
244;1;9
245;2;9
246;1;9
247;1;9
248;1;9
249;1;9
250;0;9
251;0;9
252;0;9
253;0;9
254;3;9
255;2;9
256;2;9
257;0;9
258;1;9
259;1;9
260;4;9
261;2;9
262;0;9
263;6;9
264;2;9
265;7;9
266;0;9
267;1;9
268;2;9
269;1;9
270;4;9
271;2;9
272;2;9
273;0;9
274;2;9
275;1;9
276;3;9
277;2;9
278;4;9
279;3;9
280;1;9
281;3;9
282;1;9
283;0;9
284;1;9
285;1;9
286;3;9
287;1;9
288;0;9
289;4;9
290;1;9
291;0;9
292;0;9
293;2;9
294;2;9
295;3;9
296;1;9
297;0;9
298;2;9
299;2;9
300;3;9
301;4;9
302;0;9
303;2;9
304;1;9
305;1;9
306;1;9
307;0;9
308;1;9
309;3;9
310;0;9
311;1;9
312;2;9
313;3;9
314;4;9
315;4;9
316;1;9
317;3;9
318;2;9
319;0;9
320;1;9
321;2;9
322;2;9
323;0;9
324;1;9
325;0;9
326;4;9
327;1;9
328;2;9
329;3;9
330;0;9
331;0;9
332;4;9
333;0;9
334;2;9
335;0;9
336;2;9
337;1;9
338;1;9
339;1;9
340;1;9
341;2;9
342;0;9
343;1;9
344;1;9
345;1;9
346;2;9
347;1;9
348;1;9
349;4;9
350;2;9
351;2;9
352;0;9
353;0;9
354;5;9
355;3;9
356;1;9
357;2;9
358;2;9
359;1;9
360;2;9
361;2;9
362;0;9
363;2;9
364;2;9
365;1;9
366;1;9
367;3;9
368;1;9
369;0;9
370;1;9
371;2;9
372;5;9
373;1;9
374;0;9
375;5;9
376;1;9
377;1;9
378;2;9
379;5;9
380;1;9
381;1;9
382;0;9
383;0;9
384;3;9
385;1;9
386;1;9
387;0;9
388;0;9
389;1;9
390;5;9
391;2;9
392;1;9
393;1;9
394;2;9
395;0;9
396;3;9
397;3;9
398;2;9
399;8;9
400;2;9
401;1;9
402;2;9
403;1;9
404;1;9
405;4;9
406;2;9
407;0;9
408;0;9
409;1;9
410;1;9
411;1;9
412;4;9
413;1;9
414;4;9
415;2;9
416;1;9
417;2;9
418;5;9
419;2;9
420;1;9
421;0;9
422;2;9
423;1;9
424;1;9
425;0;9
426;5;9
427;5;9
428;3;9
429;0;9
430;1;9
431;1;9
432;0;9
433;4;9
434;0;9
435;0;9
436;1;9
437;1;9
438;1;9
439;1;9
440;1;9
441;3;9
442;2;9
443;0;9
444;0;9
445;2;9
446;5;9
447;0;9
448;0;9
449;1;9
450;3;9
451;3;9
452;1;9
453;1;9
454;0;9
455;0;9
456;3;9
457;3;9
458;2;9
459;3;9
460;2;9
461;2;9
462;1;9
463;2;9
464;2;9
465;6;9
466;3;9
467;2;9
468;0;9
469;1;9
470;1;9
471;1;9
472;4;9
473;0;9
474;2;9
475;2;9
476;2;9
477;2;9
478;3;9
479;4;9
480;1;9
481;2;9
482;0;9
483;1;9
484;1;9
485;3;9
486;2;9
487;3;9
488;1;9
489;2;9
490;1;9
491;2;9
492;5;9
493;5;9
494;1;9
495;2;9
496;2;9
497;2;9
498;0;9
499;2;9
500;2;9
501;1;9
502;0;9
503;2;9
504;0;9
505;0;9
506;0;9
507;2;9
508;5;9
509;1;9
510;2;9
511;2;9
512;1;9
513;1;9
514;2;9
515;0;9
516;2;9
517;0;9
518;1;9
519;1;9
520;3;9
521;2;9
522;2;9
523;4;9
524;0;9
525;2;9
526;0;9
527;1;9
528;2;9
529;1;9
530;2;9
531;2;9
532;2;9
533;1;9
534;1;9
535;5;9
536;1;9
537;1;9
538;3;9
539;1;9
540;0;9
541;2;9
542;3;9
543;1;9
544;4;9
545;2;9
546;0;9
547;2;9
548;1;9
549;1;9
550;4;9
551;2;9
552;0;9
553;4;9
554;6;9
555;1;9
556;3;9
557;3;9
558;1;9
559;1;9
560;2;9
561;1;9
562;4;9
563;4;9
564;1;9
565;3;9
566;0;9
567;1;9
568;0;9
569;2;9
570;4;9
571;3;9
572;1;9
573;1;9
574;1;9
575;2;9
576;2;9
577;0;9
578;0;9
579;2;9
580;1;9
581;3;9
582;1;9
583;3;9
584;0;9
585;4;9
586;1;9
587;0;9
588;1;9
589;2;9
590;1;9
591;3;9
592;1;9
593;3;9
594;1;9
595;2;9
596;0;9
597;3;9
598;5;9
