Numer iteracji;Liczba iteracji;Wynik
0;3;9
1;1;9
2;1;9
3;0;9
4;1;9
5;2;9
6;2;9
7;6;9
8;1;9
9;0;9
10;1;9
11;0;9
12;3;9
13;2;9
14;1;9
15;0;9
16;0;9
17;2;9
18;2;9
19;0;9
20;2;9
21;2;9
22;3;9
23;0;9
24;1;9
25;2;9
26;0;9
27;1;9
28;2;9
29;1;9
30;2;9
31;0;9
32;2;9
33;0;9
34;3;9
35;2;9
36;0;9
37;0;9
38;0;9
39;2;9
40;1;9
41;4;9
42;2;9
43;2;9
44;2;9
45;0;9
46;4;9
47;1;9
48;1;9
49;0;9
50;0;9
51;0;9
52;0;9
53;1;9
54;1;9
55;1;9
56;1;9
57;1;9
58;0;9
59;1;9
60;1;9
61;1;9
62;4;9
63;3;9
64;1;9
65;2;9
66;4;9
67;0;9
68;1;9
69;1;9
70;1;9
71;0;9
72;3;9
73;1;9
74;0;9
75;2;9
76;1;9
77;1;9
78;1;9
79;3;9
80;2;9
81;4;9
82;2;9
83;0;9
84;2;9
85;1;9
86;2;9
87;1;9
88;2;9
89;0;9
90;1;9
91;5;9
92;1;9
93;0;9
94;2;9
95;2;9
96;2;9
97;3;9
98;1;9
99;2;9
100;2;9
101;1;9
102;1;9
103;0;9
104;1;9
105;3;9
106;0;9
107;1;9
108;0;9
109;0;9
110;2;9
111;2;9
112;2;9
113;0;9
114;3;9
115;4;9
116;2;9
117;5;9
118;1;9
119;2;9
120;2;9
121;0;9
122;1;9
123;3;9
124;1;9
125;1;9
126;3;9
127;1;9
128;2;9
129;1;9
130;2;9
131;1;9
132;2;9
133;1;9
134;0;9
135;1;9
136;2;9
137;1;9
138;0;9
139;1;9
140;2;9
141;2;9
142;1;9
143;0;9
144;0;9
145;3;9
146;0;9
147;1;9
148;0;9
149;0;9
150;2;9
151;1;9
152;0;9
153;1;9
154;3;9
155;6;9
156;3;9
157;0;9
158;3;9
159;4;9
160;0;9
161;2;9
162;1;9
163;2;9
164;1;9
165;0;9
166;1;9
167;3;9
168;3;9
169;1;9
170;2;9
171;1;9
172;0;9
173;0;9
174;0;9
175;0;9
176;1;9
177;2;9
178;3;9
179;0;9
180;2;9
181;1;9
182;1;9
183;0;9
184;1;9
185;0;9
186;3;9
187;1;9
188;1;9
189;2;9
190;0;9
191;1;9
192;3;9
193;2;9
194;1;9
195;2;9
196;2;9
197;2;9
198;1;9
199;3;9
200;2;9
201;1;9
202;1;9
203;0;9
204;0;9
205;1;9
206;2;9
207;2;9
208;1;9
209;3;9
210;2;9
211;5;9
212;0;9
213;1;9
214;0;9
215;0;9
216;2;9
217;0;9
218;1;9
219;2;9
220;1;9
221;0;9
222;3;9
223;2;9
224;1;9
225;1;9
226;1;9
227;2;9
228;1;9
229;2;9
230;0;9
231;2;9
232;1;9
233;1;9
234;2;9
235;0;9
236;1;9
237;3;9
238;0;9
239;2;9
240;1;9
241;0;9
242;3;9
243;1;9
244;3;9
245;3;9
246;3;9
247;2;9
248;0;9
249;2;9
250;1;9
251;0;9
252;4;9
253;0;9
254;1;9
255;2;9
256;2;9
257;1;9
258;4;9
259;1;9
260;1;9
261;1;9
262;3;9
263;1;9
264;0;9
265;2;9
266;1;9
267;2;9
268;4;9
269;3;9
270;5;9
271;4;9
272;1;9
273;2;9
274;0;9
275;2;9
276;2;9
277;2;9
278;1;9
279;2;9
280;3;9
281;2;9
282;2;9
283;1;9
284;1;9
285;1;9
286;3;9
287;1;9
288;1;9
289;1;9
290;1;9
291;1;9
292;1;9
293;2;9
294;2;9
295;0;9
296;1;9
297;2;9
298;1;9
299;1;9
300;1;9
301;1;9
302;0;9
303;2;9
304;1;9
305;1;9
306;0;9
307;0;9
308;1;9
309;1;9
310;1;9
311;2;9
312;4;9
313;3;9
314;2;9
315;1;9
316;2;9
317;1;9
318;6;9
319;1;9
320;0;9
321;1;9
322;1;9
323;1;9
324;3;9
325;4;9
326;2;9
327;1;9
328;1;9
329;1;9
330;2;9
331;2;9
332;1;9
333;4;9
334;0;9
335;0;9
336;4;9
337;1;9
338;1;9
339;0;9
340;0;9
341;0;9
342;2;9
343;3;9
344;1;9
345;2;9
346;1;9
347;0;9
348;2;9
349;1;9
350;1;9
351;1;9
352;1;9
353;0;9
354;1;9
355;1;9
356;2;9
357;0;9
358;0;9
359;0;9
360;3;9
361;0;9
362;1;9
363;1;9
364;1;9
365;0;9
366;0;9
367;2;9
368;2;9
369;2;9
370;2;9
371;4;9
372;0;9
373;1;9
374;1;9
375;1;9
376;2;9
377;0;9
378;0;9
379;3;9
380;1;9
381;0;9
382;1;9
383;2;9
384;1;9
385;2;9
386;1;9
387;1;9
388;1;9
389;0;9
390;1;9
391;1;9
392;1;9
393;1;9
394;0;9
395;2;9
396;5;9
397;2;9
398;1;9
399;2;9
400;2;9
401;1;9
402;1;9
403;1;9
404;0;9
405;2;9
406;1;9
407;0;9
408;4;9
409;0;9
410;2;9
411;0;9
412;0;9
413;5;9
414;0;9
415;3;9
416;3;9
417;2;9
418;4;9
419;2;9
420;1;9
421;1;9
422;0;9
423;2;9
424;3;9
425;3;9
426;2;9
427;0;9
428;1;9
429;2;9
430;1;9
431;1;9
432;0;9
433;3;9
434;0;9
435;1;9
436;4;9
437;0;9
438;1;9
439;1;9
440;0;9
441;0;9
442;0;9
443;1;9
444;4;9
445;1;9
446;2;9
447;1;9
448;2;9
449;1;9
450;4;9
451;1;9
452;1;9
453;1;9
454;2;9
455;0;9
456;3;9
457;0;9
458;1;9
459;1;9
460;2;9
461;3;9
462;0;9
463;2;9
464;0;9
465;2;9
466;2;9
467;1;9
468;2;9
469;0;9
470;1;9
471;0;9
472;0;9
473;3;9
474;5;9
475;2;9
476;1;9
477;3;9
478;1;9
479;1;9
480;1;9
481;2;9
482;1;9
483;1;9
484;2;9
485;3;9
486;1;9
487;2;9
488;1;9
489;1;9
490;3;9
491;1;9
492;3;9
493;3;9
494;3;9
495;1;9
496;2;9
497;1;9
498;0;9
499;2;9
500;0;9
501;2;9
502;3;9
503;0;9
504;1;9
505;6;9
506;4;9
507;0;9
508;0;9
509;4;9
510;1;9
511;1;9
512;0;9
513;1;9
514;1;9
515;1;9
516;3;9
517;2;9
518;2;9
519;0;9
520;1;9
521;2;9
522;2;9
523;3;9
524;1;9
525;3;9
526;2;9
527;2;9
528;1;9
529;4;9
530;2;9
531;2;9
532;2;9
533;0;9
534;3;9
535;1;9
536;1;9
537;1;9
538;3;9
539;2;9
540;3;9
541;0;9
542;0;9
543;1;9
544;3;9
545;0;9
546;0;9
547;1;9
548;3;9
549;0;9
550;1;9
551;2;9
552;2;9
553;0;9
554;3;9
555;3;9
556;2;9
557;1;9
558;1;9
559;2;9
560;0;9
561;0;9
562;2;9
563;2;9
564;3;9
565;1;9
566;4;9
567;0;9
568;0;9
569;2;9
570;3;9
571;0;9
572;5;9
573;2;9
574;1;9
575;1;9
576;0;9
577;3;9
578;0;9
579;3;9
580;3;9
581;0;9
582;1;9
583;0;9
584;2;9
585;4;9
586;1;9
587;1;9
588;2;9
589;1;9
590;2;9
591;0;9
592;2;9
593;2;9
594;2;9
595;1;9
596;0;9
597;2;9
598;0;9
599;3;9
600;1;9
601;1;9
602;1;9
603;1;9
604;0;9
605;1;9
606;2;9
607;2;9
608;0;9
609;3;9
610;3;9
611;0;9
612;1;9
613;2;9
614;1;9
615;1;9
616;0;9
617;1;9
618;1;9
619;1;9
620;2;9
621;2;9
622;2;9
623;1;9
624;2;9
625;0;9
626;0;9
627;0;9
628;2;9
629;1;9
630;3;9
631;1;9
632;2;9
633;2;9
634;4;9
635;1;9
636;1;9
637;2;9
638;2;9
639;2;9
640;3;9
641;2;9
642;0;9
643;1;9
644;3;9
645;2;9
646;0;9
647;1;9
648;3;9
649;2;9
650;3;9
651;1;9
652;1;9
653;0;9
654;1;9
655;1;9
656;1;9
657;0;9
658;0;9
659;1;9
660;1;9
661;1;9
662;2;9
663;1;9
664;1;9
665;0;9
666;4;9
667;0;9
668;1;9
669;1;9
670;2;9
671;0;9
672;2;9
673;1;9
674;0;9
675;1;9
676;4;9
677;4;9
678;3;9
679;2;9
680;1;9
681;1;9
682;1;9
683;1;9
684;2;9
