Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;60;74;91;60;60
1;56;64;79;56;56
2;55;60;72;55;55
3;55;60;71;55;55
4;55;60;71;55;55
5;55;60;71;55;55
6;55;60;71;55;55
7;55;60;71;55;55
8;55;60;71;55;55
9;55;60;71;55;55
10;55;60;71;55;55
11;55;60;71;55;55
12;55;60;71;55;55
13;55;60;71;55;55
14;55;60;71;55;55
15;55;60;71;55;55
16;55;60;71;55;55
17;55;60;71;55;55
18;55;60;71;55;55
19;55;60;71;55;55
20;55;60;71;55;55
21;55;60;71;55;55
22;52;60;71;52;52
23;52;59;70;52;52
24;52;59;70;52;52
25;52;59;70;52;52
26;52;59;70;52;52
27;52;59;70;52;52
28;52;59;70;52;52
29;52;59;70;52;52
30;52;59;70;52;52
31;52;59;70;52;52
32;52;59;70;52;52
33;52;59;70;52;52
34;52;59;70;52;52
35;52;59;70;52;52
36;52;59;70;52;52
37;52;59;70;52;52
38;52;59;70;52;52
39;52;59;70;52;52
40;52;59;70;52;52
41;52;59;70;52;52
42;52;59;70;52;52
43;52;59;70;52;52
44;52;59;70;52;52
45;52;59;70;52;52
46;52;59;70;52;52
47;52;59;70;52;52
48;52;59;70;52;52
49;52;59;70;52;52
50;52;59;70;52;52
51;52;59;70;52;52
52;52;59;70;52;52
53;52;59;70;52;52
54;52;59;70;52;52
55;52;59;70;52;52
56;52;59;70;52;52
57;52;59;70;52;52
58;52;59;70;52;52
59;52;59;70;52;52
60;52;59;70;52;52
61;52;59;70;52;52
62;52;59;70;52;52
63;52;59;70;52;52
64;52;59;70;52;52
65;52;59;70;52;52
66;52;59;70;52;52
67;52;59;70;52;52
68;52;59;70;52;52
69;52;59;70;52;52
70;52;59;70;52;52
71;52;59;70;52;52
72;52;59;70;52;52
73;52;59;70;52;52
74;52;59;70;52;52
75;52;59;70;52;52
76;52;59;70;52;52
77;52;59;70;52;52
78;52;59;70;52;52
79;52;59;70;52;52
80;52;59;70;52;52
81;52;59;70;52;52
82;52;59;70;52;52
83;52;59;70;52;52
84;52;59;70;52;52
85;52;59;70;52;52
86;52;59;70;52;52
87;52;59;70;52;52
88;52;59;70;52;52
89;52;59;70;52;52
90;52;59;70;52;52
91;52;59;70;52;52
92;52;59;70;52;52
93;52;59;70;52;52
94;52;59;70;52;52
95;52;59;70;52;52
96;52;59;70;52;52
97;52;59;70;52;52
98;52;59;70;52;52
99;52;59;70;52;52
