Numer iteracji;Liczba iteracji;Wynik
0;28;44
1;100;54
2;100;54
3;100;47
4;100;49
5;100;46
6;100;54
7;100;49
8;100;53
9;100;49
10;100;55
11;100;53
12;100;53
13;100;47
14;4;44
15;100;55
16;9;44
17;100;47
18;100;47
19;100;53
20;8;44
21;100;55
22;100;54
23;100;47
24;100;46
25;100;47
26;100;47
27;100;59
28;100;53
29;100;58
30;100;57
31;100;49
32;100;52
33;10;44
34;4;44
35;100;47
36;100;47
37;100;58
38;100;47
39;100;52
40;100;47
41;100;47
42;100;49
43;100;49
44;100;52
45;100;53
46;100;52
47;100;49
48;100;51
49;5;44
50;100;49
51;100;52
52;9;44
53;100;54
54;100;54
55;100;47
56;100;47
57;100;47
58;100;49
59;100;47
60;100;47
61;100;55
62;100;51
63;72;44
64;100;59
65;100;47
66;100;54
67;100;55
68;6;44
69;100;47
70;100;52
71;100;49
72;100;47
73;100;47
74;100;52
75;100;47
76;100;51
77;100;49
78;100;47
79;100;54
80;100;49
81;100;47
82;100;49
83;11;44
84;7;44
85;100;52
86;100;55
87;6;44
88;100;47
89;100;47
90;8;44
91;100;54
92;100;47
93;100;52
94;100;55
95;100;49
96;100;47
97;100;49
98;100;47
99;100;53
100;100;55
101;100;53
102;100;47
103;100;47
104;100;51
105;100;47
106;6;44
107;6;44
108;7;44
109;100;47
110;100;56
111;100;47
112;8;44
113;100;55
114;100;57
115;100;54
116;100;49
117;100;56
118;100;47
119;100;47
120;100;47
121;100;54
122;100;56
123;100;47
124;100;52
125;100;47
126;4;44
127;100;52
128;31;44
129;4;44
130;100;49
131;6;44
132;100;55
133;9;44
134;100;53
135;100;54
136;100;47
137;3;44
138;100;57
139;100;54
140;100;58
141;100;55
142;100;47
143;100;47
144;100;47
145;67;44
146;100;47
147;100;58
148;100;46
149;100;46
150;100;47
151;8;44
152;100;47
153;100;52
154;100;49
155;100;47
156;4;44
157;100;54
158;100;52
159;100;47
160;100;47
161;100;47
162;5;44
163;100;47
164;100;47
165;100;47
166;100;47
167;100;51
168;100;54
