parametr prawdopodobienstwa;srednia;wariancja;min;dolny kwartyl;mediana;gorny kwartyl;max;moda;moda procent;procent poprawnych
0.1;5,208;21,379;1;2,000;4,000;7,000;34;1;20,000;100,000
0.2;3,940;11,153;1;1,000;3,000;5,000;22;1;26,667;100,000
0.5;2,605;3,396;1;1,000;2,000;3,000;16;1;33,656;100,000
0.8;2,078;1,662;1;1,000;2,000;3,000;8;1;42,278;100,000
1.0;2,030;1,390;1;1,000;2,000;3,000;8;1;41,019;100,000
1.5;1,862;1,065;1;1,000;2,000;2,000;6;1;46,839;100,000
2.0;1,823;0,826;1;1,000;2,000;2,000;5;1;45,038;100,000
5.0;1,748;0,892;1;1,000;1,000;2,000;6;1;51,541;100,000
8.0;1,762;0,789;1;1,000;2,000;2,000;6;1;48,040;100,000
