Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;9;9;10;9;9
1;9;10;11;9;9
2;9;9;10;9;9
3;9;10;11;10;9
4;9;10;12;11;9
5;10;11;13;10;9
6;9;10;12;12;9
7;10;11;13;10;9
8;9;10;12;11;9
9;10;11;13;10;9
10;9;10;12;11;9
11;10;11;12;12;9
12;11;12;13;11;9
13;10;11;12;12;9
14;11;12;13;11;9
15;10;11;12;10;9
16;9;11;11;9;9
17;9;9;10;9;9
18;9;10;11;10;9
19;9;10;12;11;9
20;10;11;13;12;9
21;11;12;14;11;9
22;10;11;13;12;9
23;11;12;14;11;9
24;10;11;13;12;9
25;11;12;14;13;9
26;12;13;15;14;9
27;13;13;15;13;9
28;12;12;14;12;9
29;11;12;13;11;9
30;10;11;12;10;9
31;9;10;11;11;9
32;10;11;12;10;9
33;9;10;11;10;9
34;9;10;11;10;9
35;9;10;11;11;9
36;9;11;12;9;9
37;9;10;11;10;9
38;9;10;12;9;9
39;9;10;11;11;9
40;9;11;12;10;9
41;9;11;11;11;9
42;9;11;12;12;9
43;10;11;13;11;9
44;9;11;12;9;9
45;9;10;11;9;9
46;9;9;10;9;9
47;9;10;11;9;9
48;9;10;11;9;9
49;9;10;11;10;9
50;9;10;11;11;9
51;10;11;12;10;9
52;9;10;11;9;9
53;9;10;10;9;9
54;9;9;10;9;9
55;9;10;10;9;9
56;9;10;11;10;9
57;9;10;12;11;9
58;10;11;13;12;9
59;11;12;14;13;9
60;12;12;14;12;9
61;11;11;13;11;9
62;10;11;12;10;9
63;9;10;11;9;9
64;9;10;11;9;9
65;9;9;10;10;9
66;9;10;11;9;9
67;9;9;10;9;9
68;9;10;11;10;9
69;9;10;12;9;9
70;9;10;11;9;9
71;9;9;10;10;9
72;9;10;11;10;9
73;9;10;11;10;9
74;9;10;11;11;9
75;10;11;12;10;9
76;9;10;12;9;9
77;9;10;11;9;9
78;9;9;10;9;9
79;9;10;11;10;9
80;9;10;12;9;9
81;9;10;11;10;9
82;9;10;12;9;9
83;9;10;11;10;9
84;9;10;12;9;9
85;9;10;11;9;9
86;9;9;10;10;9
87;9;10;11;10;9
88;9;10;11;9;9
89;9;10;10;10;9
90;9;10;11;10;9
91;9;10;11;10;9
92;9;10;11;11;9
93;10;11;12;10;9
94;9;10;11;9;9
95;9;10;11;10;9
96;9;10;11;10;9
97;9;10;11;9;9
98;9;10;11;9;9
99;9;9;10;10;9
