Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;9;9;10;10;9
1;9;10;11;11;9
2;10;11;12;10;9
3;9;11;11;11;9
4;10;11;12;10;9
5;9;11;11;11;9
6;10;11;12;12;9
7;11;12;13;11;9
8;10;11;12;10;9
9;9;11;11;11;9
10;9;11;12;9;9
11;9;10;11;11;9
12;9;11;12;10;9
13;9;11;11;11;9
14;10;11;12;10;9
15;9;11;11;11;9
16;9;11;12;11;9
17;9;11;12;11;9
18;9;11;12;10;9
19;9;10;11;11;9
20;9;11;12;12;9
21;10;11;13;11;9
22;9;11;12;10;9
23;9;11;11;9;9
24;9;9;10;9;9
25;9;10;10;10;9
26;9;10;11;9;9
27;9;10;10;10;9
28;9;10;11;9;9
29;9;10;10;10;9
30;9;10;11;11;9
31;10;11;12;12;9
32;11;12;13;13;9
33;12;13;14;12;9
34;11;12;13;11;9
35;10;11;12;12;9
36;11;12;13;13;9
37;12;13;14;12;9
38;11;12;13;13;9
39;11;12;14;12;9
40;10;11;13;11;9
41;9;11;12;9;9
42;9;10;11;10;9
43;9;10;11;10;9
44;9;11;11;9;9
45;9;10;10;10;9
46;9;10;11;9;9
47;9;10;10;10;9
48;9;10;11;11;9
49;10;11;12;10;9
50;9;10;11;11;9
51;10;10;12;10;9
52;9;10;11;10;9
53;9;10;11;11;9
54;10;11;12;12;9
55;11;12;13;11;9
56;10;11;12;11;9
57;9;11;12;12;9
58;10;11;12;11;9
59;9;11;12;12;9
60;10;11;12;11;9
61;10;11;12;11;9
62;10;11;12;11;9
63;10;11;12;10;9
64;10;10;11;10;9
65;9;10;11;11;9
66;9;11;12;11;9
67;9;11;12;11;9
68;9;11;12;9;9
69;9;10;11;10;9
70;9;10;12;11;9
71;10;11;13;10;9
72;9;10;12;9;9
73;9;10;11;10;9
74;9;10;12;9;9
75;9;10;11;10;9
76;9;10;12;9;9
77;9;10;11;10;9
78;9;10;12;11;9
79;10;11;13;10;9
80;9;10;12;9;9
81;9;10;11;9;9
82;9;10;10;9;9
83;9;10;11;10;9
84;9;10;12;11;9
85;10;11;13;10;9
86;9;10;12;9;9
87;9;10;11;10;9
88;9;10;12;9;9
89;9;10;11;9;9
90;9;10;10;10;9
91;9;10;11;11;9
92;10;11;12;12;9
93;11;12;13;11;9
94;10;11;12;10;9
95;9;11;11;11;9
96;9;11;12;12;9
97;10;11;13;10;9
98;9;10;12;10;9
99;9;10;11;9;9
