Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;9;10;11;9;9
1;9;10;11;9;9
2;9;10;10;9;9
3;9;10;11;10;9
4;9;10;11;9;9
5;9;10;11;9;9
6;9;9;10;9;9
7;9;10;11;9;9
8;9;10;10;10;9
9;9;11;11;11;9
10;9;11;12;10;9
11;9;11;11;11;9
12;9;11;12;9;9
13;9;10;11;9;9
14;9;9;10;9;9
15;9;10;11;10;9
16;9;10;12;12;9
17;10;11;13;13;9
18;11;12;14;12;9
19;10;11;13;13;9
20;11;12;14;12;9
21;10;12;13;11;9
22;9;11;12;12;9
23;10;12;13;10;9
24;9;10;12;11;9
25;10;11;13;12;9
26;11;12;14;11;9
27;10;11;13;13;9
28;11;12;14;12;9
29;10;11;13;13;9
30;11;12;14;11;9
31;10;11;13;12;9
32;11;12;14;11;9
33;10;11;13;12;9
34;11;12;14;13;9
35;12;13;15;15;9
36;13;14;16;14;9
37;12;13;15;15;9
38;13;14;16;14;9
39;13;13;15;13;9
40;12;13;14;13;9
41;12;12;14;13;9
42;12;13;14;14;9
43;13;13;15;15;9
44;13;14;16;14;9
45;12;13;15;15;9
46;13;14;16;14;9
47;12;13;15;12;9
48;11;12;14;11;9
49;10;11;13;12;9
50;11;12;13;11;9
51;10;11;12;10;9
52;9;10;11;9;9
53;9;10;10;10;9
54;9;10;11;11;9
55;10;11;12;11;9
56;10;11;12;10;9
57;9;10;11;10;9
58;9;10;11;11;9
59;9;11;12;9;9
60;9;10;11;10;9
61;9;10;12;11;9
62;10;11;12;10;9
63;9;10;12;9;9
64;9;10;11;9;9
65;9;9;10;10;9
66;9;10;11;9;9
67;9;9;10;9;9
68;9;10;11;9;9
69;9;10;10;9;9
70;9;10;11;9;9
71;9;9;10;9;9
72;9;10;11;10;9
73;9;10;11;9;9
74;9;9;10;9;9
75;9;10;11;9;9
76;9;9;10;9;9
77;9;9;10;10;9
78;9;10;11;11;9
79;10;11;12;10;9
80;9;10;11;11;9
81;10;11;12;12;9
82;11;12;13;11;9
83;10;11;12;10;9
84;9;10;11;10;9
85;9;10;11;11;9
86;10;11;12;12;9
87;11;12;13;11;9
88;10;11;12;10;9
89;9;10;11;10;9
90;9;10;11;10;9
91;9;10;11;9;9
92;9;10;10;10;9
93;9;10;11;9;9
94;9;10;10;10;9
95;9;10;11;11;9
96;10;11;12;10;9
97;9;10;11;11;9
98;10;11;12;10;9
99;9;10;11;11;9
