Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;9;10;11;11;10
1;10;11;12;12;10
2;11;12;13;11;10
3;10;11;12;10;10
4;9;10;11;9;9
5;9;10;10;10;9
6;9;10;11;9;9
7;9;10;10;10;9
8;9;10;11;11;9
9;10;11;12;12;9
10;11;12;13;11;9
11;10;11;12;12;9
12;11;12;13;13;9
13;12;12;14;12;9
14;11;12;13;11;9
15;10;11;12;10;9
16;9;10;12;9;9
17;9;10;11;9;9
18;9;10;10;10;9
19;9;10;11;9;9
20;9;10;11;9;9
21;9;9;10;9;9
22;9;10;11;9;9
23;9;9;10;10;9
24;9;10;11;9;9
25;9;9;10;9;9
26;9;10;11;10;9
27;9;10;12;11;9
28;10;11;13;11;9
29;10;11;12;11;9
30;10;11;12;10;9
31;9;10;11;10;9
32;9;10;11;10;9
33;9;10;11;10;9
34;9;10;11;11;9
35;10;11;12;12;9
36;11;12;13;11;9
37;10;11;12;10;9
38;9;10;11;10;9
39;9;10;11;9;9
40;9;10;10;9;9
41;9;10;11;9;9
42;9;9;10;9;9
43;9;10;11;9;9
44;9;10;10;9;9
45;9;10;11;9;9
46;9;9;10;10;9
47;9;10;11;11;9
48;10;11;12;10;9
49;9;10;11;11;9
50;10;11;12;10;9
51;9;10;11;11;9
52;10;11;12;10;9
53;9;11;11;9;9
54;9;9;10;10;9
55;9;11;11;11;9
56;10;11;12;10;9
57;9;11;11;9;9
58;9;9;10;10;9
59;9;10;11;9;9
60;9;9;10;9;9
61;9;10;11;9;9
62;9;10;10;9;9
63;9;10;11;9;9
64;9;10;10;9;9
65;9;10;11;9;9
66;9;10;10;9;9
67;9;10;11;11;9
68;9;11;12;9;9
69;9;10;11;10;9
70;9;10;11;10;9
71;10;10;11;10;9
72;9;10;11;9;9
73;9;10;11;10;9
74;9;10;12;9;9
75;9;10;11;9;9
76;9;9;10;10;9
77;9;10;11;9;9
78;9;10;11;10;9
79;9;10;12;11;9
80;10;11;12;10;9
81;9;10;11;11;9
82;10;11;12;12;9
83;11;12;13;11;9
84;10;11;12;10;9
85;9;10;11;9;9
86;9;10;10;9;9
87;9;10;11;9;9
88;9;10;10;9;9
89;9;10;11;10;9
90;9;10;12;9;9
91;9;10;11;10;9
92;9;10;11;9;9
93;9;10;10;10;9
94;9;10;11;11;9
95;10;11;12;10;9
96;9;10;12;11;9
97;10;11;13;12;9
98;11;12;14;11;9
99;10;11;13;10;9
