Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;10;11;12;10;10
1;9;10;11;9;9
2;9;9;10;9;9
3;9;10;11;11;9
4;9;11;12;12;9
5;10;11;13;10;9
6;9;10;12;9;9
7;9;10;11;9;9
8;9;9;10;9;9
9;9;10;11;9;9
10;9;9;10;9;9
11;9;10;11;9;9
12;9;10;11;9;9
13;9;10;12;10;9
14;9;10;12;10;9
15;9;10;12;10;9
16;9;10;13;9;9
17;9;10;12;9;9
18;9;10;11;10;9
19;9;10;11;11;9
20;10;11;12;12;9
21;11;12;13;11;9
22;10;11;12;12;9
23;11;12;13;11;9
24;10;11;12;12;9
25;11;12;13;13;9
26;12;12;14;12;9
27;11;12;13;11;9
28;10;11;12;10;9
29;9;10;11;10;9
30;9;10;11;9;9
31;9;10;11;9;9
32;9;9;10;9;9
33;9;10;10;10;9
34;9;10;11;11;9
35;9;11;12;12;9
36;10;11;13;11;9
37;9;11;12;12;9
38;10;11;13;13;9
39;11;12;14;14;9
40;12;13;15;13;9
41;11;12;14;12;9
42;10;11;13;11;9
43;9;11;12;11;9
44;9;11;12;11;9
45;9;11;12;10;9
46;9;10;11;10;9
47;9;10;11;9;9
48;9;9;10;10;9
49;9;10;11;10;9
50;9;10;11;9;9
51;9;10;10;9;9
52;9;9;10;10;9
53;9;10;11;9;9
54;9;9;10;9;9
55;9;10;11;9;9
56;9;9;10;9;9
57;9;10;11;9;9
58;9;9;10;10;9
59;9;10;11;9;9
60;9;10;10;10;9
61;9;10;11;10;9
62;9;10;11;9;9
63;9;10;11;9;9
64;9;10;10;10;9
65;9;10;11;11;9
66;10;11;12;12;9
67;11;12;13;11;9
68;10;11;12;10;9
69;9;11;11;11;9
70;9;11;12;10;9
71;9;11;11;11;9
72;10;11;12;10;9
73;9;11;11;11;9
74;9;11;12;12;9
75;10;11;13;13;9
76;11;12;14;11;9
77;10;11;13;10;9
78;9;10;12;11;9
79;10;11;13;10;9
80;9;10;12;12;9
81;10;11;13;10;9
82;9;10;12;11;9
83;10;11;12;12;9
84;11;12;13;11;9
85;10;11;12;10;9
86;9;10;11;11;9
87;10;11;12;12;9
88;11;12;13;11;9
89;10;11;12;10;9
90;9;11;11;10;9
91;9;10;11;10;9
92;9;10;11;9;9
93;9;10;10;10;9
94;9;10;11;10;9
95;9;10;12;9;9
96;9;10;11;10;9
97;9;10;12;11;9
98;10;11;13;12;9
99;11;12;13;11;9
