Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;9;10;11;9;9
1;9;9;10;10;9
2;9;10;11;9;9
3;9;9;10;10;9
4;9;10;11;11;9
5;10;11;12;10;9
6;9;10;11;9;9
7;9;10;10;10;9
8;9;10;11;9;9
9;9;10;11;9;9
10;9;9;10;10;9
11;9;11;11;11;9
12;10;11;12;10;9
13;9;10;11;9;9
14;9;9;10;10;9
15;9;10;11;9;9
16;9;9;10;10;9
17;9;10;11;11;9
18;10;11;12;10;9
19;9;10;11;9;9
20;9;9;10;10;9
21;9;10;11;11;9
22;10;11;12;10;9
23;9;10;11;11;9
24;10;11;12;12;9
25;11;12;13;11;9
26;10;11;12;12;9
27;11;12;13;11;9
28;10;11;12;12;9
29;11;12;13;13;9
30;12;12;14;12;9
31;11;12;13;11;9
32;10;11;12;12;9
33;11;12;13;11;9
34;10;11;12;12;9
35;11;12;13;11;9
36;10;11;12;12;9
37;11;12;13;11;9
38;10;11;12;10;9
39;9;10;11;9;9
40;9;10;10;9;9
41;9;9;10;10;9
42;9;10;11;9;9
43;9;9;10;9;9
44;9;10;11;10;9
45;9;10;12;9;9
46;9;10;11;11;9
47;9;11;12;9;9
48;9;10;11;9;9
49;9;10;10;10;9
50;9;10;11;11;9
51;10;11;12;10;9
52;9;10;11;9;9
53;9;9;10;9;9
54;9;10;11;10;9
55;9;10;12;9;9
56;9;10;11;9;9
57;9;9;10;9;9
58;9;10;11;9;9
59;9;9;10;9;9
60;9;10;11;9;9
61;9;9;10;9;9
62;9;10;10;10;9
63;9;10;11;10;9
64;9;11;11;11;9
65;9;11;12;12;9
66;10;11;13;13;9
67;11;12;14;12;9
68;10;11;13;13;9
69;11;12;14;12;9
70;10;11;13;11;9
71;9;11;12;12;9
72;10;11;13;11;9
73;9;11;12;9;9
74;9;10;11;10;9
75;9;10;12;11;9
76;10;11;12;10;9
77;9;10;11;10;9
78;9;10;11;11;9
79;9;11;12;9;9
80;9;10;11;9;9
81;9;10;10;10;9
82;9;10;11;10;9
83;9;10;11;11;9
84;10;11;12;10;9
85;9;10;11;9;9
86;9;10;10;10;9
87;9;10;11;9;9
88;9;10;10;10;9
89;9;10;11;11;9
90;10;11;12;10;9
91;9;10;11;9;9
92;9;10;10;9;9
93;9;10;11;9;9
94;9;10;11;9;9
95;9;10;11;10;9
96;9;10;11;10;9
97;9;10;11;11;9
98;10;11;12;12;9
99;11;12;13;13;9
