Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;9;10;10;9;9
1;9;10;10;10;9
2;9;11;11;9;9
3;9;10;10;10;9
4;9;10;11;10;9
5;9;10;11;10;9
6;9;10;11;11;9
7;10;11;12;12;9
8;11;12;13;11;9
9;10;11;12;12;9
10;11;12;13;11;9
11;10;11;12;12;9
12;11;12;13;11;9
13;10;11;12;11;9
14;9;11;12;11;9
15;10;11;12;10;9
16;9;11;11;11;9
17;10;11;12;12;9
18;11;12;13;11;9
19;10;11;12;10;9
20;9;11;11;11;9
21;10;11;12;12;9
22;11;12;13;11;9
23;10;11;12;10;9
24;9;11;11;9;9
25;9;10;10;10;9
26;9;10;11;11;9
27;10;11;12;12;9
28;11;12;13;11;9
29;10;11;12;12;9
30;11;12;13;11;9
31;10;11;12;10;9
32;9;10;11;9;9
33;9;10;10;10;9
34;9;11;11;9;9
35;9;10;10;10;9
36;9;10;11;9;9
37;9;10;10;10;9
38;9;10;11;9;9
39;9;10;10;9;9
40;9;9;10;9;9
41;9;10;11;9;9
42;9;9;10;9;9
43;9;9;10;10;9
44;9;10;11;11;9
45;10;11;12;10;9
46;9;10;11;9;9
47;9;10;11;10;9
48;9;10;12;9;9
49;9;10;11;9;9
50;9;10;11;10;9
51;9;10;11;11;9
52;10;11;12;10;9
53;9;10;11;10;9
54;9;10;11;11;9
55;10;11;12;10;9
56;9;10;11;11;9
57;10;11;12;10;9
58;9;10;11;10;9
59;9;10;11;9;9
60;9;9;10;10;9
61;9;10;11;11;9
62;10;11;12;12;9
63;11;12;13;11;9
64;10;11;12;10;9
65;9;10;11;10;9
66;9;10;11;10;9
67;9;10;11;10;9
68;9;10;11;9;9
69;9;10;10;9;9
70;9;10;10;10;9
71;9;10;11;9;9
72;9;10;10;9;9
73;9;10;10;9;9
74;9;10;10;9;9
75;9;10;10;10;9
76;9;10;11;10;9
77;9;10;11;9;9
78;9;10;10;9;9
79;9;10;11;9;9
80;9;9;10;10;9
81;9;10;11;9;9
82;9;10;10;9;9
83;9;10;11;10;9
84;9;10;11;11;9
85;10;11;12;10;9
86;9;10;12;9;9
87;9;10;11;10;9
88;9;10;12;9;9
89;9;10;11;10;9
90;9;10;12;11;9
91;10;11;13;10;9
92;9;10;12;9;9
93;9;10;11;10;9
94;9;10;12;11;9
95;10;10;12;12;9
96;11;11;13;11;9
97;10;10;12;10;9
98;9;10;12;9;9
99;9;10;11;10;9
