Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;9;10;10;10;9
1;9;10;11;9;9
2;9;10;10;10;9
3;9;10;11;10;9
4;9;10;11;10;9
5;9;10;11;10;9
6;9;10;11;9;9
7;9;9;10;10;9
8;9;11;11;9;9
9;9;9;10;10;9
10;9;10;11;11;9
11;10;11;12;10;9
12;9;11;11;9;9
13;9;10;10;10;9
14;9;10;11;11;9
15;10;11;12;10;9
16;9;10;11;11;9
17;10;11;12;10;9
18;9;11;11;11;9
19;10;11;12;10;9
20;9;11;11;11;9
21;9;11;12;9;9
22;9;10;11;10;9
23;9;10;11;10;9
24;9;10;11;11;9
25;10;11;12;12;9
26;11;12;13;11;9
27;10;11;13;10;9
28;9;10;12;9;9
29;9;10;11;10;9
30;9;10;11;11;9
31;10;11;12;10;9
32;9;11;11;11;9
33;10;11;12;12;9
34;11;12;13;11;9
35;10;11;12;10;9
36;9;11;11;9;9
37;9;10;10;9;9
38;9;9;10;9;9
39;9;9;10;10;9
40;9;11;11;11;9
41;10;11;12;12;9
42;11;12;13;11;9
43;10;11;12;12;9
44;11;12;13;11;9
45;10;11;12;12;9
46;11;12;13;13;9
47;12;12;14;12;9
48;11;12;13;11;9
49;10;11;13;12;9
50;11;12;13;11;9
51;10;11;12;12;9
52;11;12;13;11;9
53;10;11;12;12;9
54;11;12;13;11;9
55;10;11;12;10;9
56;9;10;11;9;9
57;9;10;10;10;9
58;9;10;11;10;9
59;9;10;11;9;9
60;9;10;10;9;9
61;9;10;11;9;9
62;9;10;10;9;9
63;9;10;11;9;9
64;9;10;10;9;9
65;9;10;11;9;9
66;9;10;10;9;9
67;9;10;11;10;9
68;9;10;12;11;9
69;10;11;13;10;9
70;9;10;12;9;9
71;9;10;11;10;9
72;9;10;11;10;9
73;9;10;11;11;9
74;10;11;12;12;9
75;11;12;13;11;9
76;10;11;12;12;9
77;11;12;13;13;9
78;12;12;14;12;9
79;11;12;13;13;9
80;12;12;14;12;9
81;11;12;13;11;9
82;10;11;12;12;9
83;11;12;13;11;9
84;10;11;12;12;9
85;11;12;13;11;9
86;10;11;12;10;9
87;9;11;11;11;9
88;10;11;12;10;9
89;9;11;11;9;9
90;9;10;10;10;9
91;9;10;11;11;9
92;10;11;12;12;9
93;11;12;13;12;9
94;11;11;13;11;9
95;10;11;12;11;9
96;10;11;12;10;9
97;9;10;11;9;9
98;9;10;10;10;9
99;9;10;11;9;9
