Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;9;10;11;10;9
1;9;10;12;9;9
2;9;10;11;10;9
3;9;10;12;11;9
4;10;11;13;10;9
5;9;10;12;9;9
6;9;10;11;10;9
7;9;10;12;11;9
8;10;11;13;12;9
9;11;12;13;11;9
10;10;11;12;12;9
11;11;12;13;12;9
12;11;12;13;11;9
13;10;11;12;12;9
14;11;12;13;11;9
15;10;11;12;12;9
16;11;12;13;11;9
17;10;11;12;10;9
18;9;10;11;9;9
19;9;10;10;9;9
20;9;9;10;10;9
21;9;10;11;9;9
22;9;9;10;10;9
23;9;10;11;9;9
24;9;9;10;9;9
25;9;10;10;9;9
26;9;10;11;10;9
27;9;10;12;10;9
28;9;10;11;9;9
29;9;10;10;9;9
30;9;10;11;10;9
31;9;10;12;9;9
32;9;10;11;9;9
33;9;9;10;10;9
34;9;10;11;9;9
35;9;10;10;10;9
36;9;10;11;9;9
37;9;10;10;10;9
38;9;10;11;9;9
39;9;10;11;9;9
40;9;9;10;10;9
41;9;10;11;11;9
42;10;11;12;12;9
43;11;12;13;13;9
44;12;12;14;14;9
45;13;13;15;13;9
46;12;12;14;14;9
47;13;13;15;13;9
48;12;12;14;12;9
49;11;12;13;11;9
50;10;11;13;10;9
51;9;10;12;11;9
52;10;11;12;12;9
53;11;12;13;13;9
54;12;12;14;14;9
55;13;13;15;13;9
56;12;12;14;12;9
57;11;12;13;11;9
58;10;11;12;12;9
59;11;12;13;13;9
60;12;12;14;12;9
61;11;12;13;11;9
62;10;11;12;12;9
63;11;12;13;11;9
64;10;11;12;12;9
65;11;12;13;11;9
66;10;11;12;10;9
67;9;10;11;9;9
68;9;9;10;10;9
69;9;10;11;9;9
70;9;9;10;9;9
71;9;10;11;10;9
72;9;10;12;11;9
73;10;11;13;10;9
74;9;10;12;11;9
75;10;11;13;10;9
76;9;10;12;9;9
77;9;10;11;10;9
78;9;10;11;11;9
79;10;11;12;12;9
80;11;12;13;12;9
81;11;12;13;12;9
82;11;12;13;12;9
83;11;12;13;11;9
84;10;11;12;10;9
85;9;10;11;9;9
86;9;10;10;9;9
87;9;10;10;10;9
88;9;10;11;9;9
89;9;10;10;10;9
90;9;10;11;10;9
91;9;10;11;11;9
92;10;11;11;11;9
93;10;11;12;12;9
94;11;12;13;11;9
95;10;11;12;10;9
96;9;10;11;9;9
97;9;10;11;9;9
98;9;9;10;9;9
99;9;10;11;10;9
