Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;12;12;14;12;12
1;11;12;14;11;11
2;10;11;13;10;10
3;9;10;12;12;10
4;10;11;13;13;10
5;11;12;14;13;10
6;10;12;14;12;10
7;10;11;13;11;10
8;9;11;12;10;10
9;9;10;11;9;9
10;9;10;12;9;9
11;9;10;10;9;9
12;9;9;10;9;9
13;9;10;11;10;9
14;9;10;11;11;9
15;10;11;12;12;9
16;11;12;13;11;9
17;10;11;12;10;9
18;9;10;12;9;9
19;9;10;11;10;9
20;9;10;12;11;9
21;10;11;12;11;9
22;10;11;12;10;9
23;9;10;11;9;9
24;9;10;10;9;9
25;9;9;10;10;9
26;9;10;11;9;9
27;9;9;10;10;9
28;9;11;11;9;9
29;9;10;10;10;9
30;9;10;11;9;9
31;9;10;10;10;9
32;9;10;11;9;9
33;9;10;10;10;9
34;9;11;11;11;9
35;10;11;12;10;9
36;9;10;11;9;9
37;9;10;10;10;9
38;9;10;11;9;9
39;9;10;10;10;9
40;9;10;11;11;9
41;10;11;12;12;9
42;10;12;13;10;9
43;9;10;12;9;9
44;9;10;11;9;9
45;9;9;10;9;9
46;9;10;11;10;9
47;9;10;12;9;9
48;9;10;11;9;9
49;9;9;10;10;9
50;9;10;11;9;9
51;9;10;10;10;9
52;9;10;11;9;9
53;9;9;10;9;9
54;9;10;10;9;9
55;9;10;10;10;9
56;9;10;11;10;9
57;9;10;11;9;9
58;9;9;10;9;9
59;9;10;10;9;9
60;9;9;10;9;9
61;9;10;10;10;9
62;9;10;11;9;9
63;9;10;11;9;9
64;9;9;10;10;9
65;9;10;11;9;9
66;9;10;11;10;9
67;9;10;12;11;9
68;10;11;13;10;9
69;9;10;12;9;9
70;9;10;11;9;9
71;9;9;10;9;9
72;9;10;11;9;9
73;9;10;11;11;9
74;9;11;12;10;9
75;10;10;11;10;9
76;9;10;11;9;9
77;9;10;10;10;9
78;9;11;11;11;9
79;10;11;12;10;9
80;9;11;11;9;9
81;9;10;10;9;9
82;9;10;11;9;9
83;9;9;10;9;9
84;9;10;10;9;9
85;9;9;10;9;9
86;9;9;10;10;9
87;9;10;11;9;9
88;9;10;10;10;9
89;9;11;11;9;9
90;9;9;10;10;9
91;9;10;11;9;9
92;9;9;10;9;9
93;9;9;10;9;9
94;9;10;11;9;9
95;9;10;10;10;9
96;9;10;11;9;9
97;9;10;11;9;9
98;9;10;10;9;9
99;9;9;10;9;9
