Numer iteracji;Liczba iteracji;Wynik
0;1;9
1;1;9
2;9;9
3;3;9
4;1;9
5;1;9
6;4;9
7;1;9
8;6;9
9;2;9
10;1;9
11;10;9
12;6;9
13;7;9
14;0;9
15;2;9
16;9;9
17;5;9
18;2;9
19;11;9
20;4;9
21;0;9
22;1;9
23;4;9
24;1;9
25;3;9
26;0;9
27;1;9
28;2;9
29;0;9
30;2;9
31;1;9
32;0;9
33;2;9
34;0;9
35;0;9
36;1;9
37;2;9
38;12;9
39;0;9
40;1;9
41;1;9
42;2;9
43;0;9
44;4;9
45;0;9
46;1;9
47;9;9
48;3;9
49;1;9
50;1;9
51;1;9
52;2;9
53;0;9
54;7;9
55;2;9
56;2;9
57;1;9
58;8;9
59;5;9
60;2;9
61;0;9
62;6;9
63;1;9
64;1;9
65;0;9
66;1;9
67;5;9
68;13;9
69;1;9
70;5;9
71;1;9
72;3;9
73;1;9
74;2;9
75;2;9
76;0;9
77;1;9
78;0;9
79;0;9
80;1;9
81;0;9
82;3;9
83;0;9
84;1;9
85;5;9
86;2;9
87;1;9
88;1;9
89;5;9
90;8;9
91;5;9
92;3;9
93;0;9
94;20;9
95;12;9
96;0;9
97;9;9
98;13;9
99;3;9
100;1;9
101;1;9
102;1;9
103;1;9
104;0;9
105;5;9
106;1;9
107;1;9
108;3;9
109;2;9
110;0;9
111;6;9
112;4;9
113;1;9
114;2;9
115;0;9
116;1;9
117;4;9
118;3;9
119;1;9
120;5;9
121;0;9
122;18;9
123;2;9
124;4;9
125;10;9
126;0;9
127;8;9
128;0;9
129;5;9
130;4;9
131;0;9
132;1;9
133;18;9
134;1;9
135;10;9
136;3;9
137;15;9
138;4;9
139;0;9
140;5;9
141;0;9
142;2;9
143;5;9
144;2;9
145;0;9
146;5;9
147;3;9
148;0;9
149;0;9
150;1;9
151;0;9
152;1;9
153;0;9
154;3;9
155;5;9
156;2;9
157;5;9
158;2;9
159;3;9
160;1;9
161;6;9
162;7;9
163;0;9
164;3;9
165;4;9
166;3;9
167;0;9
168;0;9
169;5;9
170;0;9
171;1;9
172;2;9
173;4;9
174;0;9
175;0;9
176;1;9
177;2;9
178;0;9
179;1;9
180;3;9
181;5;9
182;0;9
183;0;9
184;3;9
185;0;9
186;0;9
187;1;9
188;1;9
189;3;9
190;0;9
191;3;9
192;10;9
193;2;9
194;1;9
195;12;9
196;1;9
197;4;9
198;0;9
199;1;9
200;0;9
201;6;9
202;2;9
203;1;9
204;3;9
205;4;9
206;0;9
207;3;9
208;11;9
209;3;9
210;2;9
211;1;9
212;1;9
213;2;9
214;0;9
215;1;9
216;4;9
217;0;9
218;0;9
219;2;9
220;2;9
221;0;9
222;3;9
223;9;9
224;4;9
225;0;9
226;6;9
227;2;9
228;1;9
229;5;9
230;0;9
231;2;9
232;5;9
233;6;9
234;0;9
235;3;9
236;1;9
237;1;9
238;4;9
239;1;9
240;2;9
241;2;9
