Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;9;11;12;10;10
1;9;10;11;9;9
2;9;10;10;10;9
3;9;11;11;10;9
4;9;10;11;9;9
5;9;10;10;9;9
6;9;10;11;9;9
7;9;9;10;9;9
8;9;10;10;9;9
9;9;10;11;11;9
10;9;11;12;10;9
11;9;11;11;11;9
12;10;11;12;12;9
13;11;12;13;11;9
14;10;11;12;10;9
15;9;10;11;9;9
16;9;10;10;10;9
17;9;10;11;9;9
18;9;10;10;10;9
19;9;10;11;11;9
20;10;11;12;10;9
21;9;10;11;9;9
22;9;10;11;11;9
23;9;11;12;11;9
24;10;11;12;10;9
25;9;10;11;9;9
26;9;10;10;9;9
27;9;9;10;9;9
28;9;10;11;9;9
29;9;10;10;9;9
30;9;9;10;9;9
31;9;10;11;10;9
32;9;10;11;11;9
33;10;11;12;10;9
34;9;10;11;11;9
35;10;11;12;10;9
36;9;10;12;11;9
37;10;11;13;11;9
38;10;11;12;10;9
39;9;10;11;9;9
40;9;10;10;9;9
41;9;10;11;10;9
42;9;10;12;9;9
43;9;10;11;9;9
44;9;9;10;9;9
45;9;9;10;9;9
46;9;9;10;10;9
47;9;11;11;11;9
48;10;11;12;12;9
49;11;12;13;11;9
50;10;11;12;10;9
51;9;10;12;11;9
52;10;11;13;10;9
53;9;10;12;9;9
54;9;10;11;9;9
55;9;9;10;9;9
56;9;10;11;10;9
57;9;10;12;9;9
58;9;10;11;9;9
59;9;10;10;9;9
60;9;10;11;9;9
61;9;10;10;10;9
62;9;10;11;11;9
63;10;11;12;10;9
64;9;10;11;9;9
65;9;10;10;9;9
66;9;10;11;10;9
67;9;10;12;11;9
68;10;11;12;10;9
69;9;10;11;11;9
70;10;11;12;10;9
71;9;10;11;9;9
72;9;10;11;9;9
73;9;9;10;10;9
74;9;10;11;11;9
75;10;11;12;12;9
76;11;12;13;11;9
77;10;11;12;10;9
78;9;10;12;9;9
79;9;10;11;10;9
80;9;10;11;9;9
81;9;10;10;10;9
82;9;10;11;11;9
83;10;11;12;10;9
84;9;10;11;11;9
85;10;11;12;10;9
86;9;10;11;11;9
87;10;11;12;10;9
88;9;10;11;9;9
89;9;10;10;9;9
90;9;10;11;10;9
91;9;10;12;9;9
92;9;10;11;9;9
93;9;9;10;9;9
94;9;10;10;9;9
95;9;9;10;9;9
96;9;10;11;11;9
97;9;11;12;9;9
98;9;10;11;11;9
99;9;11;12;10;9
