Numer iteracji;Najlepszy;Sredni;Najgorszy
0;9;12;14
1;9;12;14
2;9;11;13
3;9;11;13
4;9;11;12
5;9;10;11
6;9;10;11
7;9;10;11
8;9;10;11
9;9;10;11
10;9;10;11
11;9;10;11
12;9;10;11
13;9;10;11
14;9;10;11
15;9;10;11
16;9;11;12
17;9;11;12
18;9;11;12
19;9;10;11
20;9;10;10
21;9;10;11
22;9;10;11
23;9;10;11
24;9;10;11
25;9;11;12
26;9;10;11
27;9;10;11
28;9;10;11
29;9;10;11
30;9;10;11
31;9;10;11
32;9;10;11
33;9;10;11
34;9;10;11
35;9;10;11
36;9;11;12
37;9;10;11
38;9;11;12
39;9;10;11
40;9;10;11
41;9;10;11
42;9;10;11
43;9;10;11
44;9;11;12
45;9;11;12
46;9;10;11
47;9;10;11
48;9;10;11
49;9;11;12
50;9;10;11
51;9;11;12
52;9;10;11
53;9;10;11
54;9;11;12
55;9;10;11
56;9;10;11
57;9;10;11
58;9;10;11
59;9;10;11
60;9;10;11
61;9;10;11
62;9;10;11
63;9;10;11
64;9;10;11
65;9;10;11
66;9;10;11
67;9;10;11
68;9;10;11
69;9;10;11
70;9;10;11
71;9;10;11
72;9;11;12
73;9;10;11
74;9;11;12
75;9;11;12
76;9;10;11
77;9;10;11
78;9;11;12
79;9;10;11
80;9;10;11
81;9;11;12
82;9;10;11
83;9;10;11
84;9;10;11
85;9;10;11
86;9;10;11
87;9;10;11
88;9;11;12
89;9;10;11
90;9;10;11
91;9;10;11
92;9;10;11
93;9;10;11
94;9;11;12
95;9;10;11
96;9;11;12
97;9;10;11
98;9;10;11
99;9;10;11
100;9;10;11
