Numer iteracji;Liczba iteracji;Wynik
0;2;9
1;1;9
2;1;9
3;0;9
4;2;9
5;2;9
6;2;9
7;3;9
8;1;9
9;0;9
10;1;9
11;3;9
12;1;9
13;2;9
14;1;9
15;0;9
16;2;9
17;2;9
18;0;9
19;2;9
20;2;9
21;3;9
22;3;9
23;1;9
24;3;9
25;0;9
26;3;9
27;2;9
28;2;9
29;1;9
30;2;9
31;0;9
32;2;9
33;2;9
34;0;9
35;1;9
36;3;9
37;1;9
38;1;9
39;0;9
40;3;9
41;1;9
42;1;9
43;2;9
44;3;9
45;1;9
46;1;9
47;1;9
48;0;9
49;2;9
50;6;9
51;2;9
52;1;9
53;3;9
54;0;9
55;1;9
56;1;9
57;1;9
58;1;9
59;2;9
60;3;9
61;2;9
62;0;9
63;0;9
64;1;9
65;0;9
66;0;9
67;1;9
68;1;9
69;1;9
70;2;9
71;2;9
72;1;9
73;4;9
74;0;9
75;1;9
76;2;9
77;2;9
78;1;9
79;1;9
80;1;9
81;2;9
82;4;9
83;1;9
84;0;9
85;0;9
86;2;9
87;2;9
88;2;9
89;1;9
90;4;9
91;2;9
92;7;9
93;2;9
94;1;9
95;2;9
96;2;9
97;0;9
98;1;9
99;2;9
100;2;9
101;2;9
102;1;9
103;0;9
104;1;9
105;0;9
106;3;9
107;1;9
108;1;9
109;3;9
110;4;9
111;1;9
112;2;9
113;0;9
114;0;9
115;3;9
116;1;9
117;2;9
118;2;9
119;0;9
120;1;9
121;1;9
122;1;9
123;2;9
124;0;9
125;0;9
126;0;9
127;1;9
128;2;9
129;1;9
130;2;9
131;1;9
132;3;9
133;2;9
134;2;9
135;2;9
136;0;9
137;1;9
138;2;9
139;5;9
140;1;9
141;1;9
142;1;9
143;2;9
144;1;9
145;1;9
146;0;9
147;0;9
148;2;9
149;3;9
150;4;9
151;2;9
152;0;9
153;0;9
154;3;9
155;1;9
156;3;9
157;3;9
158;2;9
159;1;9
160;1;9
161;1;9
162;1;9
163;4;9
164;1;9
165;1;9
166;1;9
167;0;9
168;1;9
169;3;9
170;2;9
171;2;9
172;3;9
173;0;9
174;0;9
175;2;9
176;2;9
177;0;9
178;3;9
179;0;9
180;1;9
181;1;9
182;4;9
183;3;9
184;0;9
185;1;9
186;3;9
187;0;9
188;1;9
189;1;9
190;2;9
191;0;9
192;1;9
193;0;9
194;1;9
195;2;9
196;0;9
197;3;9
198;2;9
199;2;9
200;1;9
201;1;9
202;1;9
203;1;9
204;1;9
205;4;9
206;0;9
207;3;9
208;1;9
209;1;9
210;6;9
211;1;9
212;2;9
213;2;9
214;1;9
215;1;9
216;2;9
217;5;9
218;1;9
219;4;9
220;3;9
221;1;9
222;1;9
223;1;9
224;1;9
225;5;9
226;2;9
227;2;9
228;1;9
229;6;9
230;0;9
231;0;9
232;0;9
233;0;9
234;4;9
235;0;9
236;0;9
237;2;9
238;5;9
239;1;9
240;1;9
241;3;9
242;4;9
243;0;9
244;2;9
245;0;9
246;3;9
247;3;9
248;1;9
249;3;9
250;2;9
251;2;9
252;3;9
253;1;9
254;2;9
255;8;9
256;1;9
257;2;9
258;1;9
259;2;9
260;3;9
261;1;9
262;0;9
263;3;9
264;2;9
265;2;9
266;5;9
267;2;9
268;2;9
269;2;9
270;3;9
271;0;9
272;2;9
273;2;9
274;2;9
275;2;9
276;2;9
277;1;9
278;3;9
279;3;9
280;4;9
281;4;9
282;1;9
283;1;9
284;1;9
285;2;9
286;1;9
287;2;9
288;2;9
289;0;9
290;4;9
291;4;9
292;3;9
293;2;9
294;5;9
295;1;9
296;5;9
297;2;9
298;1;9
299;3;9
300;2;9
301;1;9
302;2;9
303;1;9
304;5;9
305;4;9
306;2;9
307;2;9
308;1;9
309;2;9
310;1;9
311;2;9
312;4;9
313;0;9
314;2;9
315;2;9
316;1;9
317;5;9
318;0;9
319;2;9
320;2;9
321;1;9
322;4;9
323;0;9
324;1;9
325;4;9
326;1;9
327;1;9
328;1;9
329;2;9
330;2;9
331;1;9
332;1;9
333;0;9
334;0;9
335;3;9
336;1;9
337;0;9
338;1;9
339;1;9
340;0;9
341;1;9
342;2;9
343;4;9
344;2;9
345;2;9
346;4;9
347;5;9
348;0;9
349;2;9
350;2;9
351;3;9
352;0;9
353;3;9
354;1;9
355;1;9
356;0;9
357;2;9
358;2;9
359;3;9
360;2;9
361;1;9
362;2;9
363;1;9
364;1;9
365;1;9
366;1;9
367;0;9
368;1;9
369;1;9
370;0;9
371;4;9
372;2;9
373;0;9
374;0;9
375;3;9
376;2;9
377;1;9
378;2;9
379;2;9
380;2;9
381;3;9
382;1;9
383;1;9
384;1;9
385;3;9
386;3;9
387;0;9
388;1;9
389;0;9
390;1;9
391;1;9
392;0;9
393;3;9
394;2;9
395;1;9
396;1;9
397;2;9
398;3;9
399;0;9
400;0;9
401;1;9
402;2;9
403;2;9
404;1;9
405;1;9
406;1;9
407;0;9
408;3;9
409;0;9
410;0;9
411;4;9
412;5;9
413;2;9
414;3;9
415;1;9
416;1;9
417;4;9
418;3;9
419;4;9
420;3;9
421;1;9
422;1;9
423;0;9
424;0;9
425;2;9
426;4;9
427;0;9
428;0;9
429;3;9
430;0;9
431;1;9
432;2;9
433;2;9
434;0;9
435;3;9
436;0;9
437;0;9
438;2;9
439;4;9
440;1;9
441;2;9
442;0;9
443;1;9
444;0;9
445;1;9
446;3;9
447;1;9
448;2;9
449;1;9
450;1;9
451;1;9
452;2;9
453;0;9
454;1;9
455;2;9
456;3;9
457;1;9
458;7;9
459;3;9
460;2;9
461;1;9
462;3;9
463;2;9
464;1;9
465;3;9
466;3;9
467;1;9
468;1;9
469;3;9
470;0;9
471;2;9
472;1;9
473;3;9
474;4;9
475;1;9
476;1;9
477;0;9
478;2;9
479;1;9
480;1;9
481;0;9
482;2;9
483;1;9
484;4;9
485;0;9
486;2;9
487;1;9
488;1;9
489;3;9
490;1;9
491;1;9
492;4;9
493;5;9
494;3;9
495;1;9
496;0;9
497;3;9
498;4;9
499;1;9
500;4;9
501;1;9
502;1;9
503;1;9
504;2;9
505;0;9
506;1;9
507;0;9
508;2;9
509;0;9
510;4;9
511;3;9
512;1;9
513;2;9
514;2;9
515;0;9
516;2;9
517;1;9
518;6;9
519;2;9
520;2;9
521;3;9
522;2;9
523;4;9
524;2;9
525;1;9
526;0;9
527;1;9
528;2;9
529;1;9
530;2;9
531;1;9
532;2;9
533;1;9
534;2;9
535;4;9
536;1;9
537;2;9
538;3;9
539;1;9
540;1;9
541;1;9
542;0;9
543;1;9
544;2;9
545;1;9
546;3;9
547;1;9
548;4;9
549;1;9
550;3;9
551;0;9
552;1;9
553;2;9
554;1;9
555;1;9
556;1;9
557;2;9
558;1;9
559;2;9
560;0;9
561;2;9
562;1;9
563;1;9
564;2;9
565;6;9
566;2;9
567;1;9
568;0;9
569;3;9
570;0;9
571;1;9
572;2;9
573;2;9
574;0;9
575;1;9
576;1;9
577;0;9
578;2;9
579;1;9
580;1;9
581;0;9
582;1;9
583;0;9
584;4;9
585;1;9
586;5;9
587;1;9
588;3;9
589;1;9
590;4;9
591;2;9
592;3;9
593;0;9
594;2;9
595;2;9
596;1;9
