Numer iteracji;Najlepszy;Sredni;Najgorszy
0;9;12;15
1;9;12;14
2;9;12;14
3;9;12;14
4;9;11;13
5;9;11;12
6;9;11;12
7;9;11;12
8;9;10;11
9;9;11;12
10;9;11;12
11;9;10;11
12;9;11;12
13;9;11;12
14;9;11;13
15;9;11;13
16;9;11;12
17;9;11;12
18;9;10;11
19;9;10;11
20;9;11;12
21;9;11;12
22;9;11;12
23;9;11;12
24;9;11;12
25;9;10;11
26;9;10;11
27;9;11;12
28;9;11;12
29;9;11;12
30;9;10;11
31;9;11;12
32;9;11;12
33;9;10;11
34;9;11;12
35;9;11;12
36;9;11;12
37;9;11;12
38;9;11;13
39;9;11;12
40;9;10;11
41;9;11;12
42;9;11;12
43;9;11;12
44;9;11;12
45;9;10;11
46;9;11;12
47;9;10;11
48;9;10;11
49;9;10;11
50;9;11;12
51;9;11;12
52;9;11;12
53;9;10;11
54;9;11;12
55;9;11;12
56;9;10;11
57;9;10;11
58;9;11;12
59;9;11;12
60;9;11;13
61;9;11;12
62;9;10;11
63;9;10;11
64;9;11;13
65;9;11;12
66;9;11;12
67;9;10;11
68;9;11;12
69;9;10;11
70;9;10;11
71;9;10;11
72;9;10;11
73;9;11;12
74;9;10;11
75;9;11;12
76;9;11;12
77;9;11;12
78;9;11;12
79;9;10;11
80;9;11;12
81;9;11;12
82;9;11;12
83;9;11;12
84;9;11;12
85;9;11;12
86;9;11;12
87;9;10;11
88;9;10;11
89;9;11;12
90;9;11;12
91;9;11;12
92;9;11;12
93;9;10;11
94;9;11;12
95;9;11;12
96;9;10;11
97;9;10;11
98;9;10;11
99;9;11;12
100;9;10;11
