Numer iteracji;Liczba iteracji;Wynik
0;2;9
1;0;9
2;1;9
3;0;9
4;1;9
5;5;9
6;2;9
7;2;9
8;0;9
9;1;9
10;3;9
11;1;9
12;2;9
13;0;9
14;1;9
15;0;9
16;4;9
17;0;9
18;2;9
19;1;9
20;2;9
21;4;9
22;0;9
23;4;9
24;1;9
25;1;9
26;0;9
27;0;9
28;0;9
29;4;9
30;1;9
31;3;9
32;2;9
33;0;9
34;2;9
35;2;9
36;2;9
37;2;9
38;3;9
39;4;9
40;8;9
41;4;9
42;3;9
43;0;9
44;0;9
45;0;9
46;1;9
47;0;9
48;2;9
49;3;9
50;0;9
51;0;9
52;1;9
53;2;9
54;0;9
55;2;9
56;0;9
57;3;9
58;0;9
59;8;9
60;3;9
61;1;9
62;0;9
63;2;9
64;2;9
65;3;9
66;1;9
67;4;9
68;0;9
69;1;9
70;0;9
71;2;9
72;0;9
73;2;9
74;1;9
75;3;9
76;2;9
77;2;9
78;0;9
79;2;9
80;1;9
81;1;9
82;3;9
83;4;9
84;1;9
85;0;9
86;2;9
87;1;9
88;2;9
89;8;9
90;1;9
91;2;9
92;1;9
93;0;9
94;3;9
95;1;9
96;1;9
97;2;9
98;0;9
99;0;9
100;3;9
101;0;9
102;0;9
103;1;9
104;2;9
105;0;9
106;3;9
107;1;9
108;1;9
109;0;9
110;1;9
111;0;9
112;4;9
113;2;9
114;2;9
115;0;9
116;3;9
117;2;9
118;0;9
119;1;9
120;1;9
121;6;9
122;0;9
123;2;9
124;1;9
125;2;9
126;4;9
127;2;9
128;0;9
129;2;9
130;2;9
131;1;9
132;2;9
133;2;9
134;3;9
135;0;9
136;0;9
137;1;9
138;1;9
139;3;9
140;1;9
141;3;9
142;4;9
143;3;9
144;1;9
145;1;9
146;1;9
147;1;9
148;5;9
149;2;9
150;2;9
151;4;9
152;2;9
153;1;9
154;1;9
155;1;9
156;1;9
157;3;9
158;2;9
159;3;9
160;5;9
161;1;9
162;0;9
163;2;9
164;0;9
