Numer iteracji;Liczba iteracji;Wynik
0;2;80
1;11;80
2;15;80
3;16;80
4;12;80
5;33;80
6;4;80
7;4;80
8;15;80
9;5;80
10;3;80
11;4;80
12;13;80
13;6;80
14;19;80
15;4;80
16;2;80
17;11;80
18;4;80
19;4;80
20;3;80
21;9;80
22;2;80
23;11;80
24;2;80
25;5;80
26;13;80
27;2;80
28;4;80
29;24;80
30;3;80
31;6;80
32;5;80
33;5;80
34;9;80
35;8;80
36;9;80
37;4;80
38;43;80
39;29;80
40;6;80
41;11;80
42;4;80
43;3;80
44;3;80
45;12;80
46;7;80
47;3;80
48;5;80
49;21;80
50;1;80
51;4;80
52;10;80
53;7;80
54;9;80
55;7;80
56;7;80
57;3;80
58;8;80
59;57;80
60;5;80
61;7;80
62;10;80
63;22;80
64;7;80
65;4;80
66;4;80
67;32;80
68;5;80
69;7;80
70;6;80
71;2;80
72;15;80
73;2;80
74;3;80
75;10;80
76;2;80
77;15;80
78;30;80
79;1;80
80;2;80
81;9;80
82;4;80
83;5;80
84;7;80
85;11;80
86;3;80
87;6;80
88;57;80
89;13;80
90;16;80
91;4;80
92;2;80
93;5;80
94;7;80
95;6;80
96;4;80
97;10;80
98;13;80
99;12;80
100;4;80
101;3;80
102;9;80
103;3;80
104;4;80
105;12;80
106;3;80
107;7;80
108;7;80
109;9;80
110;7;80
111;8;80
112;7;80
113;4;80
114;2;80
115;5;80
116;1;80
117;8;80
118;3;80
119;9;80
120;4;80
121;4;80
122;3;80
123;13;80
124;7;80
125;7;80
126;15;80
127;8;80
128;4;80
129;4;80
130;3;80
131;2;80
132;14;80
133;6;80
134;6;80
135;3;80
136;19;80
137;2;80
138;66;80
139;1;80
140;4;80
141;2;80
142;13;80
143;4;80
144;5;80
145;9;80
146;10;80
147;8;80
148;5;80
149;19;80
150;1;80
151;5;80
152;4;80
153;4;80
154;4;80
155;3;80
156;100;81
157;5;80
158;7;80
159;3;80
160;4;80
161;7;80
162;4;80
163;7;80
164;14;80
165;4;80
166;8;80
167;4;80
168;5;80
169;15;80
170;4;80
171;4;80
172;3;80
173;10;80
174;0;80
175;95;80
176;8;80
177;1;80
178;9;80
179;4;80
180;6;80
181;2;80
182;3;80
183;12;80
184;9;80
185;3;80
186;5;80
187;7;80
188;13;80
189;4;80
190;2;80
191;8;80
192;4;80
193;6;80
194;3;80
195;2;80
196;42;80
197;9;80
198;5;80
199;10;80
200;3;80
201;12;80
202;10;80
203;7;80
204;6;80
205;2;80
206;1;80
207;4;80
208;8;80
209;13;80
210;8;80
211;4;80
212;7;80
213;0;80
214;4;80
215;3;80
216;17;80
217;6;80
218;5;80
219;44;80
220;4;80
221;3;80
222;8;80
223;12;80
224;15;80
225;5;80
226;4;80
227;16;80
228;4;80
229;3;80
230;2;80
231;9;80
232;5;80
233;14;80
234;68;80
235;11;80
236;22;80
237;10;80
238;8;80
239;5;80
240;9;80
241;5;80
242;4;80
243;12;80
244;6;80
245;8;80
246;5;80
247;3;80
248;5;80
249;8;80
250;2;80
251;6;80
252;6;80
253;5;80
254;3;80
255;2;80
256;46;80
257;5;80
258;7;80
259;3;80
260;5;80
261;2;80
262;3;80
263;2;80
264;2;80
265;2;80
266;97;80
267;11;80
268;5;80
269;5;80
270;7;80
271;2;80
272;1;80
273;2;80
274;16;80
275;6;80
276;4;80
277;22;80
278;5;80
279;3;80
280;2;80
281;6;80
282;56;80
283;5;80
284;29;80
285;8;80
286;10;80
287;2;80
288;96;80
289;22;80
290;3;80
291;4;80
292;2;80
293;5;80
294;15;80
295;6;80
296;1;80
297;12;80
298;7;80
299;5;80
300;17;80
301;3;80
302;6;80
303;8;80
304;5;80
305;14;80
306;12;80
307;12;80
308;3;80
309;12;80
310;10;80
311;3;80
312;7;80
313;8;80
314;3;80
315;2;80
316;8;80
317;7;80
318;7;80
319;5;80
320;7;80
321;3;80
322;8;80
323;3;80
324;12;80
325;7;80
326;8;80
327;4;80
328;2;80
329;4;80
330;67;80
331;5;80
332;3;80
333;2;80
334;3;80
335;3;80
336;9;80
337;5;80
338;3;80
339;4;80
340;7;80
341;2;80
342;13;80
343;3;80
344;4;80
345;2;80
346;1;80
347;3;80
348;15;80
349;15;80
350;4;80
351;3;80
352;4;80
353;10;80
354;5;80
355;1;80
356;9;80
357;0;80
358;4;80
359;4;80
360;3;80
361;6;80
362;7;80
363;1;80
364;3;80
365;3;80
366;5;80
367;8;80
368;4;80
369;2;80
370;6;80
371;4;80
372;4;80
373;8;80
374;7;80
375;5;80
376;5;80
377;16;80
378;3;80
379;5;80
380;15;80
381;6;80
382;2;80
383;8;80
384;1;80
385;28;80
386;2;80
387;4;80
388;4;80
389;8;80
390;5;80
391;24;80
392;16;80
393;14;80
394;9;80
395;2;80
396;3;80
397;2;80
398;7;80
399;2;80
400;5;80
401;2;80
402;1;80
403;6;80
404;6;80
405;13;80
406;4;80
407;3;80
408;6;80
409;3;80
410;24;80
411;4;80
412;4;80
413;5;80
414;4;80
415;7;80
416;3;80
417;9;80
418;24;80
419;2;80
420;4;80
421;7;80
422;5;80
423;1;80
424;9;80
425;7;80
426;7;80
427;16;80
428;2;80
429;6;80
430;35;80
431;5;80
432;2;80
433;26;80
434;10;80
435;5;80
436;5;80
437;35;80
438;7;80
439;9;80
440;7;80
441;4;80
442;2;80
443;13;80
444;15;80
445;19;80
446;16;80
447;14;80
448;15;80
449;7;80
450;5;80
451;3;80
452;8;80
453;2;80
454;7;80
455;3;80
456;1;80
457;3;80
458;1;80
459;4;80
460;4;80
461;10;80
462;10;80
463;4;80
464;13;80
465;17;80
466;6;80
467;1;80
468;61;80
469;6;80
470;3;80
471;9;80
472;1;80
