Numer iteracji;Najlepszy;Sredni;Najgorszy
0;80;97;116
1;80;95;112
2;80;94;112
3;80;93;108
4;80;92;108
5;80;90;104
6;80;89;100
7;80;87;96
8;80;86;92
9;80;85;90
10;80;85;90
11;80;84;89
12;80;85;90
13;80;86;93
14;80;84;89
15;80;85;89
16;80;84;89
17;80;85;90
18;80;84;89
19;80;85;89
20;80;85;92
21;80;86;92
22;80;85;89
23;80;85;92
24;80;86;93
25;80;86;92
26;80;86;93
27;80;86;96
28;80;85;92
29;80;86;92
30;80;85;92
31;80;86;93
32;80;85;92
33;80;85;89
34;80;85;92
35;80;84;89
36;80;85;90
37;80;84;89
38;80;86;92
39;80;86;92
40;80;85;89
41;80;84;89
42;80;84;89
43;80;86;93
44;80;84;89
45;80;85;93
46;80;86;92
47;80;85;90
48;80;85;89
49;80;84;89
50;80;85;89
51;80;86;94
52;80;84;89
53;80;84;89
54;80;86;92
55;80;86;92
56;80;84;89
57;80;85;89
58;80;86;92
59;80;86;96
60;80;86;93
61;80;84;89
62;80;85;90
63;80;85;89
64;80;84;89
65;80;84;89
66;80;86;92
67;80;85;92
68;80;86;93
69;80;84;89
70;80;84;88
71;80;84;89
72;80;85;92
73;80;84;89
74;80;84;89
75;80;84;89
76;80;84;89
77;80;86;94
78;80;87;94
79;80;87;98
80;80;86;93
81;80;86;92
82;80;86;92
83;80;86;92
84;80;84;89
85;80;85;93
86;80;86;92
87;80;84;89
88;80;86;92
89;80;85;92
90;80;86;92
91;80;84;89
92;80;85;92
93;80;85;92
94;80;86;92
95;80;86;92
96;80;84;89
97;80;84;89
98;80;84;89
99;80;86;93
100;80;84;89
