Numer iteracji;Najlepszy;Sredni;Najgorszy
0;80;98;120
1;80;95;116
2;80;94;112
3;80;92;108
4;80;90;104
5;80;88;100
6;80;86;96
7;80;85;92
8;80;83;88
9;80;82;85
10;80;82;85
11;80;82;85
12;80;82;85
13;80;82;85
14;80;82;85
15;80;82;85
16;80;82;85
17;80;82;85
18;80;82;85
19;80;82;85
20;80;82;85
21;80;82;85
22;80;82;85
23;80;82;85
24;80;82;85
25;80;82;85
26;80;82;85
27;80;82;85
28;80;82;85
29;80;82;85
30;80;82;85
31;80;82;85
32;80;82;85
33;80;82;85
34;80;82;85
35;80;82;85
36;80;82;85
37;80;82;85
38;80;82;85
39;80;82;85
40;80;82;85
41;80;82;85
42;80;82;85
43;80;82;85
44;80;82;85
45;80;82;85
46;80;82;85
47;80;82;85
48;80;82;85
49;80;82;85
50;80;82;85
51;80;82;85
52;80;82;85
53;80;82;85
54;80;82;85
55;80;82;85
56;80;82;85
57;80;82;85
58;80;82;85
59;80;82;85
60;80;82;85
61;80;82;85
62;80;82;85
63;80;82;85
64;80;82;85
65;80;82;85
66;80;82;85
67;80;82;85
68;80;82;85
69;80;82;85
70;80;82;85
71;80;82;85
72;80;82;85
73;80;82;85
74;80;82;85
75;80;82;85
76;80;82;85
77;80;82;85
78;80;82;85
79;80;82;85
80;80;82;85
81;80;82;85
82;80;82;85
83;80;82;85
84;80;82;85
85;80;82;85
86;80;82;85
87;80;82;85
88;80;82;85
89;80;82;85
90;80;82;85
91;80;82;85
92;80;82;85
93;80;82;85
94;80;82;85
95;80;82;85
96;80;82;85
97;80;82;85
98;80;82;85
99;80;82;85
100;80;82;85
