Numer iteracji;Najlepszy;Sredni;Najgorszy
0;46;65;86
1;46;60;76
2;46;55;66
3;46;53;60
4;46;51;57
5;46;50;58
6;46;50;57
7;46;50;58
8;46;50;57
9;46;50;58
10;46;50;57
11;46;50;58
12;46;50;57
13;46;50;58
14;46;50;57
15;46;50;58
16;46;50;57
17;46;50;58
18;46;50;57
19;46;50;58
20;46;50;57
21;46;50;58
22;46;50;57
23;46;50;58
24;46;50;57
25;46;50;58
26;46;50;57
27;46;50;58
28;46;50;57
29;46;50;58
30;46;50;57
31;46;50;58
32;46;50;57
33;46;50;58
34;46;50;57
35;46;50;58
36;46;50;57
37;46;50;58
38;46;50;57
39;46;50;58
40;46;50;57
41;46;50;58
42;46;50;57
43;46;50;58
44;46;50;57
45;46;50;58
46;46;49;53
47;46;49;51
48;46;49;51
49;46;49;51
50;46;49;51
51;46;49;51
52;46;49;51
53;46;49;51
54;46;49;51
55;46;49;51
56;46;49;51
57;46;49;51
58;46;49;51
59;46;49;52
60;46;49;51
61;46;49;51
62;46;49;51
63;46;49;51
64;46;49;51
65;46;49;51
66;46;49;51
67;46;49;51
68;46;49;51
69;46;49;51
70;46;49;51
71;46;49;51
72;46;49;51
73;46;49;52
74;46;49;51
75;46;49;51
76;46;49;51
77;46;49;51
78;46;49;51
79;46;49;51
80;46;49;51
81;46;49;51
82;46;49;51
83;46;49;51
84;46;49;51
85;46;49;51
86;46;49;51
87;46;49;51
88;46;49;51
89;46;49;51
90;46;49;51
91;46;49;52
92;46;49;51
93;46;49;51
94;46;49;52
95;46;49;51
96;46;49;51
97;46;49;52
98;46;49;51
99;46;49;51
100;46;49;51
