Numer iteracji;Najlepszy;Sredni;Najgorszy
0;46;64;82
1;46;61;84
2;46;59;74
3;46;55;64
4;46;54;67
5;46;54;63
6;46;53;61
7;46;53;61
8;46;53;61
9;46;53;59
10;46;53;68
11;46;52;58
12;46;53;59
13;46;53;64
14;46;52;61
15;46;52;59
16;46;53;60
17;46;53;61
18;46;53;64
19;46;52;60
20;46;52;63
21;46;53;60
22;46;52;59
23;46;52;57
24;46;53;61
25;46;53;59
26;46;54;61
27;46;52;62
28;46;52;60
29;46;53;63
30;46;53;61
31;46;53;62
32;46;52;59
33;46;52;59
34;46;53;59
35;46;52;61
36;46;53;60
37;46;53;61
38;46;53;62
39;46;54;61
40;46;53;61
41;46;53;62
42;46;52;57
43;46;53;61
44;46;52;62
45;46;53;60
46;46;53;60
47;46;53;60
48;46;52;60
49;46;53;62
50;46;53;60
51;46;53;62
52;46;52;58
53;46;52;58
54;46;53;61
55;46;52;59
56;46;53;64
57;46;52;59
58;46;54;61
59;46;53;61
60;46;52;59
61;46;53;60
62;46;52;59
63;46;54;61
64;46;53;67
65;46;54;62
66;46;53;59
67;46;53;63
68;46;54;65
69;46;53;61
70;46;53;61
71;46;53;61
72;46;53;60
73;46;52;59
74;46;52;58
75;46;52;57
76;46;52;60
77;46;53;59
78;46;53;62
79;46;53;60
80;46;53;61
81;46;53;61
82;46;52;58
83;46;52;59
84;46;53;61
85;46;53;60
86;46;52;57
87;46;53;60
88;46;53;65
89;46;52;60
90;46;53;61
91;46;52;58
92;46;53;59
93;46;51;56
94;46;52;58
95;46;52;58
96;46;52;59
97;46;52;57
98;46;52;57
99;46;52;57
100;46;52;58
