Numer iteracji;Liczba iteracji;Wynik
0;2;46
1;48;46
2;3;46
3;1;46
4;100;47
5;0;46
6;6;46
7;10;46
8;3;46
9;3;46
10;2;46
11;5;46
12;2;46
13;1;46
14;2;46
15;1;46
16;3;46
17;4;46
18;7;46
19;5;46
20;52;46
21;4;46
22;6;46
23;3;46
24;4;46
25;2;46
26;4;46
27;3;46
28;2;46
29;0;46
30;0;46
31;3;46
32;15;46
33;1;46
34;1;46
35;5;46
36;4;46
37;2;46
38;100;48
39;3;46
40;82;46
41;3;46
42;4;46
43;7;46
44;2;46
45;2;46
46;2;46
47;3;46
48;1;46
49;49;46
50;8;46
51;11;46
52;7;46
53;2;46
54;6;46
55;4;46
56;4;46
57;3;46
58;7;46
59;3;46
60;2;46
61;6;46
62;2;46
63;1;46
64;5;46
65;6;46
66;5;46
67;2;46
68;3;46
69;5;46
70;6;46
71;3;46
72;4;46
73;3;46
74;83;46
75;2;46
76;3;46
77;3;46
78;2;46
79;1;46
80;2;46
81;100;48
82;6;46
83;0;46
84;4;46
85;4;46
86;1;46
87;4;46
88;8;46
89;2;46
90;3;46
91;8;46
92;4;46
93;2;46
94;1;46
95;6;46
96;6;46
97;4;46
98;100;47
99;3;46
100;3;46
101;4;46
102;84;46
103;4;46
104;4;46
105;2;46
106;3;46
107;0;46
108;4;46
109;2;46
110;100;47
111;3;46
112;6;46
113;4;46
114;4;46
115;6;46
116;4;46
117;3;46
118;2;46
119;5;46
120;3;46
121;3;46
122;5;46
123;2;46
124;1;46
125;3;46
126;1;46
127;2;46
128;5;46
129;5;46
130;1;46
131;13;46
132;3;46
133;5;46
134;0;46
135;18;46
136;2;46
137;2;46
138;2;46
139;3;46
140;6;46
141;5;46
142;3;46
143;3;46
144;2;46
145;3;46
146;4;46
147;4;46
148;3;46
149;3;46
150;3;46
151;2;46
152;1;46
153;4;46
154;3;46
155;51;46
156;11;46
157;4;46
158;2;46
159;2;46
160;7;46
161;28;46
162;7;46
163;2;46
164;6;46
165;2;46
166;9;46
167;4;46
168;6;46
169;3;46
170;3;46
171;2;46
172;1;46
173;3;46
174;1;46
175;3;46
176;3;46
177;2;46
178;4;46
179;5;46
180;1;46
181;3;46
182;100;47
183;3;46
184;2;46
185;4;46
186;0;46
187;4;46
188;2;46
189;3;46
190;2;46
191;5;46
192;3;46
193;3;46
194;3;46
195;3;46
196;2;46
197;1;46
198;2;46
199;89;46
200;4;46
201;3;46
202;7;46
203;6;46
204;1;46
205;4;46
206;2;46
207;3;46
208;2;46
209;6;46
210;2;46
211;5;46
212;1;46
213;42;46
214;3;46
215;3;46
216;6;46
217;2;46
218;5;46
219;23;46
220;15;46
221;4;46
222;2;46
223;6;46
224;2;46
225;3;46
226;2;46
227;3;46
228;3;46
229;5;46
230;7;46
231;3;46
232;4;46
233;2;46
234;4;46
235;2;46
236;2;46
237;81;46
238;5;46
239;5;46
240;6;46
241;4;46
242;5;46
243;3;46
244;4;46
245;100;47
246;3;46
247;2;46
248;13;46
249;4;46
250;46;46
251;2;46
252;1;46
253;1;46
254;48;46
255;2;46
256;5;46
257;3;46
258;3;46
259;4;46
260;1;46
261;2;46
262;4;46
263;73;46
264;54;46
265;6;46
266;6;46
267;0;46
268;2;46
269;2;46
270;1;46
271;2;46
272;3;46
273;3;46
274;5;46
275;5;46
276;40;46
277;1;46
278;3;46
279;5;46
280;4;46
281;32;46
282;3;46
283;3;46
284;4;46
285;1;46
286;2;46
287;29;46
288;3;46
289;4;46
290;3;46
291;3;46
292;3;46
293;1;46
294;3;46
295;4;46
296;5;46
297;4;46
298;5;46
299;4;46
300;3;46
301;2;46
302;2;46
303;4;46
304;2;46
305;3;46
306;3;46
307;1;46
308;6;46
309;5;46
310;3;46
311;1;46
312;2;46
313;4;46
314;5;46
315;15;46
316;1;46
317;4;46
318;2;46
319;6;46
320;1;46
321;6;46
322;6;46
323;7;46
324;1;46
325;6;46
326;9;46
327;4;46
328;69;46
329;14;46
330;1;46
331;5;46
332;3;46
333;2;46
334;2;46
335;3;46
336;2;46
337;4;46
338;0;46
339;0;46
340;4;46
341;45;46
342;2;46
343;2;46
344;2;46
345;2;46
346;2;46
347;2;46
348;12;46
349;1;46
350;91;46
351;3;46
352;5;46
353;3;46
354;5;46
355;2;46
356;18;46
357;3;46
358;0;46
359;5;46
360;1;46
361;4;46
362;3;46
363;7;46
364;2;46
365;25;46
366;2;46
367;2;46
368;12;46
369;2;46
370;0;46
371;4;46
372;27;46
373;3;46
374;0;46
375;2;46
376;100;47
377;62;46
378;2;46
379;3;46
380;8;46
381;7;46
382;3;46
383;3;46
384;4;46
385;4;46
386;3;46
387;3;46
388;60;46
389;3;46
390;3;46
391;1;46
392;2;46
393;3;46
394;2;46
395;2;46
396;4;46
397;100;47
398;4;46
399;5;46
400;3;46
401;1;46
402;4;46
403;4;46
404;3;46
405;3;46
406;4;46
407;3;46
408;3;46
409;100;47
410;2;46
411;4;46
412;1;46
413;2;46
414;0;46
415;2;46
416;7;46
417;3;46
418;5;46
419;3;46
420;3;46
421;2;46
422;5;46
423;6;46
424;2;46
425;34;46
426;48;46
427;1;46
428;4;46
429;2;46
430;4;46
431;3;46
432;5;46
433;3;46
434;2;46
435;4;46
436;5;46
437;4;46
438;5;46
439;5;46
440;2;46
441;10;46
442;71;46
443;5;46
444;100;48
445;2;46
446;3;46
447;2;46
448;1;46
449;2;46
450;2;46
451;2;46
452;3;46
453;2;46
454;4;46
455;2;46
456;10;46
457;4;46
458;4;46
459;4;46
460;1;46
461;3;46
462;1;46
463;4;46
464;2;46
465;100;47
466;5;46
467;0;46
468;1;46
469;4;46
470;73;46
471;2;46
472;3;46
473;2;46
474;6;46
475;13;46
476;6;46
477;7;46
478;6;46
479;51;46
480;11;46
481;8;46
482;3;46
483;6;46
484;1;46
485;2;46
486;3;46
487;5;46
488;3;46
489;2;46
