Numer iteracji;Liczba iteracji;Wynik
0;0;9
1;1;9
2;1;9
3;2;9
4;4;9
5;1;9
6;1;9
7;0;9
8;3;9
9;0;9
10;0;9
11;3;9
12;1;9
13;1;9
14;2;9
15;1;9
16;0;9
17;3;9
18;1;9
19;2;9
20;3;9
21;4;9
22;2;9
23;0;9
24;1;9
25;2;9
26;2;9
27;2;9
28;1;9
29;2;9
30;3;9
31;3;9
32;0;9
33;1;9
34;2;9
35;2;9
36;1;9
37;2;9
38;0;9
39;2;9
40;1;9
41;2;9
42;0;9
43;1;9
44;1;9
45;0;9
46;1;9
47;1;9
48;2;9
49;1;9
50;3;9
51;0;9
52;1;9
53;1;9
54;3;9
55;1;9
56;2;9
57;2;9
58;1;9
59;1;9
60;1;9
61;3;9
62;1;9
63;1;9
64;0;9
65;2;9
66;3;9
67;1;9
68;0;9
69;1;9
70;1;9
71;2;9
72;0;9
73;1;9
74;2;9
75;1;9
76;0;9
77;1;9
78;0;9
79;3;9
80;1;9
81;3;9
82;1;9
83;1;9
84;5;9
85;2;9
86;1;9
87;2;9
88;0;9
89;2;9
90;1;9
91;4;9
92;1;9
93;2;9
94;2;9
95;3;9
96;2;9
97;1;9
98;1;9
99;1;9
100;0;9
101;1;9
102;2;9
103;1;9
104;1;9
105;1;9
106;3;9
107;1;9
108;1;9
109;1;9
110;1;9
111;2;9
112;0;9
113;3;9
114;3;9
115;6;9
116;1;9
117;1;9
118;4;9
119;1;9
120;1;9
121;0;9
122;1;9
123;1;9
124;0;9
125;1;9
126;1;9
127;1;9
128;2;9
129;1;9
130;3;9
131;1;9
132;2;9
133;1;9
134;2;9
135;5;9
136;1;9
137;0;9
138;2;9
139;2;9
140;1;9
141;1;9
142;4;9
143;2;9
144;2;9
145;2;9
146;1;9
147;1;9
148;3;9
149;1;9
150;0;9
151;3;9
152;0;9
153;1;9
154;0;9
155;1;9
156;0;9
157;0;9
158;2;9
159;3;9
160;3;9
161;1;9
162;0;9
163;0;9
164;2;9
165;1;9
166;0;9
167;2;9
168;3;9
169;1;9
170;1;9
171;3;9
172;2;9
173;2;9
174;1;9
175;2;9
176;2;9
177;3;9
178;2;9
179;0;9
180;1;9
181;2;9
182;3;9
183;4;9
184;3;9
185;1;9
186;2;9
187;1;9
188;4;9
189;0;9
190;2;9
191;1;9
192;1;9
193;2;9
194;1;9
195;2;9
196;2;9
197;1;9
198;0;9
199;0;9
200;0;9
201;1;9
202;3;9
203;1;9
204;1;9
205;1;9
206;2;9
207;1;9
208;1;9
209;1;9
210;1;9
211;1;9
212;1;9
213;1;9
214;0;9
215;2;9
216;1;9
217;2;9
218;1;9
219;1;9
220;0;9
221;1;9
222;0;9
223;1;9
224;1;9
225;1;9
226;1;9
227;0;9
228;2;9
229;1;9
230;1;9
231;2;9
232;2;9
233;1;9
234;1;9
235;2;9
236;2;9
237;1;9
238;1;9
239;4;9
240;1;9
241;2;9
242;4;9
243;0;9
244;2;9
245;1;9
246;2;9
247;0;9
248;1;9
249;3;9
250;1;9
251;2;9
252;3;9
253;1;9
254;1;9
255;1;9
256;1;9
257;3;9
258;2;9
259;0;9
260;0;9
261;3;9
262;4;9
263;0;9
264;1;9
265;0;9
266;0;9
267;1;9
268;1;9
269;2;9
270;0;9
271;0;9
272;0;9
273;1;9
274;1;9
275;1;9
276;3;9
277;2;9
278;3;9
279;1;9
280;3;9
281;1;9
282;0;9
283;2;9
284;1;9
285;1;9
286;1;9
287;0;9
288;1;9
289;3;9
290;3;9
291;1;9
292;2;9
293;1;9
294;3;9
295;1;9
296;1;9
297;3;9
298;0;9
299;2;9
300;1;9
301;0;9
302;1;9
303;1;9
304;1;9
305;0;9
306;1;9
307;3;9
308;3;9
309;0;9
310;3;9
311;4;9
312;2;9
313;2;9
314;1;9
315;1;9
316;1;9
317;1;9
318;1;9
319;0;9
320;0;9
321;3;9
322;1;9
323;1;9
324;1;9
325;2;9
326;2;9
327;1;9
328;3;9
329;1;9
330;1;9
331;2;9
332;2;9
333;2;9
334;2;9
335;3;9
336;3;9
337;2;9
