Numer iteracji;Najlepszy;Sredni;Najgorszy
0;80;98;124
1;80;97;120
2;80;96;116
3;80;97;120
4;80;97;124
5;80;96;120
6;80;95;116
7;80;96;116
8;80;96;120
9;80;96;124
10;80;96;120
11;80;94;116
12;80;95;112
13;80;94;112
14;80;95;112
15;80;95;116
16;80;96;120
17;80;95;124
18;80;94;120
19;80;93;116
20;80;93;112
21;80;93;109
22;80;94;113
23;80;93;108
24;80;94;109
25;80;93;108
26;80;95;112
27;80;95;112
28;80;94;116
29;80;94;112
30;80;93;112
31;80;92;108
32;80;92;108
33;80;93;109
34;80;92;108
35;80;92;108
36;80;92;105
37;80;92;105
38;80;92;104
39;80;93;108
40;80;93;108
41;80;93;109
42;80;94;113
43;80;94;113
44;80;94;117
45;80;93;113
46;80;94;109
47;80;92;105
48;80;94;109
49;80;94;113
50;80;96;117
51;80;94;113
52;80;94;109
53;80;95;113
54;80;93;109
55;80;93;108
56;80;95;112
57;80;95;112
58;80;94;112
59;80;93;112
60;80;94;112
61;80;93;108
62;80;92;105
63;80;92;104
64;80;93;108
65;80;94;112
66;80;93;109
67;80;93;112
68;80;95;116
69;80;95;112
70;80;94;108
71;80;95;112
72;80;93;108
73;80;94;112
74;80;94;116
75;80;94;112
76;80;95;116
77;80;95;120
78;80;94;116
79;80;94;112
80;80;94;109
81;80;93;110
82;80;93;108
83;80;94;112
84;80;93;114
85;80;92;110
86;80;93;114
87;80;95;112
88;80;95;110
89;80;95;112
90;80;94;108
91;80;92;105
92;80;94;109
93;80;92;105
94;80;92;105
95;80;93;108
96;80;93;108
97;80;93;108
98;80;92;105
99;80;93;109
100;80;92;105
