Numer iteracji;Liczba iteracji;Wynik
0;65;80
1;7;80
2;38;80
3;14;80
4;3;80
5;44;80
6;14;80
7;3;80
8;25;80
9;29;80
10;36;80
11;100;81
12;13;80
13;22;80
14;11;80
15;21;80
16;4;80
17;18;80
18;27;80
19;76;80
20;46;80
21;6;80
22;17;80
23;9;80
24;20;80
25;15;80
26;9;80
27;100;81
28;38;80
29;69;80
30;16;80
31;22;80
32;35;80
33;28;80
34;93;80
35;0;80
36;63;80
37;21;80
38;31;80
39;11;80
40;33;80
41;34;80
42;15;80
43;26;80
44;47;80
45;32;80
46;17;80
47;16;80
48;14;80
49;24;80
50;16;80
51;100;84
52;30;80
53;16;80
54;4;80
55;25;80
56;55;80
57;22;80
58;21;80
59;13;80
60;30;80
61;9;80
62;7;80
63;20;80
64;52;80
65;65;80
66;40;80
67;68;80
68;42;80
69;100;80
70;9;80
71;23;80
72;11;80
73;68;80
74;49;80
75;66;80
76;29;80
77;20;80
78;8;80
79;2;80
80;18;80
81;77;80
82;5;80
83;49;80
84;48;80
85;27;80
86;33;80
87;19;80
88;27;80
89;17;80
90;10;80
91;62;80
92;33;80
93;8;80
94;39;80
95;24;80
96;0;80
97;16;80
98;4;80
99;2;80
100;87;80
101;8;80
102;9;80
103;45;80
104;12;80
105;100;81
106;5;80
107;36;80
108;5;80
109;51;80
110;10;80
111;100;81
112;5;80
113;42;80
114;52;80
115;49;80
116;12;80
117;76;80
118;77;80
119;1;80
120;21;80
121;35;80
122;19;80
123;5;80
124;4;80
125;8;80
126;14;80
127;35;80
128;5;80
129;22;80
130;4;80
131;5;80
132;4;80
133;36;80
134;39;80
135;17;80
136;51;80
137;6;80
138;53;80
139;12;80
140;1;80
141;13;80
142;14;80
143;21;80
144;4;80
145;54;80
146;18;80
147;32;80
148;14;80
149;14;80
150;57;80
151;14;80
152;10;80
153;17;80
154;13;80
155;27;80
156;40;80
157;11;80
158;19;80
159;16;80
160;76;80
161;8;80
162;9;80
163;1;80
164;2;80
165;39;80
166;16;80
167;30;80
168;24;80
169;14;80
170;24;80
171;31;80
172;41;80
173;52;80
174;14;80
175;5;80
176;3;80
177;70;80
178;28;80
179;3;80
180;19;80
181;23;80
182;40;80
183;28;80
184;5;80
185;53;80
186;5;80
187;4;80
188;38;80
189;26;80
190;11;80
191;89;80
192;55;80
193;21;80
194;52;80
195;6;80
196;0;80
197;37;80
198;6;80
199;9;80
200;7;80
201;3;80
202;5;80
203;22;80
204;22;80
205;1;80
206;9;80
207;73;80
208;48;80
209;15;80
210;12;80
211;30;80
212;45;80
213;26;80
214;0;80
215;34;80
216;12;80
217;1;80
218;37;80
219;6;80
220;6;80
221;46;80
222;1;80
223;49;80
224;10;80
225;63;80
226;29;80
227;21;80
228;10;80
229;20;80
230;62;80
231;18;80
232;2;80
233;58;80
234;12;80
235;16;80
236;15;80
237;28;80
238;3;80
239;9;80
240;24;80
241;42;80
242;40;80
243;34;80
244;37;80
245;16;80
246;6;80
247;77;80
248;39;80
249;7;80
250;19;80
251;55;80
252;26;80
253;15;80
254;36;80
255;46;80
256;14;80
257;7;80
258;33;80
259;34;80
260;25;80
261;26;80
262;10;80
263;0;80
264;13;80
265;7;80
266;82;80
267;12;80
268;23;80
269;7;80
270;16;80
271;65;80
272;17;80
273;31;80
274;25;80
275;13;80
276;4;80
277;29;80
278;13;80
279;14;80
280;14;80
281;4;80
282;42;80
283;11;80
284;0;80
285;12;80
286;49;80
287;2;80
288;26;80
289;7;80
290;10;80
291;25;80
292;46;80
293;35;80
294;33;80
295;8;80
296;15;80
297;8;80
298;70;80
299;42;80
300;87;80
301;14;80
302;13;80
303;13;80
304;7;80
305;10;80
306;84;80
307;3;80
308;50;80
309;10;80
310;23;80
311;6;80
312;20;80
313;69;80
314;5;80
315;38;80
316;9;80
317;39;80
318;78;80
319;35;80
320;28;80
321;60;80
322;36;80
323;100;81
324;28;80
325;2;80
326;4;80
327;100;81
328;14;80
329;27;80
330;6;80
331;21;80
332;25;80
333;14;80
334;10;80
335;65;80
336;31;80
337;72;80
338;7;80
339;50;80
340;71;80
341;19;80
342;19;80
343;11;80
344;5;80
345;70;80
346;76;80
347;12;80
348;12;80
349;27;80
350;10;80
351;4;80
352;57;80
353;28;80
354;24;80
355;3;80
356;78;80
357;34;80
358;11;80
359;12;80
360;4;80
361;22;80
362;5;80
363;66;80
364;20;80
365;13;80
366;39;80
367;35;80
368;32;80
369;87;80
370;100;81
371;31;80
372;100;81
373;10;80
374;33;80
375;79;80
376;21;80
377;6;80
378;87;80
379;21;80
380;4;80
381;13;80
382;13;80
383;26;80
384;31;80
385;16;80
386;82;80
387;20;80
388;23;80
389;58;80
390;57;80
391;25;80
392;2;80
393;56;80
394;14;80
395;14;80
396;19;80
397;42;80
398;6;80
399;47;80
400;38;80
401;44;80
402;17;80
403;23;80
404;6;80
405;14;80
406;39;80
407;39;80
408;43;80
409;45;80
410;8;80
411;91;80
412;0;80
413;3;80
414;74;80
415;100;81
416;17;80
417;19;80
418;4;80
419;65;80
420;30;80
421;11;80
422;16;80
423;7;80
424;38;80
425;46;80
426;7;80
427;40;80
428;24;80
429;49;80
430;78;80
431;13;80
432;30;80
433;24;80
434;87;80
435;2;80
436;38;80
437;77;80
438;100;84
439;22;80
440;9;80
441;21;80
442;91;80
443;5;80
444;25;80
445;8;80
446;8;80
447;20;80
448;32;80
449;7;80
450;73;80
451;22;80
452;4;80
453;67;80
454;27;80
455;96;80
456;27;80
457;7;80
458;60;80
459;1;80
460;30;80
461;19;80
462;35;80
463;2;80
464;51;80
465;80;80
466;11;80
467;7;80
468;18;80
469;32;80
470;94;80
471;9;80
472;9;80
473;28;80
474;78;80
475;32;80
476;4;80
477;70;80
478;9;80
479;20;80
480;39;80
481;20;80
482;22;80
483;47;80
484;24;80
485;28;80
486;32;80
487;54;80
488;71;80
489;90;80
490;7;80
491;27;80
492;49;80
493;19;80
494;100;81
495;6;80
496;39;80
497;11;80
498;40;80
499;40;80
500;4;80
501;13;80
502;32;80
503;11;80
504;11;80
505;54;80
506;17;80
507;32;80
508;23;80
509;11;80
510;18;80
511;7;80
512;49;80
513;48;80
514;7;80
515;16;80
516;5;80
517;29;80
518;9;80
519;7;80
520;4;80
521;71;80
522;1;80
523;19;80
524;26;80
525;25;80
526;100;81
527;32;80
528;8;80
529;29;80
530;13;80
531;11;80
532;15;80
533;1;80
534;6;80
535;4;80
536;5;80
537;39;80
538;49;80
539;50;80
540;48;80
541;63;80
542;49;80
543;1;80
544;12;80
545;43;80
546;22;80
547;22;80
548;16;80
549;18;80
550;66;80
551;12;80
552;100;81
553;4;80
554;13;80
555;68;80
556;25;80
557;20;80
558;10;80
559;26;80
560;40;80
561;20;80
562;18;80
563;14;80
564;8;80
565;56;80
566;18;80
567;1;80
568;7;80
569;14;80
570;10;80
571;100;81
572;1;80
573;18;80
574;16;80
575;20;80
576;6;80
577;21;80
578;35;80
579;13;80
580;92;80
581;9;80
582;23;80
583;35;80
584;7;80
585;6;80
586;13;80
587;88;80
588;38;80
589;20;80
590;3;80
591;17;80
592;15;80
593;5;80
594;100;81
595;58;80
596;9;80
597;30;80
598;39;80
599;45;80
600;20;80
601;21;80
602;17;80
603;1;80
604;22;80
605;47;80
606;27;80
607;76;80
608;51;80
609;18;80
610;17;80
611;17;80
612;25;80
613;58;80
614;11;80
615;71;80
616;5;80
617;89;80
618;84;80
619;12;80
620;100;81
621;100;81
622;2;80
623;17;80
624;2;80
625;13;80
626;3;80
627;100;84
628;100;81
629;10;80
630;32;80
631;3;80
632;9;80
633;7;80
634;55;80
635;28;80
636;16;80
637;7;80
638;45;80
639;79;80
640;83;80
641;27;80
642;36;80
643;46;80
644;48;80
645;11;80
646;17;80
647;18;80
648;26;80
649;45;80
650;54;80
651;13;80
652;19;80
653;6;80
654;4;80
655;16;80
656;18;80
657;68;80
658;20;80
659;24;80
660;6;80
661;74;80
662;46;80
663;6;80
664;35;80
665;11;80
666;3;80
667;34;80
668;16;80
669;33;80
670;3;80
671;5;80
672;4;80
673;22;80
674;20;80
675;44;80
676;39;80
677;21;80
678;55;80
679;39;80
680;19;80
681;15;80
682;3;80
683;31;80
684;19;80
685;15;80
686;34;80
687;41;80
688;13;80
689;26;80
690;30;80
691;23;80
692;12;80
693;3;80
694;7;80
695;13;80
696;13;80
697;57;80
698;17;80
699;51;80
700;40;80
701;63;80
702;2;80
703;0;80
704;60;80
705;11;80
706;31;80
707;50;80
708;30;80
709;67;80
710;2;80
711;10;80
712;25;80
713;16;80
714;37;80
715;43;80
716;1;80
717;24;80
718;25;80
719;53;80
720;100;81
721;4;80
722;47;80
723;96;80
724;34;80
725;75;80
726;13;80
727;100;81
728;70;80
729;11;80
730;59;80
731;3;80
732;22;80
733;29;80
734;24;80
735;50;80
736;52;80
737;22;80
738;4;80
739;1;80
740;24;80
741;40;80
742;40;80
743;5;80
744;32;80
745;20;80
746;29;80
747;3;80
748;13;80
749;100;81
750;100;81
751;19;80
752;50;80
753;28;80
754;66;80
755;34;80
756;2;80
757;24;80
758;15;80
759;58;80
760;17;80
761;3;80
762;4;80
763;38;80
764;7;80
765;66;80
766;39;80
767;8;80
768;70;80
769;43;80
770;12;80
771;4;80
772;0;80
773;10;80
774;58;80
775;8;80
776;50;80
777;30;80
778;10;80
779;50;80
780;75;80
781;41;80
782;7;80
783;11;80
784;57;80
