Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;9;10;11;9;9
1;9;10;10;10;9
2;9;11;11;11;9
3;10;11;12;10;9
4;9;10;11;9;9
5;9;10;11;9;9
6;9;10;11;9;9
7;9;9;10;9;9
8;9;10;10;10;9
9;9;10;11;11;9
10;10;11;12;12;9
11;11;12;13;11;9
12;10;11;12;10;9
13;9;10;11;11;9
14;10;11;12;10;9
15;9;10;11;9;9
16;9;10;10;9;9
17;9;9;10;10;9
18;9;10;11;9;9
19;9;9;10;9;9
20;9;10;10;10;9
21;9;10;11;9;9
22;9;9;10;9;9
23;9;10;11;9;9
24;9;9;10;10;9
25;9;10;11;11;9
26;10;11;12;10;9
27;9;11;11;9;9
28;9;9;10;9;9
29;9;10;11;9;9
30;9;10;10;10;9
31;9;10;11;9;9
32;9;10;11;10;9
33;9;10;11;10;9
34;9;10;11;11;9
35;10;11;12;12;9
36;11;12;13;12;9
37;11;12;13;11;9
38;10;11;12;10;9
39;9;10;11;11;9
40;10;11;12;12;9
41;11;12;13;11;9
42;10;11;12;10;9
43;9;10;11;11;9
44;10;11;12;10;9
45;9;10;12;12;9
46;10;11;13;13;9
47;11;12;14;11;9
48;10;11;13;10;9
49;9;10;12;11;9
50;10;11;12;10;9
51;9;10;12;9;9
52;9;10;11;9;9
53;9;9;10;9;9
54;9;10;11;9;9
55;9;9;10;10;9
56;9;10;11;9;9
57;9;10;11;9;9
58;9;10;12;12;9
59;9;11;13;11;9
60;9;11;12;11;9
61;10;11;12;12;9
62;11;12;13;11;9
63;10;11;12;10;9
64;9;10;11;9;9
65;9;10;11;9;9
66;9;9;10;9;9
67;9;10;11;9;9
68;9;9;10;9;9
69;9;10;11;9;9
70;9;10;10;10;9
71;9;10;11;9;9
72;9;10;10;10;9
73;9;10;11;9;9
74;9;10;10;10;9
75;9;10;11;10;9
76;9;10;11;11;9
77;10;11;12;10;9
78;9;10;12;9;9
79;9;10;11;9;9
80;9;9;10;9;9
81;9;9;10;10;9
82;9;10;11;11;9
83;10;11;12;10;9
84;9;10;11;9;9
85;9;9;10;9;9
86;9;9;10;9;9
87;9;9;10;9;9
88;9;9;10;9;9
89;9;10;10;10;9
90;9;10;11;11;9
91;10;11;12;10;9
92;9;10;11;9;9
93;9;10;10;10;9
94;9;10;11;9;9
95;9;10;10;10;9
96;9;10;11;9;9
97;9;10;10;10;9
98;9;10;11;11;9
99;10;11;12;10;9
