Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;9;10;11;11;10
1;10;11;12;11;10
2;10;11;12;10;10
3;9;10;11;9;9
4;9;9;10;9;9
5;9;10;10;10;9
6;9;10;11;9;9
7;9;10;11;9;9
8;9;9;10;9;9
9;9;10;10;10;9
10;9;10;11;9;9
11;9;9;10;10;9
12;9;10;11;9;9
13;9;9;10;9;9
14;9;9;10;9;9
15;9;10;11;9;9
16;9;9;10;10;9
17;9;10;11;11;9
18;10;11;12;10;9
19;9;10;12;11;9
20;10;11;13;12;9
21;11;12;14;11;9
22;10;11;13;12;9
23;11;12;13;13;9
24;12;12;14;12;9
25;11;12;13;11;9
26;10;11;12;10;9
27;9;10;12;9;9
28;9;10;11;10;9
29;9;10;12;9;9
30;9;10;11;10;9
31;9;10;12;9;9
32;9;10;11;10;9
33;9;10;12;9;9
34;9;10;11;10;9
35;9;10;11;11;9
36;10;11;12;12;9
37;11;12;13;13;9
38;12;12;14;12;9
39;11;12;14;13;9
40;12;12;14;12;9
41;11;12;13;11;9
42;10;11;12;12;9
43;11;12;13;11;9
44;10;11;12;10;9
45;9;10;11;9;9
46;9;10;11;10;9
47;9;10;12;9;9
48;9;10;11;9;9
49;9;10;10;9;9
50;9;10;12;12;9
51;9;11;13;10;9
52;9;11;12;11;9
53;10;11;13;10;9
54;9;11;12;11;9
55;10;11;13;10;9
56;9;11;12;11;9
57;9;11;13;12;9
58;10;11;13;13;9
59;11;12;14;12;9
60;10;11;13;11;9
61;9;11;12;12;9
62;10;11;13;10;9
63;9;10;12;11;9
64;10;11;13;10;9
65;9;10;12;9;9
66;9;10;11;10;9
67;9;10;12;11;9
68;10;11;13;10;9
69;9;10;12;9;9
70;9;10;11;9;9
71;9;9;10;10;9
72;9;10;11;11;9
73;10;11;12;12;9
74;11;12;13;11;9
75;10;11;12;10;9
76;9;10;11;11;9
77;10;11;12;10;9
78;9;10;11;9;9
79;9;10;11;11;9
80;9;11;12;11;9
81;10;11;12;12;9
82;11;12;13;13;9
83;12;12;14;12;9
84;11;12;13;11;9
85;10;11;12;10;9
86;9;10;12;9;9
87;9;10;11;9;9
88;9;9;10;9;9
89;9;10;11;9;9
90;9;10;11;9;9
91;9;10;12;10;9
92;9;10;13;9;9
93;9;10;12;10;9
94;9;10;11;9;9
95;9;10;12;10;9
96;9;10;12;11;9
97;10;11;12;10;9
98;9;10;11;10;9
99;10;10;11;10;9
