Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;11;12;14;11;11
1;10;11;13;12;11
2;11;12;14;11;11
3;10;11;13;11;11
4;10;11;12;11;11
5;10;11;13;10;10
6;9;10;12;11;10
7;10;11;12;12;10
8;11;12;13;11;10
9;10;11;12;10;10
10;9;10;11;9;9
11;9;9;10;9;9
12;9;10;10;10;9
13;9;10;11;9;9
14;9;10;10;9;9
15;9;10;11;9;9
16;9;10;10;9;9
17;9;10;10;9;9
18;9;10;10;9;9
19;9;10;10;10;9
20;9;10;11;11;9
21;10;11;12;11;9
22;10;11;13;11;9
23;10;11;12;12;9
24;11;12;13;11;9
25;10;11;12;10;9
26;9;10;11;10;9
27;9;10;11;9;9
28;9;10;10;10;9
29;9;10;11;10;9
30;9;10;11;9;9
31;9;10;11;10;9
32;9;10;12;11;9
33;10;10;12;10;9
34;9;10;11;11;9
35;10;11;12;10;9
36;9;10;11;9;9
37;9;10;10;10;9
38;9;11;11;11;9
39;10;11;12;10;9
40;9;11;11;10;9
41;9;10;11;10;9
42;9;10;11;10;9
43;9;10;11;9;9
44;9;10;10;10;9
45;9;11;11;11;9
46;9;11;12;12;9
47;10;12;13;11;9
48;9;11;12;10;9
49;9;11;11;11;9
50;9;11;12;10;9
51;9;11;11;11;9
52;10;11;12;10;9
53;9;11;11;11;9
54;10;11;12;12;9
55;11;12;13;13;9
56;12;12;14;12;9
57;11;12;13;11;9
58;10;11;12;10;9
59;9;11;11;11;9
60;10;11;12;11;9
61;10;11;12;11;9
62;9;11;12;10;9
63;9;10;11;9;9
64;9;10;11;9;9
65;9;10;12;9;9
66;9;10;11;10;9
67;9;10;11;11;9
68;10;11;12;12;9
69;11;12;13;11;9
70;10;11;12;11;9
71;10;11;12;12;9
72;11;12;13;11;9
73;10;11;12;12;9
74;11;12;13;11;9
75;10;11;12;11;9
76;10;11;12;10;9
77;9;10;12;11;9
78;10;11;13;10;9
79;9;10;12;11;9
80;10;11;12;10;9
81;9;10;11;9;9
82;9;10;10;10;9
83;9;10;11;11;9
84;10;11;12;10;9
85;9;10;12;11;9
86;10;11;12;10;9
87;9;10;11;11;9
88;10;11;12;10;9
89;9;10;12;9;9
90;9;10;11;11;9
91;9;11;12;10;9
92;9;11;11;11;9
93;9;11;13;12;9
94;10;11;13;11;9
95;9;11;13;10;9
96;9;11;11;11;9
97;10;11;12;10;9
98;9;11;11;11;9
99;10;11;12;12;9
