Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;11;12;13;11;11
1;10;11;12;10;10
2;9;11;11;11;10
3;10;11;12;12;10
4;11;12;13;11;10
5;10;11;12;12;10
6;11;12;13;11;10
7;10;11;14;12;10
8;11;12;14;13;10
9;12;13;15;12;10
10;11;12;14;11;10
11;10;11;13;10;10
12;9;10;13;9;9
13;9;10;12;10;9
14;9;10;11;11;9
15;10;11;12;10;9
16;9;10;11;9;9
17;9;10;10;10;9
18;9;10;11;9;9
19;9;10;10;10;9
20;9;10;11;9;9
21;9;10;10;10;9
22;9;10;11;9;9
23;9;10;11;10;9
24;9;10;12;9;9
25;9;10;11;10;9
26;9;10;12;12;9
27;10;12;13;11;9
28;9;11;12;12;9
29;10;11;13;11;9
30;9;11;12;11;9
31;9;11;12;9;9
32;9;10;11;10;9
33;9;10;11;9;9
34;9;9;10;10;9
35;9;10;11;9;9
36;9;10;10;9;9
37;9;10;11;9;9
38;9;10;10;9;9
39;9;10;11;10;9
40;9;10;12;9;9
41;9;10;11;9;9
42;9;9;10;9;9
43;9;9;10;9;9
44;9;10;11;10;9
45;9;10;11;11;9
46;10;11;12;10;9
47;9;10;11;9;9
48;9;10;11;10;9
49;9;10;11;9;9
50;9;10;10;9;9
51;9;10;11;10;9
52;9;10;11;10;9
53;9;10;11;9;9
54;9;10;11;9;9
55;9;10;10;10;9
56;9;11;11;9;9
57;9;10;10;10;9
58;9;10;11;9;9
59;9;10;11;10;9
60;9;10;12;9;9
61;9;10;11;9;9
62;9;9;10;9;9
63;9;10;11;10;9
64;9;10;12;11;9
65;10;11;13;10;9
66;9;10;12;11;9
67;10;11;13;12;9
68;11;12;14;13;9
69;12;13;15;12;9
70;11;12;14;13;9
71;12;13;15;14;9
72;13;13;16;13;9
73;12;13;15;12;9
74;11;12;14;11;9
75;10;11;13;10;9
76;9;10;12;11;9
77;10;11;13;12;9
78;11;12;13;11;9
79;10;11;12;11;9
80;10;11;12;10;9
81;9;10;11;10;9
82;9;10;11;9;9
83;9;9;10;9;9
84;9;10;10;10;9
85;9;10;11;9;9
86;9;10;10;10;9
87;9;10;11;11;9
88;10;11;12;10;9
89;9;11;11;11;9
90;10;11;12;10;9
91;9;11;11;11;9
92;9;11;12;9;9
93;9;10;11;9;9
94;9;9;10;10;9
95;9;11;11;11;9
96;10;11;12;11;9
97;9;11;12;11;9
98;10;11;12;10;9
99;9;10;11;9;9
