Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;9;10;10;10;9
1;9;11;11;11;9
2;10;11;12;10;9
3;9;11;11;11;9
4;10;11;12;10;9
5;9;10;11;11;9
6;10;11;12;10;9
7;9;10;12;9;9
8;9;10;11;9;9
9;9;9;10;10;9
10;9;10;11;9;9
11;9;10;11;9;9
12;9;9;10;9;9
13;9;10;11;10;9
14;9;10;12;9;9
15;9;10;11;9;9
16;9;9;10;9;9
17;9;10;11;9;9
18;9;9;10;9;9
19;9;10;10;10;9
20;9;10;11;9;9
21;9;10;10;10;9
22;9;10;11;9;9
23;9;10;11;9;9
24;9;9;10;10;9
25;9;10;11;9;9
26;9;9;10;10;9
27;9;10;11;9;9
28;9;10;10;10;9
29;9;10;11;10;9
30;9;10;11;11;9
31;10;11;12;10;9
32;9;10;11;9;9
33;9;10;10;10;9
34;9;11;11;11;9
35;10;11;12;12;9
36;11;12;13;11;9
37;10;11;12;10;9
38;9;10;11;9;9
39;9;10;10;10;9
40;9;10;11;11;9
41;10;11;12;10;9
42;9;10;11;9;9
43;9;10;10;9;9
44;9;10;11;9;9
45;9;10;10;10;9
46;9;10;11;9;9
47;9;9;10;9;9
48;9;10;11;10;9
49;9;10;12;9;9
50;9;10;11;10;9
51;9;10;12;11;9
52;10;11;12;10;9
53;9;10;11;10;9
54;9;10;11;10;9
55;9;10;11;9;9
56;9;10;11;9;9
57;9;10;11;10;9
58;9;10;12;9;9
59;9;10;11;10;9
60;9;10;11;11;9
61;10;11;12;10;9
62;9;10;12;9;9
63;9;10;11;9;9
64;9;9;10;10;9
65;9;10;11;9;9
66;9;9;10;10;9
67;9;10;11;9;9
68;9;10;10;9;9
69;9;10;11;9;9
70;9;10;10;9;9
71;9;10;11;10;9
72;9;10;11;11;9
73;10;11;12;12;9
74;11;12;13;12;9
75;11;12;13;11;9
76;10;11;12;10;9
77;9;10;11;11;9
78;10;11;12;10;9
79;9;10;11;9;9
80;9;10;10;10;9
81;9;10;11;11;9
82;10;11;12;11;9
83;10;11;12;10;9
84;9;10;11;10;9
85;9;10;12;9;9
86;9;10;10;10;9
87;9;10;11;9;9
88;9;10;10;9;9
89;9;10;10;9;9
90;9;10;11;11;9
91;9;11;12;9;9
92;9;10;11;9;9
93;9;9;10;9;9
94;9;10;11;9;9
95;9;9;10;9;9
96;9;10;11;9;9
97;9;9;10;9;9
98;9;10;11;10;9
99;9;10;11;11;9
