Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;9;10;10;10;9
1;9;10;11;9;9
2;9;9;10;9;9
3;9;10;11;10;9
4;9;10;12;11;9
5;10;11;13;10;9
6;9;10;12;9;9
7;9;10;11;10;9
8;9;10;12;9;9
9;9;10;11;9;9
10;9;9;10;9;9
11;9;10;11;9;9
12;9;9;10;9;9
13;9;10;11;10;9
14;9;10;11;11;9
15;10;11;12;11;9
16;10;11;12;11;9
17;10;11;12;10;9
18;9;10;11;10;9
19;9;10;12;11;9
20;10;11;13;11;9
21;10;11;12;12;9
22;11;12;13;11;9
23;10;11;12;12;9
24;11;12;13;11;9
25;10;11;12;10;9
26;9;10;12;11;9
27;10;11;13;12;9
28;11;12;14;11;9
29;10;11;13;12;9
30;11;12;14;11;9
31;10;11;13;12;9
32;11;12;13;11;9
33;10;11;13;10;9
34;9;10;12;10;9
35;9;10;11;9;9
36;9;10;10;10;9
37;9;10;11;10;9
38;9;10;11;11;9
39;10;11;12;10;9
40;9;10;11;11;9
41;10;11;12;12;9
42;10;11;13;11;9
43;9;11;12;9;9
44;9;10;11;10;9
45;9;10;12;9;9
46;9;10;11;9;9
47;9;10;10;10;9
48;9;10;11;11;9
49;10;11;12;10;9
50;9;10;11;9;9
51;9;10;10;10;9
52;9;11;11;11;9
53;9;11;12;10;9
54;9;11;11;11;9
55;9;11;12;10;9
56;9;11;11;11;9
57;10;11;12;10;9
58;9;10;11;11;9
59;10;11;12;10;9
60;9;10;11;11;9
61;10;11;12;10;9
62;9;10;11;11;9
63;10;11;12;10;9
64;9;10;11;11;9
65;10;11;12;12;9
66;11;12;13;11;9
67;10;11;12;10;9
68;9;10;11;11;9
69;10;11;12;10;9
70;9;10;11;9;9
71;9;10;11;10;9
72;9;10;11;9;9
73;9;9;10;9;9
74;9;9;10;9;9
75;9;10;11;9;9
76;9;9;10;9;9
77;9;10;11;9;9
78;9;9;10;10;9
79;9;10;11;11;9
80;10;11;12;12;9
81;11;12;13;11;9
82;10;11;14;10;9
83;9;10;13;11;9
84;10;11;14;10;9
85;9;10;13;11;9
86;10;11;12;10;9
87;9;10;13;9;9
88;9;10;11;9;9
89;9;10;10;10;9
90;9;10;11;9;9
91;9;9;10;9;9
92;9;10;11;9;9
93;9;9;10;9;9
94;9;10;10;9;9
95;9;9;10;10;9
96;9;11;11;11;9
97;9;11;12;10;9
98;9;11;11;11;9
99;10;11;12;10;9
