Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;11;12;13;13;12
1;12;12;14;12;12
2;11;12;13;11;11
3;10;11;13;12;11
4;11;12;14;11;11
5;10;11;13;12;11
6;11;12;13;11;11
7;10;11;13;12;11
8;11;12;13;11;11
9;10;11;12;11;11
10;10;11;12;11;11
11;10;11;12;10;10
12;9;10;12;9;9
13;9;10;11;9;9
14;9;9;10;10;9
15;9;10;11;9;9
16;9;9;10;10;9
17;9;10;11;10;9
18;9;10;11;10;9
19;9;10;11;10;9
20;9;10;11;9;9
21;9;10;10;10;9
22;9;11;11;11;9
23;10;11;12;12;9
24;11;12;13;11;9
25;10;11;12;12;9
26;11;12;13;11;9
27;10;11;12;10;9
28;9;10;11;10;9
29;9;10;11;10;9
30;9;10;11;9;9
31;9;10;10;10;9
32;9;11;11;9;9
33;9;10;10;10;9
34;9;10;11;10;9
35;9;10;11;9;9
36;9;9;10;10;9
37;9;10;11;9;9
38;9;10;11;10;9
39;9;10;11;9;9
40;9;10;10;10;9
41;9;10;11;9;9
42;9;10;10;10;9
43;9;10;11;11;9
44;10;11;12;12;9
45;11;12;13;11;9
46;10;11;12;10;9
47;9;10;11;11;9
48;9;11;12;10;9
49;9;11;11;11;9
50;10;11;12;10;9
51;9;10;11;9;9
52;9;10;11;9;9
53;9;10;10;9;9
54;9;9;10;9;9
55;9;10;11;10;9
56;9;10;12;9;9
57;9;10;11;9;9
58;9;9;10;9;9
59;9;10;11;9;9
60;9;9;10;10;9
61;9;10;11;9;9
62;9;9;10;9;9
63;9;10;11;9;9
64;9;9;10;9;9
65;9;10;11;10;9
66;9;10;11;10;9
67;9;10;11;9;9
68;9;9;10;9;9
69;9;10;11;9;9
70;9;9;10;10;9
71;9;10;11;11;9
72;10;11;12;10;9
73;9;10;12;9;9
74;9;10;11;10;9
75;9;10;12;11;9
76;10;11;13;13;9
77;11;12;14;12;9
78;10;11;13;11;9
79;9;11;12;10;9
80;9;11;11;11;9
81;9;11;12;9;9
82;9;10;11;9;9
83;9;10;10;9;9
84;9;10;11;10;9
85;9;10;12;9;9
86;9;10;11;9;9
87;9;9;10;10;9
88;9;10;11;9;9
89;9;9;10;10;9
90;9;11;11;9;9
91;9;10;10;10;9
92;9;10;11;9;9
93;9;10;10;9;9
94;9;10;10;10;9
95;9;10;11;11;9
96;10;11;13;10;9
97;9;10;11;9;9
98;9;10;10;10;9
99;9;10;11;9;9
