Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;9;10;12;10;10
1;9;10;11;11;10
2;9;11;12;11;10
3;10;11;12;10;10
4;9;10;11;9;9
5;9;10;11;9;9
6;9;10;11;11;9
7;9;11;11;11;9
8;10;11;12;10;9
9;9;10;12;9;9
10;9;10;11;10;9
11;9;10;12;11;9
12;10;11;13;12;9
13;11;12;14;14;9
14;12;13;13;13;9
15;11;12;14;12;9
16;10;11;13;11;9
17;10;11;12;12;9
18;11;12;13;13;9
19;11;12;14;12;9
20;11;12;13;11;9
21;10;11;12;10;9
22;9;10;11;11;9
23;10;11;12;10;9
24;9;10;12;12;9
25;10;11;13;11;9
26;10;11;12;12;9
27;11;12;13;11;9
28;10;11;12;10;9
29;9;10;11;9;9
30;9;10;10;10;9
31;9;10;11;10;9
32;9;10;11;10;9
33;9;10;11;9;9
34;9;10;11;11;9
35;9;11;12;9;9
36;9;10;11;9;9
37;9;9;10;9;9
38;9;9;10;9;9
39;9;10;10;10;9
40;9;11;11;11;9
41;10;11;12;10;9
42;9;10;11;9;9
43;9;10;11;10;9
44;9;10;10;9;9
45;9;10;11;10;9
46;9;10;12;9;9
47;9;10;11;9;9
48;9;10;10;9;9
49;9;10;11;9;9
50;9;9;10;9;9
51;9;10;10;10;9
52;9;11;11;11;9
53;9;11;12;10;9
54;9;10;11;9;9
55;9;10;10;10;9
56;9;10;11;11;9
57;10;11;12;10;9
58;9;11;11;11;9
59;9;11;12;10;9
60;9;11;11;11;9
61;9;11;12;12;9
62;10;11;13;11;9
63;9;11;12;12;9
64;10;12;13;13;9
65;11;12;14;12;9
66;10;12;13;10;9
67;9;10;12;9;9
68;9;10;11;10;9
69;9;10;11;11;9
70;10;11;12;12;9
71;11;12;13;11;9
72;10;11;13;10;9
73;9;10;12;12;9
74;10;11;13;10;9
75;9;10;12;9;9
76;9;10;11;10;9
77;9;10;11;10;9
78;9;10;11;11;9
79;10;11;12;10;9
80;9;10;11;11;9
81;10;11;12;10;9
82;9;10;12;9;9
83;9;10;11;10;9
84;9;10;11;11;9
85;10;10;12;10;9
86;9;10;11;11;9
87;10;11;12;12;9
88;11;12;13;13;9
89;12;12;14;14;9
90;13;13;15;13;9
91;12;12;14;12;9
92;11;12;13;11;9
93;10;11;12;10;9
94;9;10;11;11;9
95;10;11;12;10;9
96;9;10;12;12;9
97;10;11;13;11;9
98;10;11;13;10;9
99;9;11;12;11;9
