Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;13;13;15;13;13
1;12;12;14;12;12
2;11;12;13;11;11
3;10;11;12;12;11
4;11;12;13;13;11
5;12;12;14;12;11
6;11;12;13;11;11
7;10;11;12;12;11
8;11;12;13;11;11
9;10;11;12;10;10
10;9;10;11;11;10
11;10;11;12;10;10
12;9;10;11;11;10
13;10;11;12;12;10
14;11;12;13;13;10
15;12;12;14;14;10
16;13;13;15;15;10
17;14;14;16;14;10
18;13;13;15;13;10
19;12;12;14;12;10
20;11;12;14;13;10
21;12;13;15;12;10
22;11;12;14;14;10
23;12;13;15;13;10
24;11;12;14;11;10
25;10;11;13;10;10
26;9;10;12;11;10
27;10;11;13;12;10
28;11;12;14;11;10
29;10;11;13;10;10
30;9;10;12;9;9
31;9;10;11;10;9
32;9;10;12;11;9
33;10;11;12;10;9
34;9;10;11;10;9
35;9;10;11;9;9
36;9;10;10;9;9
37;9;10;11;10;9
38;9;10;12;9;9
39;9;10;11;9;9
40;9;9;10;10;9
41;9;11;11;11;9
42;9;11;12;10;9
43;9;11;11;9;9
44;9;10;10;9;9
45;9;10;11;9;9
46;9;10;10;10;9
47;9;11;11;11;9
48;10;11;12;12;9
49;11;12;13;11;9
50;10;11;12;12;9
51;11;12;13;13;9
52;12;12;14;12;9
53;11;12;13;11;9
54;10;11;12;10;9
55;9;10;12;11;9
56;10;11;12;12;9
57;11;12;13;13;9
58;12;12;14;12;9
59;11;12;13;11;9
60;10;11;12;12;9
61;11;12;13;11;9
62;10;11;12;10;9
63;9;10;11;11;9
64;10;10;12;12;9
65;11;11;13;11;9
66;10;10;12;10;9
67;9;10;11;11;9
68;10;10;12;12;9
69;11;11;13;11;9
70;10;10;12;10;9
71;9;10;11;10;9
72;9;10;11;9;9
73;9;10;10;9;9
74;9;10;11;10;9
75;9;10;11;11;9
76;10;11;12;10;9
77;9;10;11;11;9
78;10;11;12;10;9
79;9;10;11;9;9
80;9;10;10;10;9
81;9;10;11;10;9
82;9;10;11;11;9
83;10;11;12;10;9
84;9;10;11;11;9
85;10;11;12;12;9
86;11;12;13;11;9
87;10;11;12;10;9
88;9;11;11;11;9
89;10;11;12;10;9
90;9;11;11;9;9
91;9;10;10;10;9
92;9;10;11;9;9
93;9;10;10;10;9
94;9;10;11;9;9
95;9;10;10;10;9
96;9;10;11;11;9
97;10;11;12;10;9
98;9;10;11;9;9
99;9;10;11;9;9
