Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;9;10;11;10;9
1;9;10;12;11;9
2;10;11;13;12;9
3;11;12;14;11;9
4;10;11;13;12;9
5;11;12;13;12;9
6;11;12;13;13;9
7;12;13;14;12;9
8;11;12;13;11;9
9;10;11;12;10;9
10;9;10;11;11;9
11;10;11;12;10;9
12;9;10;11;11;9
13;10;11;12;10;9
14;9;10;11;9;9
15;9;10;10;10;9
16;9;10;11;9;9
17;9;10;10;10;9
18;9;10;11;9;9
19;9;10;11;9;9
20;9;9;10;10;9
21;9;10;11;9;9
22;9;9;10;9;9
23;9;10;11;9;9
24;9;9;10;10;9
25;9;10;11;10;9
26;9;10;11;11;9
27;10;11;12;12;9
28;11;12;13;13;9
29;12;13;14;12;9
30;11;12;13;12;9
31;11;12;13;11;9
32;10;11;12;12;9
33;11;12;13;11;9
34;10;11;12;11;9
35;10;11;12;12;9
36;11;12;13;11;9
37;10;11;12;12;9
38;11;12;13;12;9
39;11;12;13;11;9
40;10;11;12;10;9
41;9;10;11;9;9
42;9;9;10;10;9
43;9;10;11;11;9
44;10;11;12;12;9
45;11;12;13;11;9
46;10;11;12;10;9
47;9;10;11;11;9
48;10;11;12;10;9
49;9;10;12;9;9
50;9;10;11;9;9
51;9;9;10;10;9
52;9;10;11;11;9
53;10;11;12;10;9
54;9;10;11;11;9
55;10;11;12;10;9
56;9;10;11;11;9
57;10;11;12;10;9
58;9;10;11;9;9
59;9;10;10;10;9
60;9;10;11;9;9
61;9;10;10;10;9
62;9;10;11;11;9
63;10;11;12;10;9
64;9;10;11;9;9
65;9;10;10;10;9
66;9;10;11;10;9
67;9;10;12;11;9
68;10;11;13;10;9
69;9;10;12;9;9
70;9;10;11;9;9
71;9;10;10;10;9
72;9;10;11;11;9
73;10;11;12;12;9
74;11;11;13;11;9
75;10;11;12;11;9
76;9;11;12;10;9
77;9;10;11;11;9
78;9;10;12;9;9
79;9;10;12;12;9
80;9;11;13;11;9
81;9;11;12;11;9
82;9;11;13;11;9
83;10;11;12;11;9
84;9;11;13;11;9
85;9;11;12;11;9
86;10;11;12;12;9
87;11;12;13;11;9
88;10;11;12;12;9
89;11;12;13;11;9
90;10;11;12;12;9
91;11;12;13;13;9
92;12;12;14;12;9
93;11;12;13;13;9
94;12;12;14;12;9
95;11;12;13;11;9
96;10;11;12;12;9
97;11;12;13;11;9
98;10;11;12;11;9
99;9;11;12;9;9
