Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;51;66;79;51;51
1;49;56;69;49;49
2;49;55;69;49;49
3;46;55;69;51;49
4;46;55;69;46;46
5;46;53;64;46;46
6;44;53;64;46;46
7;46;53;64;46;46
8;46;54;64;46;46
9;46;53;64;46;46
10;46;54;64;46;46
11;46;53;64;52;46
12;46;57;69;51;46
13;51;58;71;52;46
14;49;58;70;49;46
15;46;55;69;47;46
16;47;55;67;49;46
17;46;55;69;46;46
18;44;53;64;50;46
19;46;55;67;48;46
20;44;56;67;44;44
21;46;53;64;46;44
22;44;53;64;46;44
23;46;53;64;46;44
24;44;53;64;46;44
25;46;53;64;46;44
26;44;53;64;49;44
27;46;54;69;49;44
28;49;55;69;49;44
29;46;55;69;47;44
30;47;55;67;49;44
31;47;56;67;52;44
32;48;56;64;49;44
33;46;54;64;46;44
34;46;54;64;46;44
35;46;53;64;46;44
36;44;53;64;47;44
37;46;54;64;49;44
38;47;55;69;49;44
39;47;55;69;47;44
40;46;54;64;50;44
41;46;55;62;47;44
42;46;54;64;49;44
43;47;55;69;51;44
44;46;56;69;49;44
45;47;55;69;49;44
46;49;56;69;49;44
47;48;55;69;48;44
48;44;54;64;44;44
49;46;53;64;46;44
50;44;53;64;44;44
51;46;53;64;46;44
52;44;53;64;44;44
53;46;53;64;46;44
54;44;53;64;44;44
55;46;53;64;46;44
56;44;53;64;46;44
57;46;53;64;51;44
58;46;56;69;46;44
59;46;53;64;59;44
60;46;63;75;71;44
61;51;72;87;59;44
62;46;63;75;56;44
63;56;62;73;56;44
64;56;62;73;59;44
65;47;63;75;59;44
66;51;64;75;59;44
67;55;64;75;56;44
68;56;61;72;56;44
69;56;61;72;56;44
70;56;61;72;56;44
71;56;61;72;59;44
72;51;62;79;51;44
73;47;56;67;47;44
74;46;54;64;47;44
75;46;54;64;46;44
76;46;54;64;46;44
77;46;53;64;46;44
78;44;53;64;44;44
79;46;53;64;59;44
80;44;62;79;44;44
81;46;53;64;46;44
82;44;53;64;44;44
83;46;53;64;46;44
84;44;53;64;49;44
85;46;54;64;46;44
86;46;54;64;46;44
87;46;53;64;46;44
88;44;53;64;53;44
89;46;58;69;46;44
90;44;53;64;52;44
91;46;57;68;46;44
92;44;53;64;44;44
93;46;53;64;49;44
94;44;55;69;44;44
95;46;53;64;46;44
96;44;53;64;44;44
97;46;53;64;46;44
98;44;53;64;46;44
99;46;53;64;46;44
