Numer iteracji;Najlepszy;Sredni;Najgorszy
0;48;74;103
1;46;71;103
2;46;69;94
3;46;69;95
4;46;66;94
5;44;65;94
6;44;63;84
7;44;64;88
8;44;64;87
9;44;63;94
10;44;64;94
11;44;63;94
12;44;62;94
13;44;62;81
14;44;63;95
15;44;64;94
16;44;61;77
17;44;62;86
18;44;62;80
19;44;63;85
20;44;62;83
21;44;62;91
22;44;63;102
23;44;63;82
24;44;62;82
25;44;63;83
26;44;63;87
27;44;64;95
28;44;63;84
29;44;62;83
30;44;62;79
31;44;63;88
32;44;61;77
33;44;64;86
34;44;64;87
35;44;62;84
36;44;64;91
37;44;64;94
38;44;64;94
39;44;64;88
40;44;66;95
41;44;64;92
42;44;64;86
43;44;63;86
44;44;64;85
45;44;64;102
46;44;64;102
47;44;64;94
48;44;63;94
49;44;63;86
50;44;63;82
51;44;63;82
52;44;63;83
53;44;62;82
54;44;63;91
55;44;64;85
56;44;64;91
57;44;64;87
58;44;64;92
59;44;63;83
60;44;64;86
61;44;61;83
62;44;63;84
63;44;62;83
64;44;63;88
65;44;62;88
66;44;60;76
67;44;63;94
68;44;63;94
69;44;65;95
70;44;65;93
71;44;64;85
72;44;63;83
73;44;63;83
74;44;63;86
75;44;62;83
76;44;63;94
77;44;64;86
78;44;64;94
79;44;64;85
80;44;65;97
81;44;62;82
82;44;64;86
83;44;63;91
84;44;63;103
85;44;63;87
86;44;63;86
87;44;62;82
88;44;63;102
89;44;64;88
90;44;62;88
91;44;65;88
92;44;63;82
93;44;61;80
94;44;61;79
95;44;62;82
96;44;61;79
97;44;63;83
98;44;63;86
99;44;64;91
100;44;62;82
