Numer iteracji;Liczba iteracji;Wynik
0;100;53
1;100;54
2;100;51
3;100;53
4;100;49
5;100;47
6;100;52
7;100;47
8;100;54
9;10;44
10;100;47
11;100;49
12;100;49
13;6;44
14;100;47
15;100;54
16;100;53
17;100;46
18;100;47
19;100;47
20;100;51
21;100;47
22;100;58
23;100;54
24;100;54
25;100;55
26;100;47
27;100;47
28;100;47
29;100;47
30;100;47
31;100;47
32;100;54
33;100;49
34;100;52
35;100;46
36;100;54
37;100;52
38;100;54
39;100;47
40;100;49
41;10;44
42;100;47
43;100;47
44;100;49
45;9;44
46;100;52
47;100;47
48;100;49
49;7;44
50;100;55
51;100;52
52;9;44
53;100;47
54;100;52
55;100;49
56;100;55
57;8;44
58;6;44
59;100;49
60;100;49
61;100;47
62;100;47
63;100;52
64;100;47
65;100;51
66;100;60
67;100;53
68;100;53
69;6;44
70;4;44
71;100;53
72;100;47
73;100;53
74;100;55
75;100;47
76;100;55
77;100;52
78;100;52
79;100;60
80;100;47
81;100;54
82;5;44
83;100;55
84;100;55
85;5;44
86;100;60
87;100;47
88;100;47
89;100;54
90;100;46
91;100;51
92;100;52
93;100;47
94;100;46
95;100;52
96;100;47
97;100;46
98;100;47
99;100;46
100;100;47
101;100;47
102;100;51
103;100;54
104;100;57
105;100;47
106;100;47
107;100;55
108;100;53
109;100;47
110;6;44
111;100;54
112;100;46
113;100;49
114;5;44
115;100;47
116;100;54
117;100;47
118;5;44
119;100;49
120;100;52
121;100;47
122;100;62
123;100;47
124;100;49
125;100;56
126;100;60
127;100;55
128;100;47
129;100;54
130;100;49
131;100;54
132;100;47
133;100;47
134;100;54
135;100;54
136;100;47
137;100;51
138;100;47
139;100;47
140;100;47
141;100;53
142;100;47
143;100;54
144;100;47
145;100;49
146;100;54
147;100;47
148;100;49
149;100;54
150;100;55
151;100;53
152;9;44
153;6;44
154;100;53
155;100;47
156;100;54
157;100;49
158;100;65
159;100;58
160;100;47
161;100;51
162;100;55
163;100;47
164;100;52
165;100;56
166;100;51
167;100;49
168;100;55
169;100;56
170;100;55
171;100;52
172;100;49
173;100;47
174;100;52
175;100;49
176;6;44
177;100;47
178;100;47
179;100;47
180;5;44
181;100;56
182;100;49
183;100;47
184;100;49
185;100;51
186;100;47
187;100;47
188;100;55
189;100;55
190;100;51
191;100;47
192;100;49
193;7;44
194;100;47
195;100;47
196;100;47
197;100;49
198;100;49
199;100;47
200;100;47
201;100;55
202;100;49
203;100;52
204;100;54
205;6;44
206;100;47
207;100;55
208;6;44
209;100;49
210;100;49
211;100;54
212;6;44
213;100;55
214;5;44
215;100;54
216;100;49
217;6;44
218;9;44
219;100;53
220;100;47
221;100;53
222;100;55
223;8;44
224;9;44
225;100;55
226;100;54
227;100;54
228;100;49
229;100;52
230;100;54
231;46;44
232;100;47
233;100;52
234;100;53
235;100;47
236;100;47
237;100;55
238;100;60
239;100;55
240;100;53
241;100;47
242;100;54
243;4;44
244;100;47
245;10;44
246;100;60
247;100;47
248;100;52
249;100;62
250;100;54
251;100;47
252;4;44
253;100;54
254;100;47
255;100;47
256;100;53
257;100;47
258;100;49
259;100;47
260;100;47
261;100;47
262;4;44
263;100;54
264;100;49
265;100;59
266;100;54
267;100;53
268;100;47
269;100;49
270;100;52
271;100;52
272;100;54
273;100;47
274;100;53
275;100;47
276;100;52
277;100;49
278;100;47
279;100;49
280;100;47
281;100;47
282;100;55
283;100;49
284;100;49
285;100;55
286;100;49
287;100;47
288;100;49
289;100;55
290;100;49
291;5;44
292;100;52
293;100;52
294;100;47
295;100;53
296;100;52
297;100;49
298;100;54
299;100;49
300;100;49
301;10;44
302;100;53
303;100;52
304;5;44
305;100;60
306;100;53
307;100;49
308;5;44
309;100;54
310;100;47
311;100;47
312;100;47
313;100;49
314;100;47
315;7;44
316;100;54
317;100;47
318;100;53
319;100;49
320;100;49
321;100;60
322;100;47
323;100;49
324;6;44
325;100;51
326;10;44
327;100;55
328;2;44
329;100;47
330;100;53
331;100;53
332;100;52
333;100;55
334;100;47
335;100;62
336;100;47
337;100;51
338;100;47
339;100;47
340;100;54
341;100;47
342;100;49
343;100;47
344;100;47
345;100;49
346;100;47
347;100;47
348;100;47
349;100;49
350;100;47
351;100;47
352;100;47
353;100;52
354;100;55
355;100;55
356;100;47
357;100;57
358;100;47
359;100;54
360;10;44
361;100;53
362;100;53
363;100;47
364;100;53
365;100;47
366;100;47
367;100;55
368;100;47
369;61;44
370;100;49
371;100;54
372;100;54
373;100;51
374;100;53
