Numer iteracji;Liczba iteracji;Wynik
0;1;9
1;1;9
2;1;9
3;1;9
4;3;9
5;1;9
6;2;9
7;2;9
8;4;9
9;3;9
10;2;9
11;1;9
12;1;9
13;1;9
14;3;9
15;1;9
16;1;9
17;2;9
18;0;9
19;0;9
20;1;9
21;1;9
22;1;9
23;2;9
24;2;9
25;1;9
26;3;9
27;2;9
28;1;9
29;3;9
30;2;9
31;2;9
32;0;9
33;1;9
34;1;9
35;2;9
36;2;9
37;1;9
38;2;9
39;3;9
40;2;9
41;1;9
42;0;9
43;0;9
44;3;9
45;2;9
46;2;9
47;2;9
48;1;9
49;4;9
50;1;9
51;3;9
52;0;9
53;0;9
54;0;9
55;2;9
56;1;9
57;3;9
58;1;9
59;1;9
60;1;9
61;1;9
62;1;9
63;1;9
64;0;9
65;5;9
66;1;9
67;2;9
68;3;9
69;1;9
70;1;9
71;0;9
72;0;9
73;0;9
74;1;9
75;2;9
76;2;9
77;1;9
78;4;9
79;3;9
80;3;9
81;3;9
82;1;9
83;0;9
84;3;9
85;2;9
86;2;9
87;1;9
88;0;9
89;0;9
90;1;9
91;1;9
92;0;9
93;2;9
94;0;9
95;1;9
96;1;9
97;1;9
98;0;9
99;1;9
100;0;9
101;3;9
102;2;9
103;3;9
104;2;9
105;3;9
106;2;9
107;0;9
108;0;9
109;1;9
110;3;9
111;0;9
112;1;9
113;5;9
114;2;9
115;2;9
116;0;9
117;1;9
118;2;9
119;1;9
120;0;9
121;0;9
122;3;9
123;0;9
124;2;9
125;2;9
126;3;9
127;3;9
128;0;9
129;0;9
130;0;9
131;3;9
132;1;9
133;3;9
134;4;9
135;1;9
136;0;9
137;1;9
138;0;9
139;1;9
140;1;9
141;3;9
142;1;9
143;1;9
144;1;9
145;1;9
146;3;9
147;2;9
148;1;9
149;2;9
150;1;9
151;1;9
152;1;9
153;0;9
154;2;9
155;3;9
156;0;9
157;2;9
158;0;9
159;1;9
160;2;9
161;1;9
162;0;9
163;1;9
164;2;9
165;2;9
166;3;9
167;0;9
168;3;9
169;0;9
170;1;9
171;3;9
172;2;9
173;4;9
174;3;9
175;0;9
176;1;9
177;6;9
178;3;9
179;1;9
180;0;9
181;1;9
182;0;9
183;1;9
184;4;9
185;1;9
186;1;9
187;2;9
188;2;9
189;1;9
190;1;9
191;0;9
192;1;9
193;2;9
194;0;9
195;0;9
196;2;9
197;1;9
198;2;9
199;0;9
200;2;9
201;0;9
202;1;9
203;1;9
204;0;9
205;1;9
206;2;9
207;1;9
208;0;9
209;4;9
210;1;9
211;2;9
212;3;9
213;0;9
214;2;9
215;0;9
216;1;9
217;1;9
218;0;9
219;0;9
220;0;9
221;1;9
222;2;9
223;1;9
224;2;9
225;2;9
226;1;9
227;0;9
228;1;9
229;2;9
230;2;9
231;1;9
232;5;9
233;0;9
234;1;9
235;1;9
236;1;9
237;2;9
238;3;9
239;0;9
240;0;9
241;2;9
