Numer iteracji;Liczba iteracji;Wynik
0;100;47
1;100;47
2;100;47
3;25;44
4;100;49
5;38;44
6;100;54
7;100;49
8;100;47
9;100;54
10;100;47
11;100;49
12;100;47
13;100;47
14;100;47
15;3;44
16;100;53
17;100;47
18;100;47
19;100;47
20;100;54
21;100;53
22;14;44
23;100;53
24;26;44
25;100;47
26;10;44
27;82;44
28;100;53
29;100;54
30;66;44
31;100;49
32;100;49
33;100;53
34;27;44
35;100;47
36;100;49
37;17;44
38;100;47
39;100;47
40;100;47
41;39;44
42;100;47
43;100;47
44;15;44
45;100;47
46;10;44
47;100;47
48;100;47
49;100;47
50;100;53
51;100;53
52;100;47
53;8;44
54;100;47
55;100;47
56;100;47
57;11;44
58;100;47
59;100;53
60;30;44
61;100;47
62;100;49
63;35;44
64;9;44
65;100;47
66;100;54
67;100;47
68;100;47
69;100;47
70;100;53
71;100;47
72;17;44
73;14;44
74;100;47
75;100;47
76;100;53
77;100;47
78;19;44
79;21;44
80;100;47
81;100;47
82;100;47
83;100;49
84;100;54
85;100;47
86;26;44
87;100;47
88;100;47
89;100;47
90;100;47
91;13;44
92;100;47
93;100;47
94;100;47
95;100;49
96;10;44
97;6;44
98;100;47
99;100;47
100;100;47
101;13;44
102;100;58
103;100;53
104;4;44
105;4;44
106;100;53
107;6;44
108;100;47
109;100;47
110;9;44
111;100;47
112;100;47
113;100;47
114;100;53
115;20;44
116;9;44
117;100;47
118;12;44
119;100;47
120;100;47
121;100;49
122;27;44
123;14;44
124;100;47
125;17;44
126;100;47
127;100;53
128;7;44
129;7;44
130;100;49
131;100;47
132;100;53
133;90;44
134;11;44
135;24;44
136;100;47
137;100;46
138;24;44
139;100;53
140;100;53
141;100;47
142;100;47
143;24;44
144;100;47
145;100;47
146;31;44
147;100;47
148;100;47
149;100;47
150;100;47
151;100;53
152;100;47
153;100;47
154;15;44
155;100;47
156;100;47
157;36;44
158;69;44
159;100;47
160;24;44
161;100;47
162;100;47
163;100;52
164;100;53
165;100;54
166;100;47
167;5;44
168;22;44
169;100;53
170;100;47
171;100;53
172;100;53
173;100;47
174;100;47
175;100;47
176;100;53
177;100;47
178;100;47
179;42;44
180;100;47
181;100;47
182;34;44
183;5;44
184;100;47
185;100;47
186;100;47
187;8;44
188;9;44
189;100;47
190;100;47
191;100;47
192;25;44
193;100;47
194;100;53
195;100;47
196;100;47
197;11;44
198;100;58
199;15;44
200;100;53
201;100;47
202;85;44
203;4;44
204;4;44
205;100;47
206;12;44
207;28;44
208;52;44
209;100;47
210;100;47
211;8;44
212;100;47
213;100;47
214;32;44
215;100;47
216;100;54
217;100;47
218;10;44
219;100;49
220;100;47
221;100;53
222;100;47
223;100;47
224;100;54
225;7;44
226;7;44
227;28;44
228;80;44
229;100;47
230;100;47
231;100;47
232;65;44
233;100;53
234;100;47
235;100;53
236;100;47
237;100;49
238;100;49
239;100;47
240;100;49
241;60;44
242;100;53
243;100;47
244;12;44
245;100;47
246;100;47
247;100;53
248;14;44
249;100;47
250;100;47
251;5;44
252;100;54
253;13;44
254;100;53
255;100;47
256;100;47
257;100;53
258;6;44
259;100;47
260;100;47
261;100;49
262;100;47
263;9;44
264;100;47
265;100;47
266;100;49
267;100;47
268;22;44
269;100;47
270;43;44
271;8;44
272;100;53
273;4;44
274;100;47
275;100;47
276;100;47
277;100;47
278;63;44
279;100;47
280;100;47
281;100;47
282;100;47
283;10;44
284;100;47
285;100;47
286;22;44
287;100;47
288;100;47
289;100;47
290;100;53
291;22;44
292;100;47
293;41;44
294;19;44
295;100;47
296;19;44
297;19;44
298;3;44
299;50;44
300;100;47
301;100;53
302;100;47
303;32;44
304;18;44
305;8;44
306;100;47
307;13;44
308;100;47
309;100;47
310;25;44
311;6;44
312;100;47
313;100;49
314;100;47
315;100;49
316;20;44
317;100;47
318;11;44
319;100;49
320;100;55
321;5;44
322;5;44
323;23;44
324;100;47
325;100;53
326;100;53
327;5;44
328;100;47
329;100;47
330;100;53
331;100;47
332;9;44
333;100;53
334;3;44
335;16;44
336;43;44
337;10;44
338;100;54
339;100;53
340;100;47
341;100;47
342;100;47
343;100;47
344;20;44
345;100;47
346;100;47
347;100;53
348;100;47
349;11;44
350;100;53
351;100;53
352;21;44
353;100;53
354;4;44
355;100;53
356;100;53
357;100;53
358;8;44
359;3;44
360;100;47
361;100;49
362;100;53
363;15;44
364;100;47
365;100;47
366;100;54
367;100;54
368;100;47
369;100;54
370;100;47
371;100;53
372;7;44
373;100;47
374;5;44
375;100;47
376;100;47
377;100;47
378;100;47
379;100;54
380;100;47
381;100;58
382;100;47
383;100;47
384;100;47
385;100;53
386;19;44
387;6;44
388;100;53
389;55;44
390;100;47
391;100;47
392;7;44
393;100;47
394;12;44
395;100;47
396;100;54
397;19;44
398;100;49
399;100;47
400;6;44
401;43;44
402;100;49
403;100;47
404;100;47
405;100;47
406;77;44
407;100;53
408;11;44
409;100;47
410;100;47
411;100;47
412;100;47
413;100;47
414;100;47
415;11;44
416;9;44
417;100;47
418;8;44
419;100;54
420;100;47
421;100;47
422;100;47
423;100;47
424;100;54
425;100;47
426;100;47
427;46;44
428;71;44
429;100;49
430;100;49
431;100;47
432;45;44
433;100;47
434;100;47
435;100;47
436;8;44
437;100;47
438;100;47
439;6;44
440;20;44
441;100;47
442;100;47
443;100;47
444;17;44
445;100;53
446;100;47
447;100;47
448;100;47
449;100;47
450;100;47
451;100;53
452;100;47
453;8;44
454;100;47
455;100;47
456;100;47
457;100;49
458;100;47
459;100;53
460;100;47
461;100;47
462;100;47
463;5;44
464;62;44
465;5;44
466;100;53
467;10;44
468;7;44
469;100;47
470;70;44
471;5;44
472;57;44
473;100;47
474;10;44
475;100;54
476;14;44
477;100;49
478;100;47
479;100;47
480;100;49
481;43;44
482;52;44
483;100;47
484;13;44
485;29;44
486;100;47
487;9;44
488;100;47
489;21;44
490;100;47
491;5;44
492;11;44
493;100;53
494;100;47
495;100;53
496;10;44
497;100;53
498;100;53
499;100;54
500;100;47
501;95;44
502;100;53
503;100;47
504;8;44
505;11;44
506;100;54
507;100;53
508;99;44
509;47;44
510;5;44
511;100;47
512;31;44
513;100;47
514;19;44
515;11;44
516;15;44
517;100;54
518;100;47
519;17;44
520;100;47
521;100;47
522;100;47
523;100;47
524;100;47
525;100;47
526;100;53
527;81;44
528;19;44
529;100;47
530;8;44
531;31;44
532;15;44
533;7;44
534;100;47
535;100;47
536;9;44
537;100;47
538;9;44
539;7;44
540;8;44
541;100;47
542;13;44
543;100;47
544;77;44
545;100;53
546;17;44
547;6;44
548;98;44
549;17;44
550;100;58
551;100;47
552;100;47
553;100;47
554;100;54
555;100;47
556;100;47
557;100;47
558;31;44
559;100;47
560;12;44
561;100;54
562;100;53
563;100;47
564;100;54
565;27;44
566;100;47
567;11;44
568;100;47
569;100;53
570;100;47
571;100;47
572;100;47
573;29;44
574;100;54
575;94;44
576;4;44
577;100;47
578;100;53
579;34;44
580;100;47
581;100;47
582;10;44
583;10;44
584;100;47
585;100;47
586;8;44
587;100;47
588;100;47
589;100;47
590;100;47
591;100;47
592;100;47
593;56;44
594;100;47
595;100;47
596;6;44
597;11;44
598;100;54
599;66;44
600;100;49
601;100;47
602;100;47
603;100;53
604;100;53
605;100;54
606;15;44
607;100;53
608;100;47
609;100;47
610;16;44
611;7;44
612;100;53
613;14;44
614;100;54
615;100;47
616;100;53
617;100;47
618;100;47
619;7;44
620;100;54
621;100;47
622;100;47
623;100;47
624;100;47
625;100;47
626;100;47
627;100;47
628;100;47
629;100;53
630;100;47
631;100;58
