Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;62;66;74;62;62
1;60;64;74;60;60
2;58;63;72;58;58
3;58;62;70;58;58
4;58;63;70;60;58
5;58;64;80;58;58
6;58;63;70;58;58
7;58;63;70;61;58
8;58;63;73;61;58
9;60;65;73;60;58
10;60;64;80;60;58
11;60;64;80;60;58
12;60;65;80;60;58
13;60;65;80;60;58
14;60;65;80;60;58
15;60;65;80;60;58
16;60;65;80;60;58
17;60;65;80;60;58
18;60;64;80;60;58
19;60;65;80;60;58
20;60;64;80;60;58
21;60;64;80;60;58
22;60;64;80;60;58
23;60;64;80;60;58
24;60;64;80;60;58
25;60;64;80;60;58
26;60;65;80;60;58
27;60;65;80;60;58
28;60;65;80;60;58
29;60;65;80;60;58
30;60;65;80;60;58
31;60;65;80;60;58
32;60;65;80;60;58
33;60;65;80;63;58
34;52;67;83;60;58
35;60;65;80;60;58
36;60;65;80;60;58
37;60;64;80;60;58
38;60;64;80;60;58
39;60;64;80;60;58
40;58;64;80;58;58
41;58;63;70;58;58
42;58;63;70;58;58
43;58;63;70;58;58
44;58;63;70;58;58
45;58;63;70;58;58
46;58;63;70;58;58
47;58;62;70;58;58
48;58;62;70;58;58
49;58;62;70;58;58
50;58;62;70;58;58
51;58;62;70;58;58
52;58;62;70;58;58
53;58;62;70;58;58
54;58;63;70;58;58
55;58;62;70;58;58
56;58;62;70;58;58
57;58;62;70;58;58
58;58;63;70;58;58
59;58;63;70;58;58
60;58;63;70;58;58
61;58;63;70;58;58
62;58;63;70;58;58
63;58;63;70;58;58
64;58;63;70;69;58
65;58;70;81;69;58
66;58;70;81;58;58
67;58;63;70;60;58
68;58;64;72;60;58
69;58;64;72;60;58
70;58;63;72;58;58
71;58;62;70;58;58
72;58;62;70;58;58
73;58;63;70;58;58
74;58;63;70;58;58
75;58;63;70;58;58
76;58;63;70;58;58
77;58;63;70;58;58
78;58;62;70;58;58
79;58;62;70;58;58
80;58;62;70;58;58
81;58;62;70;58;58
82;58;62;70;58;58
83;58;62;70;58;58
84;58;62;70;58;58
85;58;62;70;58;58
86;58;62;70;58;58
87;58;62;70;58;58
88;58;62;70;58;58
89;58;62;70;58;58
90;58;62;70;58;58
91;58;62;70;58;58
92;58;62;70;58;58
93;58;62;70;58;58
94;58;62;70;60;58
95;58;64;80;58;58
96;58;62;70;58;58
97;58;62;70;58;58
98;58;62;70;58;58
99;58;63;70;61;58
