Numer iteracji;Liczba iteracji;Wynik
0;3;46
1;1;46
2;5;46
3;2;46
4;1;46
5;2;46
6;100;47
7;2;46
8;2;46
9;2;46
10;1;46
11;100;47
12;2;46
13;4;46
14;6;46
15;1;46
16;2;46
17;6;46
18;2;46
19;3;46
20;2;46
21;3;46
22;4;46
23;6;46
24;2;46
25;1;46
26;2;46
27;100;47
28;4;46
29;3;46
30;3;46
31;3;46
32;3;46
33;4;46
34;5;46
35;3;46
36;3;46
37;1;46
38;100;47
39;3;46
40;3;46
41;4;46
42;3;46
43;3;46
44;4;46
45;2;46
46;1;46
47;5;46
48;4;46
49;2;46
50;2;46
51;3;46
52;3;46
53;4;46
54;100;47
55;2;46
56;3;46
57;100;48
58;100;47
59;5;46
60;2;46
61;1;46
62;4;46
63;0;46
64;1;46
65;4;46
66;1;46
67;1;46
68;3;46
69;7;46
70;4;46
71;5;46
72;3;46
73;2;46
74;100;47
75;3;46
76;2;46
77;3;46
78;100;48
79;100;47
80;3;46
81;1;46
82;0;46
83;4;46
84;100;47
85;3;46
86;3;46
87;100;47
88;2;46
89;100;47
90;3;46
91;4;46
92;4;46
93;2;46
94;100;48
95;100;47
96;5;46
97;4;46
98;0;46
99;2;46
100;2;46
101;2;46
102;0;46
103;3;46
104;4;46
105;4;46
106;3;46
107;3;46
108;3;46
109;100;47
110;6;46
111;2;46
112;100;47
113;1;46
114;3;46
115;4;46
116;2;46
117;3;46
118;3;46
119;2;46
120;3;46
121;2;46
122;3;46
123;2;46
124;2;46
125;3;46
126;3;46
127;2;46
128;4;46
129;1;46
130;100;47
131;4;46
132;2;46
133;2;46
134;4;46
135;3;46
136;3;46
137;3;46
138;2;46
139;2;46
140;3;46
141;4;46
142;2;46
143;46;46
144;100;48
145;2;46
146;2;46
147;3;46
148;3;46
149;4;46
150;0;46
151;2;46
152;2;46
153;6;46
154;4;46
155;2;46
156;1;46
157;100;47
158;1;46
159;1;46
160;4;46
161;6;46
162;3;46
163;100;47
164;3;46
165;80;46
166;1;46
167;3;46
168;1;46
169;4;46
170;2;46
171;2;46
172;3;46
173;2;46
174;100;47
175;2;46
176;4;46
177;2;46
178;5;46
179;2;46
180;2;46
181;4;46
182;4;46
183;4;46
184;100;47
185;2;46
186;5;46
187;1;46
188;4;46
189;4;46
190;100;47
191;3;46
192;2;46
193;2;46
194;4;46
195;3;46
196;4;46
197;100;47
198;3;46
199;6;46
200;2;46
201;0;46
202;4;46
203;4;46
204;2;46
205;3;46
206;5;46
207;4;46
208;3;46
209;3;46
210;0;46
211;3;46
212;4;46
213;100;47
214;3;46
215;3;46
216;100;47
217;3;46
218;100;47
219;2;46
220;3;46
221;5;46
222;2;46
223;3;46
224;100;48
225;5;46
226;100;48
227;2;46
228;100;47
229;5;46
230;5;46
231;5;46
232;0;46
233;3;46
234;1;46
235;100;48
236;3;46
237;2;46
238;2;46
239;1;46
240;2;46
241;2;46
242;3;46
243;6;46
244;3;46
245;100;47
246;4;46
247;3;46
248;3;46
249;3;46
250;3;46
251;2;46
252;4;46
253;100;47
254;2;46
255;4;46
256;100;47
257;3;46
258;2;46
259;0;46
260;5;46
261;7;46
262;6;46
263;2;46
264;1;46
265;1;46
266;3;46
267;1;46
268;3;46
269;3;46
270;100;47
271;5;46
272;3;46
273;4;46
274;4;46
275;2;46
276;1;46
277;100;48
278;8;46
279;3;46
280;4;46
281;2;46
282;3;46
283;100;48
284;3;46
285;3;46
286;3;46
287;100;48
288;3;46
289;2;46
290;3;46
291;2;46
292;2;46
293;1;46
294;2;46
295;4;46
296;5;46
297;3;46
298;3;46
299;3;46
300;3;46
301;3;46
302;2;46
303;1;46
304;4;46
305;2;46
306;3;46
307;2;46
308;5;46
309;2;46
310;2;46
311;7;46
312;3;46
313;4;46
314;2;46
315;2;46
316;2;46
317;100;48
318;1;46
319;3;46
320;2;46
321;100;48
322;4;46
323;100;47
324;2;46
325;6;46
326;2;46
327;5;46
328;3;46
329;1;46
330;2;46
331;2;46
332;3;46
333;3;46
334;100;47
335;4;46
336;2;46
337;3;46
338;5;46
339;3;46
340;10;46
341;8;46
342;4;46
343;3;46
344;4;46
345;6;46
346;6;46
347;100;47
348;4;46
349;2;46
350;5;46
351;2;46
352;2;46
353;2;46
354;3;46
355;100;48
356;5;46
357;2;46
358;3;46
359;1;46
360;2;46
361;1;46
362;4;46
363;4;46
364;1;46
365;3;46
366;1;46
367;2;46
368;3;46
369;6;46
370;4;46
371;2;46
372;100;48
373;100;48
374;3;46
375;5;46
376;4;46
377;2;46
378;1;46
379;2;46
380;4;46
381;4;46
382;2;46
383;4;46
384;1;46
385;5;46
386;3;46
387;84;46
388;4;46
389;5;46
390;1;46
391;2;46
392;5;46
393;6;46
394;100;47
395;3;46
396;1;46
397;2;46
398;4;46
399;2;46
400;2;46
401;2;46
402;3;46
403;1;46
404;2;46
405;4;46
406;2;46
407;3;46
408;3;46
409;0;46
410;3;46
411;100;48
412;2;46
413;2;46
414;100;47
415;4;46
416;3;46
417;3;46
418;4;46
419;2;46
420;100;47
421;3;46
422;4;46
423;6;46
424;100;47
425;3;46
426;2;46
427;4;46
428;2;46
429;100;48
430;4;46
431;4;46
432;0;46
433;3;46
434;4;46
435;1;46
436;2;46
437;2;46
438;4;46
439;100;47
440;3;46
441;4;46
442;4;46
443;4;46
444;2;46
445;100;47
446;5;46
447;1;46
448;4;46
449;2;46
450;100;47
451;4;46
452;2;46
453;1;46
454;2;46
455;1;46
456;1;46
457;4;46
458;2;46
459;5;46
460;2;46
461;1;46
462;3;46
463;2;46
464;3;46
465;8;46
466;4;46
467;4;46
468;2;46
469;1;46
470;2;46
471;100;47
472;3;46
473;100;48
474;3;46
475;4;46
476;2;46
477;4;46
478;5;46
479;3;46
480;100;48
481;3;46
482;2;46
