Numer iteracji;Najlepszy;Sredni;Najgorszy
0;80;99;121
1;80;98;120
2;80;96;116
3;80;95;112
4;80;93;108
5;80;93;108
6;80;92;112
7;80;91;108
8;80;90;104
9;80;89;100
10;80;87;96
11;80;87;94
12;80;86;92
13;80;87;93
14;80;87;94
15;80;87;94
16;80;87;96
17;80;86;93
18;80;86;96
19;80;86;93
20;80;87;96
21;80;87;96
22;80;87;93
23;80;88;97
24;80;87;93
25;80;88;96
26;80;86;93
27;80;87;97
28;80;87;97
29;80;87;97
30;80;87;94
31;80;88;97
32;80;87;97
33;80;87;98
34;80;86;93
35;80;87;96
36;80;87;94
37;80;87;94
38;80;88;97
39;80;87;97
40;80;87;100
41;80;88;96
42;80;87;96
43;80;86;93
44;80;87;93
45;80;87;93
46;80;87;94
47;80;86;93
48;80;87;97
49;80;86;93
50;80;85;92
51;80;88;96
52;80;86;93
53;80;86;93
54;80;87;96
55;80;88;100
56;80;87;96
57;80;86;93
58;80;86;92
59;80;88;97
60;80;87;94
61;80;87;93
62;80;87;96
63;80;88;97
64;80;87;94
65;80;87;98
66;80;88;96
67;80;86;93
68;80;87;93
69;80;87;96
70;80;86;93
71;80;87;93
72;80;88;96
73;80;86;92
74;80;87;95
75;80;87;96
76;80;89;98
77;80;87;99
78;80;87;97
79;80;86;93
80;80;86;93
81;80;88;97
82;80;87;95
83;80;86;92
84;80;87;96
85;80;87;97
86;80;86;93
87;80;87;97
88;80;89;101
89;80;86;93
90;80;86;93
91;80;87;97
92;80;86;93
93;80;86;93
94;80;86;93
95;80;85;92
96;80;86;93
97;80;87;93
98;80;87;93
99;80;86;93
100;80;87;96
