Numer iteracji;Najlepszy;Sredni;Najgorszy
0;80;100;128
1;80;98;124
2;80;97;120
3;80;95;116
4;80;94;112
5;80;92;108
6;80;90;104
7;80;88;100
8;80;87;97
9;80;86;93
10;80;84;88
11;80;84;89
12;80;84;89
13;80;84;88
14;80;84;88
15;80;85;89
16;80;84;88
17;80;84;88
18;80;84;88
19;80;84;88
20;80;84;88
21;80;83;86
22;80;84;88
23;80;84;89
24;80;84;88
25;80;84;88
26;80;84;88
27;80;85;89
28;80;83;86
29;80;84;89
30;80;84;88
31;80;84;88
32;80;84;88
33;80;85;89
34;80;84;89
35;80;85;89
36;80;84;89
37;80;85;89
38;80;84;88
39;80;84;89
40;80;84;89
41;80;84;89
42;80;84;88
43;80;84;88
44;80;84;88
45;80;84;88
46;80;84;88
47;80;83;86
48;80;84;88
49;80;84;88
50;80;83;86
51;80;85;89
52;80;84;88
53;80;84;88
54;80;84;88
55;80;85;89
56;80;84;88
57;80;83;88
58;80;84;88
59;80;84;88
60;80;84;88
61;80;84;88
62;80;84;89
63;80;84;88
64;80;84;88
65;80;84;88
66;80;83;86
67;80;84;88
68;80;84;88
69;80;83;85
70;80;85;89
71;80;84;88
72;80;84;88
73;80;84;88
74;80;84;88
75;80;85;89
76;80;83;86
77;80;83;86
78;80;83;86
79;80;84;89
80;80;84;88
81;80;83;85
82;80;83;86
83;80;84;88
84;80;84;88
85;80;83;85
86;80;84;88
87;80;84;88
88;80;84;88
89;80;85;89
90;80;84;88
91;80;85;89
92;80;84;88
93;80;84;88
94;80;84;88
95;80;82;85
96;80;84;88
97;80;83;88
98;80;84;88
99;80;83;88
100;80;84;88
