Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;84;90;93;92;88
1;88;93;97;88;88
2;84;89;93;92;88
3;88;93;96;88;88
4;84;89;92;84;84
5;80;86;88;81;81
6;84;84;85;84;81
7;81;86;88;81;81
8;84;84;85;84;81
9;81;86;88;81;81
10;84;84;85;84;81
11;81;86;88;88;81
12;84;90;92;84;81
13;81;86;88;88;81
14;84;89;92;84;81
15;80;86;88;85;81
16;84;86;89;89;81
17;85;89;93;86;81
18;84;87;90;84;81
19;81;87;88;86;81
20;84;87;90;90;81
21;85;90;94;93;81
22;89;93;97;97;81
23;93;96;101;93;81
24;89;93;97;89;81
25;85;89;93;85;81
26;84;87;89;84;81
27;80;86;88;80;80
28;84;84;84;84;80
29;80;84;88;80;80
30;84;84;85;84;80
31;80;84;88;80;80
32;84;84;84;84;80
33;80;86;88;80;80
34;84;84;84;84;80
35;80;84;88;80;80
36;84;84;84;84;80
37;80;86;88;88;80
38;84;88;92;84;80
39;80;84;88;80;80
40;84;84;84;84;80
41;80;84;88;80;80
42;84;84;84;84;80
43;80;86;88;80;80
44;84;84;84;84;80
45;80;86;88;80;80
46;84;84;84;84;80
47;80;84;88;88;80
48;84;88;92;84;80
49;80;84;88;80;80
50;84;84;84;84;80
51;80;84;88;80;80
52;84;84;84;84;80
53;80;86;88;80;80
54;84;84;84;84;80
55;80;84;88;81;80
56;84;84;85;84;80
57;80;84;88;80;80
58;84;84;84;84;80
59;80;84;88;80;80
60;84;84;84;84;80
61;80;86;88;80;80
62;84;84;84;84;80
63;80;86;88;80;80
64;84;84;84;84;80
65;80;84;88;80;80
66;84;84;85;84;80
67;80;84;88;80;80
68;84;84;84;84;80
69;80;86;88;85;80
70;84;87;93;86;80
71;85;89;94;90;80
72;86;90;94;86;80
73;85;89;90;90;80
74;86;90;94;86;80
75;85;89;90;85;80
76;84;86;89;89;80
77;85;89;93;93;80
78;89;92;97;89;80
79;85;89;93;85;80
80;84;86;89;84;80
81;80;86;88;80;80
82;84;84;84;84;80
83;80;84;88;88;80
84;84;88;92;84;80
85;80;84;88;80;80
86;84;84;84;84;80
87;80;84;88;80;80
88;84;84;84;84;80
89;80;84;88;81;80
90;84;84;85;84;80
91;80;84;88;80;80
92;84;84;84;84;80
93;80;85;88;81;80
94;84;85;89;84;80
95;80;85;89;85;80
96;84;86;93;84;80
97;80;85;89;85;80
98;84;86;93;84;80
99;80;85;89;80;80
