Numer iteracji;Najlepszy;Sredni;Najgorszy
0;46;63;83
1;46;64;82
2;46;63;81
3;46;62;82
4;46;61;79
5;46;61;75
6;46;60;79
7;46;61;78
8;46;60;75
9;46;60;80
10;46;61;78
11;46;61;80
12;46;61;85
13;46;60;75
14;46;59;78
15;46;60;76
16;46;59;73
17;46;60;76
18;46;59;75
19;46;59;75
20;46;61;78
21;46;61;81
22;46;60;76
23;46;60;76
24;46;60;76
25;46;59;72
26;46;60;75
27;46;60;80
28;46;59;75
29;46;59;73
30;46;59;76
31;46;59;73
32;46;60;74
33;46;60;77
34;46;60;77
35;46;60;77
36;46;59;74
37;46;59;73
38;46;58;73
39;46;58;73
40;46;59;74
41;46;61;77
42;46;60;74
43;46;60;77
44;46;60;76
45;46;59;77
46;46;60;78
47;46;60;75
48;46;60;76
49;46;60;74
50;46;59;77
51;46;60;74
52;46;59;72
53;46;60;75
54;46;60;76
55;46;61;77
56;46;60;80
57;46;60;77
58;46;60;74
59;46;59;74
60;46;60;75
61;46;59;73
62;46;60;76
63;46;61;79
64;46;59;74
65;46;60;78
66;46;60;75
67;46;60;77
68;46;59;74
69;46;61;79
70;46;61;76
71;46;60;77
72;46;61;77
73;46;60;81
74;46;59;75
75;46;59;73
76;46;60;74
77;46;59;75
78;46;58;74
79;46;59;73
80;46;59;75
81;46;60;75
82;46;59;76
83;46;60;73
84;46;58;70
85;46;58;73
86;46;60;74
87;46;60;79
88;46;60;76
89;46;60;73
90;46;59;73
91;46;60;77
92;46;59;78
93;46;59;79
94;46;59;76
95;46;59;73
96;46;60;74
97;46;59;75
98;46;59;72
99;46;60;76
100;46;60;75
