Numer iteracji;Najlepszy;Sredni;Najgorszy;Wybrany;Ogolnie najlepszy
0;50;54;62;53;52
1;49;54;63;56;52
2;46;56;66;59;52
3;49;58;69;56;52
4;46;56;66;46;46
5;47;51;56;49;46
6;46;51;59;54;46
7;49;54;64;51;46
8;46;53;61;46;46
9;47;51;56;49;46
10;46;51;59;46;46
11;47;51;56;51;46
12;46;53;61;54;46
13;49;54;64;49;46
14;46;51;59;54;46
15;49;54;64;59;46
16;54;59;69;62;46
17;57;61;72;58;46
18;53;59;68;59;46
19;54;60;69;54;46
20;51;56;64;51;46
21;48;53;61;51;46
22;48;53;61;54;46
23;48;55;64;59;46
24;53;58;69;53;46
25;48;55;63;56;46
26;51;57;66;53;46
27;48;55;63;56;46
28;51;57;66;51;46
29;48;53;61;54;46
30;51;56;64;53;46
31;50;55;63;55;46
32;52;56;65;52;46
33;50;54;62;52;46
34;51;54;62;62;46
35;52;61;67;67;46
36;57;64;72;62;46
37;52;61;67;61;46
38;51;61;66;64;46
39;54;63;69;54;46
40;48;55;64;64;46
41;54;63;69;54;46
42;48;55;64;57;46
43;47;57;67;60;46
44;50;59;70;65;46
45;55;63;75;60;46
46;50;59;70;59;46
47;49;59;69;49;46
48;46;51;59;46;46
49;47;51;56;47;46
50;46;51;57;48;46
51;47;51;58;58;46
52;48;58;68;63;46
53;53;61;73;53;46
54;48;54;63;48;46
55;47;51;58;47;46
56;46;51;57;48;46
57;47;51;58;51;46
58;48;53;61;48;46
59;47;51;58;51;46
60;48;53;61;48;46
61;47;51;58;51;46
62;48;53;61;52;46
63;49;53;62;62;46
64;52;61;72;52;46
65;49;53;62;49;46
66;46;51;59;46;46
67;47;51;56;56;46
68;46;56;66;59;46
69;49;59;69;56;46
70;46;56;66;46;46
71;47;51;56;51;46
72;46;53;61;56;46
73;51;58;66;59;46
74;54;59;69;54;46
75;49;54;64;51;46
76;46;53;61;46;46
77;47;51;56;49;46
78;46;51;59;52;46
79;49;53;62;49;46
80;46;51;59;46;46
81;47;51;56;51;46
82;46;54;61;61;46
83;51;59;71;64;46
84;54;62;74;67;46
85;57;65;77;57;46
86;52;57;67;52;46
87;49;53;62;57;46
88;52;57;67;52;46
89;49;53;62;55;46
90;49;56;65;58;46
91;52;58;68;57;46
92;51;57;67;51;46
93;48;53;61;52;46
94;49;54;62;62;46
95;52;60;67;52;46
96;49;54;62;49;46
97;48;52;62;52;46
98;49;55;65;51;46
99;48;55;64;48;46
